"last_name","first_name","name","team","player_id","year","PC1","PC2","PC3","PC4","PC5"
"Piscotty"," Stephen","Stephen Piscotty","OAK",572039,2021,-0.336754245658233,-0.595500487616767,-0.445954402102315,1.45528899944935,0.198422551874889
"Pollock"," AJ","AJ Pollock","LAD",572041,2021,-3.10642747855595,0.15243600057185,0.194198080817918,-0.844437906762226,-0.268983723097413
"Seager"," Kyle","Kyle Seager","SEA",572122,2021,-2.54079916571205,-1.18538393038172,-1.20140348539687,-0.381660679414572,-1.93408402798868
"Taylor"," Michael A.","Michael A. Taylor","KC",572191,2021,-1.38857973810954,0.461015188667438,1.38729441114308,-1.63122257503357,-0.592037071992085
"Thompson"," Trayce","Trayce Thompson","CHC",572204,2021,-4.05162328904179,-3.5590264003696,1.68257264256862,-1.77510569315019,1.60343418476215
"Voit III"," Luke","Luke Voit III","NYY",572228,2021,-0.985740846479001,-2.86226116037352,-1.08048800086847,-1.13781204929669,1.13577116337983
"Walker"," Christian","Christian Walker","ARI",572233,2021,-2.16925589063,-0.38472184655732,-0.97045874781034,-0.0108601323744761,-0.391843595114665
"Zunino"," Mike","Mike Zunino","TB",572287,2021,-2.07658243759342,-3.67372434566464,-1.19978221185606,-0.174609205016105,-2.14187858347071
"Carpenter"," Matt","Matt Carpenter","STL",572761,2021,-1.85315471438512,-1.97848579089078,-0.701032029639586,0.09451581503542,0.810891472377997
"Dickerson"," Corey","Corey Dickerson","MIA",572816,2021,-1.75810755212509,1.19500948478185,0.315610099695626,-0.12957286722361,-0.447894351771162
"Garneau"," Dustin","Dustin Garneau","DET",572863,2021,-0.700918267337232,-2.44889332996341,-0.777146686463478,1.36698363601061,-0.758280029713566
"Ruf"," Darin","Darin Ruf","SF",573131,2021,-3.23609880529324,-0.82496533149864,-1.19364183851629,-1.47603535250121,0.672553532518178
"Stroman"," Marcus","Marcus Stroman","NYM",573186,2021,5.23407836423366,-0.0386498304483241,1.28443073707864,-0.609842909957437,0.313490002498418
"Yastrzemski"," Mike","Mike Yastrzemski","SF",573262,2021,-2.40533112566807,-0.451283330041777,-0.497504622676645,0.0804308189800305,-1.0522758749316
"Contreras"," Willson","Willson Contreras","CHC",575929,2021,-2.02506606307809,-1.15478965590435,-0.06005234757241,-1.99030591695401,-1.0635990497045
"Iglesias"," Jose","Jose Iglesias","LAA",578428,2021,-2.29266805508717,2.27652406369445,-0.127811565809155,0.203562122836386,-0.505579055238484
"Torreyes"," Ronald","Ronald Torreyes","PHI",591720,2021,-0.0800734391796971,2.84706937010946,-0.250193027732023,1.45980355574806,0.277499976671495
"Valera"," Breyvic","Breyvic Valera","TOR",591971,2021,-0.891340464602491,3.00152308934288,-0.194343918381136,2.77978393194679,1.23863055685943
"Bryant"," Kris","Kris Bryant","CHC",592178,2021,-3.08836846289763,-0.368254723319877,0.0266539056646319,-1.01813476559285,-0.777800460966671
"Canha"," Mark","Mark Canha","OAK",592192,2021,-3.05895392965733,0.560980743866749,0.292249302411094,-0.103564883115882,-1.28069084260639
"Casali"," Curt","Curt Casali","SF",592200,2021,-0.135252711846177,-1.26028506524164,-0.854188710009875,1.81421447524978,0.938887181173962
"Castellanos"," Nick","Nick Castellanos","CIN",592206,2021,-3.63599076374662,-0.790825732253394,-0.866081683601526,-1.84436944432116,0.284151472727249
"DeShields"," Delino","Delino DeShields","CIN",592261,2021,-0.651822739821849,0.254873353387337,1.70490801723894,-0.902157363950354,2.29945013008933
"Drury"," Brandon","Brandon Drury","NYM",592273,2021,-0.431200093411451,0.346833259471798,-0.737467757015017,0.874629028767066,0.383767291083845
"Gamel"," Ben","Ben Gamel","PIT",592325,2021,-2.08781779182825,-0.790161173516893,0.0148507607663551,-0.232921610736697,0.427649232798556
"Gausman"," Kevin","Kevin Gausman","SF",592332,2021,5.41903251951266,1.13336810745568,-1.10443579541721,-1.50687247620471,0.910059320160095
"Gonzalez"," Chi Chi","Chi Chi Gonzalez","COL",592346,2021,5.03511109519838,0.680164531336964,-1.42494419563559,-2.57493573424919,1.11788137217178
"Goodrum"," Niko","Niko Goodrum","DET",592348,2021,-1.48300085596465,-1.1332836508876,2.69118376575282,-1.68404015572906,-0.0346985237828582
"Gray"," Jon","Jon Gray","TEX",592351,2021,5.11412291318101,-1.17432896889373,-1.04502887468475,0.143017697339326,0.920578288638652
"Holaday"," Bryan","Bryan Holaday","ARI",592407,2021,1.49212809135757,-1.99514721330193,-0.178401154658428,1.87651504096374,1.03239121132137
"Jones"," JaCoby","JaCoby Jones","DET",592444,2021,0.728427294611143,-0.855719331119379,2.07637087537595,-0.759152679778576,1.0452811111894
"Judge"," Aaron","Aaron Judge","NYY",592450,2021,-4.02520772004728,-0.921633390936696,-0.894363756784238,-2.7507926906785,-0.424552152086275
"Machado"," Manny","Manny Machado","SD",592518,2021,-3.71715649666127,0.218142729720921,-0.413793597372964,-1.14312653902955,-1.1935807194752
"Marmolejos"," Jose","Jose Marmolejos","SEA",592530,2021,-0.463759046443441,-2.2319895775165,-0.97308396135939,2.14582452788815,-1.42631217936488
"Moran"," Colin","Colin Moran","PIT",592567,2021,-1.45199204583131,0.873762599625703,-1.73626554613399,-0.949483333160079,0.237432142506263
"Payton"," Mark","Mark Payton","CIN",592622,2021,1.3855954274747,0.804608740812764,-0.385921345552003,0.595256405553518,1.72824623427078
"Pederson"," Joc","Joc Pederson","CHC",592626,2021,-2.34459047048337,-0.277856614674513,-0.752059561704211,-0.593144759910635,-0.960754355729308
"Ramos"," Henry","Henry Ramos","ARI",592656,2021,0.44511372195486,0.722658366139777,-0.887807562629396,1.13755370141849,-0.699446599653513
"Realmuto"," J.T.","J.T. Realmuto","PHI",592663,2021,-2.85954047289983,0.323575155133955,0.72903448827912,-1.13683882570599,-0.758531862845224
"Renfroe"," Hunter","Hunter Renfroe","BOS",592669,2021,-2.89705644434093,-0.416094610349883,-1.0517057771409,-0.417305090432226,-1.79149159351499
"Rosario"," Eddie","Eddie Rosario","CLE",592696,2021,-2.20986783042889,1.18544768090576,0.850232811205054,0.379791355168184,-0.112435543062035
"Sampson"," Adrian","Adrian Sampson","CHC",592716,2021,8.82808711396909,-1.4321741126976,-0.00927138838277815,-1.25102584781759,0.363911560314334
"Sanchez"," Aaron","Aaron Sanchez","SF",592717,2021,7.23111507423877,-1.23709569823769,0.509609268250778,2.51893345648873,-5.45476509811253
"Simmons"," Andrelton","Andrelton Simmons","MIN",592743,2021,0.145860489221718,3.1768085296234,-0.840105490292231,0.507113604660442,-0.505470097559346
"Smith"," Caleb","Caleb Smith","ARI",592761,2021,5.11790821268314,0.316682649663338,4.74159232491723,-2.57215558469224,1.13138945903165
"Smyly"," Drew","Drew Smyly","ATL",592767,2021,6.21925856080531,1.97321083792041,-0.984634345349988,0.209209727514769,-0.855237391545496
"Velasquez"," Vince","Vince Velasquez","SD",592826,2021,4.21866484901334,0.240937711611513,-0.515568273694752,0.488221803443091,0.591005423938737
"Walker"," Taijuan","Taijuan Walker","NYM",592836,2021,5.30909142471156,-0.0695277934106064,0.0376409065951745,-1.58329529213957,0.934297230300039
"Wilkerson"," Stevie","Stevie Wilkerson","BAL",592859,2021,2.12679957387524,0.0306987397782993,2.21616361974202,-0.085708973204907,0.635156861307122
"Williams"," Mason","Mason Williams","NYM",592863,2021,0.3892761100478,0.200774700145687,0.156545280170749,0.748192513846288,1.08479977369036
"Williams"," Trevor","Trevor Williams","NYM",592866,2021,4.3611666312598,4.01865622579638,-2.04587070823496,-0.393434234981449,-0.00745550900505295
"Yelich"," Christian","Christian Yelich","MIL",592885,2021,-2.28599002326913,0.43468378356099,0.191170350620057,-1.87642937508667,-0.849868230705856
"Merrifield"," Whit","Whit Merrifield","KC",593160,2021,-3.48994016999889,2.18288020857464,2.54144800491837,-0.629324099303778,-0.886161976633777
"Martinez"," Carlos","Carlos Martinez","STL",593372,2021,5.50898832332777,0.392879074467053,-0.106332206863584,-0.19676862593036,0.636801308226115
"Bogaerts"," Xander","Xander Bogaerts","BOS",593428,2021,-3.61108843862034,0.75177242522297,-0.758758654578726,-0.691596590142385,-0.748067686164676
"Bonifacio"," Jorge","Jorge Bonifacio","PHI",593528,2021,3.85235951736024,-4.79415646263648,0.00389480131312164,0.829686417091591,0.30849765263248
"Rivas"," Webster","Webster Rivas","SD",593590,2021,1.031782203509,1.49841822882667,-0.888737763412389,1.09246394867919,0.529991070501093
"Alberto"," Hanser","Hanser Alberto","KC",593643,2021,-0.947655003107159,1.96284043615644,0.413259579427791,1.54052599299756,0.548505798822195
"Polanco"," Jorge","Jorge Polanco","MIN",593871,2021,-3.5928426265075,0.507088065189586,0.183875860765659,-0.0250375984658774,-1.22875746050271
"Sano"," Miguel","Miguel Sano","MIN",593934,2021,-2.4485410959093,-2.63775702922523,-1.05158842133773,-1.4401645473955,-1.3984996023161
"Difo"," Wilmer","Wilmer Difo","PIT",594694,2021,-0.877782167597382,0.484762861023736,-0.267864257916322,0.505867804782769,-0.19813215077236
"Calhoun"," Kole","Kole Calhoun","ARI",594777,2021,-1.08193451030259,-1.59050877395317,-1.00882408523736,0.590819185495294,0.470246104891828
"deGrom"," Jacob","Jacob deGrom","NYM",594798,2021,0.570191726447055,0.459740899163019,-0.034713496752785,-0.260374821092772,3.39984009114642
"Duvall"," Adam","Adam Duvall","MIA",594807,2021,-2.81202688426572,-1.24084315449465,-0.212121619192607,-0.190130953146049,-1.8008844717705
"Eaton"," Adam","Adam Eaton","CWS",594809,2021,0.128337021863802,1.22259464736186,0.340150239498186,-0.278276671746985,0.458273712511693
"Gosselin"," Phil","Phil Gosselin","LAA",594838,2021,-1.93732854035434,1.33359697972411,0.232224655647948,-0.0485114998947447,-0.252427834966873
"Schebler"," Scott","Scott Schebler","LAA",594988,2021,1.28204521911521,-2.77925673991244,-0.024524623273983,2.33732846655886,1.30341627462514
"Kiermaier"," Kevin","Kevin Kiermaier","TB",595281,2021,-1.25128105930371,0.922472277282208,1.18580520947173,-1.78766504297493,-0.26946768768937
"Knapp"," Andrew","Andrew Knapp","PHI",595284,2021,1.5251653894629,-1.5345738147805,-0.301958704605791,0.256131244913646,0.231219072985103
"Wallach"," Chad","Chad Wallach","MIA",595453,2021,1.38188839977765,-1.35368342802039,-1.14312122021818,-1.09950973410873,0.738448877045651
"Alfaro"," Jorge","Jorge Alfaro","MIA",595751,2021,-0.498835363825119,0.380797966158029,1.40425094606778,-1.85493075063863,0.608118739222119
"Profar"," Jurickson","Jurickson Profar","SD",595777,2021,-1.57088813760138,1.54581250401229,0.691614575066517,1.33324386458356,-0.829389352358157
"Baez"," Javier","Javier Baez","CHC",595879,2021,-2.26182274480116,-1.24614864569118,1.55964284312725,-2.38986455765402,-1.32948381055816
"Cave"," Jake","Jake Cave","MIN",595909,2021,1.050415756131,-0.341806616576877,0.459162250843385,-0.903586527717591,1.68757531919764
"Evans"," Phillip","Phillip Evans","PIT",595943,2021,-0.403061942531179,1.00153506256716,-0.282501019091263,0.0977351190210858,0.240578645178571
"Gallagher"," Cam","Cam Gallagher","KC",595956,2021,-0.246110366246372,2.01051121530691,-1.188285532869,2.30170916908687,1.65623694927758
"Hedges"," Austin","Austin Hedges","CLE",595978,2021,0.897858913891162,-0.103597285956085,-0.801193970275771,1.40564659015072,-0.642928939406478
"Heineman"," Scott","Scott Heineman","CIN",595981,2021,2.11613814929558,-3.70806219851184,0.601068557607259,3.09213558167437,-3.28670928776038
"Lindor"," Francisco","Francisco Lindor","NYM",596019,2021,-2.06197923619654,0.329284896124316,0.504503791459645,-0.512226260505023,-0.174414088747359
"Nogowski Jr."," John","John Nogowski Jr.","ATL",596056,2021,-1.27297362058644,1.41808107923287,-1.05562092446753,2.16993945590317,1.04498230341739
"Odor"," Rougned","Rougned Odor","NYY",596059,2021,-0.373640284412834,-1.10108344084862,-0.408751560520398,1.08025618650243,-0.322930878722585
"Slater"," Austin","Austin Slater","SF",596103,2021,-1.32016645903622,-0.0580078986097147,2.7122170039499,-1.79972274657572,1.10289212824797
"Story"," Trevor","Trevor Story","COL",596115,2021,-3.14579732605368,-0.299726095197983,1.49403914885964,-0.671617427319619,-1.56485233491653
"Stubbs"," Garrett","Garrett Stubbs","HOU",596117,2021,2.40638124377076,0.911801120981411,0.0569712792597537,2.4357514391591,-0.741101199498186
"Vogelbach"," Daniel","Daniel Vogelbach","MIL",596129,2021,-1.5927213649687,0.540304251193336,-1.66396654283875,0.285923319740654,0.806334146252836
"Weaver"," Luke","Luke Weaver","ARI",596133,2021,5.76336550087725,-0.437531181543313,-0.0213296276150648,-1.64867317431364,1.41369639131568
"Sanchez"," Gary","Gary Sanchez","NYY",596142,2021,-1.6739982971951,-1.6052853636827,-1.1970391560015,0.789275454750489,-0.720367411415137
"Kepler"," Max","Max Kepler","MIN",596146,2021,-2.60122192159609,-0.255337880177488,0.219258655541402,-0.0681091934586475,-1.28749031728975
"Gomber"," Austin","Austin Gomber","COL",596295,2021,5.37460541945393,1.14625135553689,-0.947184819637063,1.22057447627167,-0.469311665885767
"Quinn"," Roman","Roman Quinn","PHI",596451,2021,0.22181300516458,-0.698886730337916,6.18423077422707,1.10690067786042,0.259586348935326
"Franco"," Maikel","Maikel Franco","BAL",596748,2021,-0.728893270193981,1.10739107203882,-1.428483973048,0.288692461088876,-1.43409854239084
"Garcia"," Robel","Robel Garcia","HOU",596825,2021,1.93035527335645,-1.37516941076281,-0.273707651160644,0.653378580214922,0.0967308943036899
"Choi"," Ji-Man","Ji-Man Choi","TB",596847,2021,-1.60150595461725,-1.79546713395784,-1.1933818806662,-0.149414653120572,1.03483633619204
"Bradley Jr."," Jackie","Jackie Bradley Jr.","MIL",598265,2021,-0.28404139946681,-0.336944889485187,0.681993815548347,-1.08783023838456,-1.39794731376313
"Motter"," Taylor","Taylor Motter","COL",600301,2021,0.167775289282193,-0.908645982158476,-0.468573268769751,2.41162894054994,0.0508401668265359
"La Stella"," Tommy","Tommy La Stella","SF",600303,2021,-1.93755638767874,1.97109593744278,-1.5428002102479,1.01674965335422,0.417488379512473
"Severino"," Pedro","Pedro Severino","BAL",600474,2021,-1.61618812377471,-0.677863136621851,-1.26676967440239,0.120246472036502,-0.842749982024244
"Nunez"," Renato","Renato Nunez","DET",600524,2021,0.689718199439801,-0.924572262527314,-0.244005231283559,1.53292081523394,0.0562486490852927
"Candelario"," Jeimer","Jeimer Candelario","DET",600869,2021,-2.71783403378859,0.589340997850479,-1.09180879264085,-0.783593956251851,0.34940582065458
"Daza"," Yonathan","Yonathan Daza","COL",602074,2021,-0.533394153647179,2.61836077446036,-0.0684286860484768,-0.285552920602146,1.38832655018034
"Urias"," Ramon","Ramon Urias","BAL",602104,2021,-1.53651368546393,0.400483716516064,-0.487886650177858,-0.738044533694008,1.19639298748368
"Rondon"," Jose","Jose Rondon","STL",602922,2021,-1.49304329895236,-0.0576739054794638,0.615329955301038,2.03880366126298,0.201690869326539
"Ahmed"," Nick","Nick Ahmed","ARI",605113,2021,-0.372286948484749,1.18263108417784,0.576175949278034,-0.0253449178879234,-0.679606059255503
"Anderson"," Brian","Brian Anderson","MIA",605119,2021,-1.08904330969303,-0.334175246063254,0.450647713681124,-0.1052645545691,0.493718533377117
"Barnes"," Austin","Austin Barnes","LAD",605131,2021,0.351671000530323,0.382423719097434,-0.0993411112370048,0.398725361737008,1.0026808557865
"Bell"," Josh","Josh Bell","WSH",605137,2021,-2.57800328502355,0.908488990302739,-1.62471000207282,-2.09553514890137,-0.768568687895961
"Betts"," Mookie","Mookie Betts","LAD",605141,2021,-3.65733920591335,0.548162377943616,-0.00538788307484041,0.485331970782382,-1.05060594688253
"Caratini"," Victor","Victor Caratini","SD",605170,2021,-1.14566366701118,0.499397806641715,-1.16303960608356,-0.671218003018666,-0.635444645318898
"Davies"," Zach","Zach Davies","CHC",605200,2021,4.01054664004219,3.83867385056676,-1.15299416761054,1.76011438964239,0.37910593000558
"Davis"," J.D.","J.D. Davis","NYM",605204,2021,-1.56128882399375,-1.93562296359005,-0.595493679952674,-1.53500112380953,0.745792033146239
"Garcia"," Aramis","Aramis Garcia","OAK",605244,2021,1.59734553729252,0.336657742946582,-0.460425910658984,0.435458686517675,0.938601416287909
"Houser"," Adrian","Adrian Houser","MIL",605288,2021,5.11594423724043,-3.45621125854115,-0.236345097387822,-2.79319206323829,-0.102288736351835
"Lopez"," Jack","Jack Lopez","BOS",605346,2021,3.42645204686882,-3.07560035522474,-0.0653136220109472,0.144967516452476,0.44371071527832
"Machin"," Vimael","Vimael Machin","OAK",605353,2021,3.24839273875026,0.358120731711426,-0.346147463584505,1.20332083919779,-0.325250820592067
"Martini"," Nick","Nick Martini","CHC",605361,2021,-2.04088467352695,0.601309335921113,-0.833231757525185,1.80639081782792,1.17183745840536
"Musgrove"," Joe","Joe Musgrove","SD",605397,2021,5.06003164309376,-0.376894037360662,-0.110035145548025,0.40003169109707,-1.36529452496601
"Nola"," Aaron","Aaron Nola","PHI",605400,2021,3.96873723264879,1.49984526967359,-1.0563001821744,-0.846941403390564,1.53480199929678
"Panik"," Joe","Joe Panik","MIA",605412,2021,-0.525413629765347,2.31881651466951,-0.436840065637186,1.61510369248787,0.411626078101374
"Perez"," Michael","Michael Perez","PIT",605421,2021,0.63617042974296,-0.213276560187465,-0.852161412710522,0.369956915952502,-0.152846053153581
"Ross"," Joe","Joe Ross","WSH",605452,2021,2.62079139958589,2.14518575029897,-0.189784988940641,0.146410237423555,2.44211810347169
"Snell"," Blake","Blake Snell","SD",605483,2021,5.41079080884278,1.13694554732514,-1.54142205703382,-0.0183363631729997,0.367208967374973
"Thompson"," Zach","Zach Thompson","MIA",605507,2021,6.38897168146481,-0.473762667492486,-0.709765435117239,-1.3050472090213,0.0539380233548603
"Woodruff"," Brandon","Brandon Woodruff","MIL",605540,2021,5.0185201273776,0.0296057470240133,-1.67375811291525,0.157301879015485,1.18986371402405
"Zimmer"," Bradley","Bradley Zimmer","CLE",605548,2021,-1.38716944126944,-1.26881562387055,2.63350180197244,-1.70028591322395,-0.563573252212627
"Castro"," Harold","Harold Castro","DET",605612,2021,-1.36005161316315,1.22353339940927,-0.928060617242039,-0.756906973306436,2.13239592725218
"Arcia"," Orlando","Orlando Arcia","ATL",606115,2021,0.262626602664434,0.838477408163627,-0.0326500831563112,0.437454274016597,-0.676358363666036
"Tapia"," Raimel","Raimel Tapia","COL",606132,2021,-1.31582888333795,4.17126211106356,1.5489797656763,-1.47763075781854,-1.60888827037914
"Aquino"," Aristides","Aristides Aquino","CIN",606157,2021,-1.27448603859802,-3.18945307859572,0.434145235332655,0.551062262351428,-1.29917321257773
"Hernandez"," Teoscar","Teoscar Hernandez","TOR",606192,2021,-3.39329528606473,-0.934548602281324,0.366017618342156,-1.89791654754276,-0.669379773762395
"Mercedes"," Yermin","Yermin Mercedes","CWS",606213,2021,-1.69976178427926,0.720146365707389,-1.02031651479152,1.21356304810954,-0.314517151979631
"Peraza"," Jose","Jose Peraza","NYM",606299,2021,-0.468445343836695,0.321012632419494,0.232966711634911,2.85334016285996,-0.248315593263217
"Marte"," Ketel","Ketel Marte","ARI",606466,2021,-3.26974501636568,1.19923075053083,-1.15645313234993,-0.382821397856888,0.276640808105597
"Greiner"," Grayson","Grayson Greiner","DET",606988,2021,1.30191652581214,-1.77015795493317,-0.35126275446545,0.43062750689118,1.18541426208908
"Haase"," Eric","Eric Haase","DET",606992,2021,-1.91900929264112,-1.6706293696082,-0.507093626467401,-0.844301639798722,-0.675053164063592
"Hager"," Jake","Jake Hager","ARI",606993,2021,1.74115791180609,0.207062044947147,-0.315340331148941,0.296118701509253,2.24005928905994
"Nimmo"," Brandon","Brandon Nimmo","NYM",607043,2021,-1.78396891870321,0.881283186787614,0.462952066105917,-0.440008500921858,1.46760337856788
"Peterson"," Jace","Jace Peterson","MIL",607054,2021,-1.85623865024622,0.122821624645296,1.19647799898576,-0.451319823712383,0.153258706901853
"Wilson"," Jacob","Jacob Wilson","HOU",607111,2021,1.40283323840605,1.66416018525362,-0.991897737300782,2.65974085924232,-1.29542369594857
"Fedde"," Erick","Erick Fedde","WSH",607200,2021,6.57658822515733,2.10486109831164,-0.76084397147781,0.378642699722135,-1.75630682533234
"Turner"," Trea","Trea Turner","WSH",607208,2021,-4.03983756530644,1.18402883143972,2.18479840937374,-1.60332179228097,-0.711899344035914
"Gant"," John","John Gant","STL",607231,2021,6.9999132119974,0.837816899251655,-0.274227113828307,-0.195589652578424,0.208307090977143
"Smith"," Kevan","Kevan Smith","ATL",607345,2021,1.31082969257497,0.898063207325204,-0.906156835419624,0.728945144725898,0.537731648232062
"Beaty"," Matt","Matt Beaty","LAD",607461,2021,-1.2217597561844,1.05514139499748,0.287876113801125,1.64438655785247,0.05780717456534
"Blandino"," Alex","Alex Blandino","CIN",607468,2021,0.400699458328245,-1.27042614027939,0.239780705558453,1.4650071302093,0.918586336829846
"Freeland"," Kyle","Kyle Freeland","COL",607536,2021,4.62957566945494,-1.85686284369733,-0.588132400393442,0.403274610613156,0.626254107175129
"Pillar"," Kevin","Kevin Pillar","NYM",607680,2021,-1.93136137458574,-0.243896445164784,0.490865661711566,1.60630208015437,-1.0734664022554
"Stallings"," Jacob","Jacob Stallings","PIT",607732,2021,-1.83852612663288,1.00675118953487,-1.84116500906558,-0.394570121016312,0.224076831767516
"Ramirez"," Jose","Jose Ramirez","CLE",608070,2021,-4.3867730507395,0.951817776634495,1.32370438495687,0.535429100433577,-1.77760290371992
"Bregman"," Alex","Alex Bregman","HOU",608324,2021,-2.86331325451915,1.16370279912382,-1.3606497537844,1.04609385286012,-0.391524950793186
"De Jong"," Chase","Chase De Jong","PIT",608328,2021,6.57046735327663,0.226435167856751,-0.53311055289217,-0.233999127173187,-0.582451781673996
"Fried"," Max","Max Fried","ATL",608331,2021,2.01915800310305,0.65701458075893,-0.744586176643485,-1.48455882162084,2.56411957397036
"Gallo"," Joey","Joey Gallo","TEX",608336,2021,-2.41524836162607,-2.96135019427438,-0.541412533547908,-1.2266423877481,-2.52428967309863
"Kelly"," Carson","Carson Kelly","ARI",608348,2021,-2.30755623217337,-0.450335412540804,-1.27790428115986,0.844486900461348,-0.197401035360455
"Seager"," Corey","Corey Seager","LAD",608369,2021,-2.97625648548275,-0.797996172766053,-1.16703874303879,-1.64519024581596,0.116384921877678
"Williams"," Nick","Nick Williams","CWS",608384,2021,2.78951093809971,-3.68181322957516,1.23049743180521,3.8288957362765,-1.59077733209355
"Winker"," Jesse","Jesse Winker","CIN",608385,2021,-3.18791827336229,0.603542624468651,-1.28391510340161,-0.524056834932413,0.692559468521546
"Godoy"," Jose","Jose Godoy","SEA",608422,2021,2.17085559508838,0.823501050611135,-0.759366178583373,0.693392347640208,-0.422236743311075
"Marquez"," German","German Marquez","COL",608566,2021,1.90195249822734,1.35141057790315,-1.05370342502912,0.128372935665749,2.39884790670801
"Mazara"," Nomar","Nomar Mazara","DET",608577,2021,-0.583407838698629,0.0175545612814545,-1.10553186106583,-0.32813304680563,-0.181368040780241
"Murphy"," Tom","Tom Murphy","SEA",608596,2021,-1.17137613602647,-1.40355287580058,-0.883205345975351,0.369035275899949,-0.998544943818688
"Guzman"," Ronald","Ronald Guzman","TEX",608597,2021,4.37294270154184,-0.56851594065462,-0.815961384697912,-0.293994673859084,-2.36175423835848
"Jankowski"," Travis","Travis Jankowski","PHI",608671,2021,0.306947467614071,2.14225730425873,1.50257125229477,0.132269554190461,1.06881799951727
"Mayfield"," Jack","Jack Mayfield","LAA",608686,2021,-0.307942492503898,0.179373906569069,0.850686376323135,1.63962186492386,-0.773484522908443
"Plawecki"," Kevin","Kevin Plawecki","BOS",608700,2021,-0.771727574263126,1.29672928933237,-0.961383957790925,1.61131350246273,1.23139789684105
"Refsnyder"," Rob","Rob Refsnyder","MIN",608701,2021,-1.59190945133824,-0.752682161776681,-0.59065488187818,-0.372011179096496,1.27382776933768
"Mondesi"," Adalberto","Adalberto Mondesi","KC",609275,2021,-0.217370265340557,-0.81200044217554,8.05241017415423,-1.15466454188213,-0.0951846773147475
"Andujar"," Miguel","Miguel Andujar","NYY",609280,2021,-0.881964805551522,1.81024712579385,-0.697821611534333,0.349904993608292,0.0201427816140188
"Vosler"," Jason","Jason Vosler","SF",613564,2021,-0.290177728255671,-1.23986903330721,1.03237275789181,0.948549911501571,-0.846043964791263
"Cordero"," Franchy","Franchy Cordero","BOS",614173,2021,1.80165351182029,-1.9053013055397,0.935124373205997,-0.886839064378433,0.939266376114718
"Reyes"," Franmil","Franmil Reyes","CLE",614177,2021,-2.22487028109568,-0.986010284840721,-0.962287492087745,-2.13272826986728,-0.888619043698926
"Torrens"," Luis","Luis Torrens","SEA",620443,2021,-1.71239204903897,0.303661137607505,-1.30356011382086,-1.60731904397656,0.00999547961605751
"Robertson"," Daniel","Daniel Robertson","MIL",621002,2021,0.933911475392026,-0.238187646439997,-0.44411449988578,0.389277471139146,0.240802600145527
"Lopes"," Tim","Tim Lopes","MIL",621005,2021,-0.123932794908664,-3.97237095100472,4.09838694072998,3.45911425602442,-0.0767509532831749
"Martin Jr."," Richie","Richie Martin Jr.","BAL",621006,2021,0.916318920468031,0.675568926678933,0.696045704081711,0.300596271381969,0.437613555364126
"Schrock"," Max","Max Schrock","CIN",621011,2021,-2.10446509093944,1.3825459491086,-0.254827597962991,2.22151767354305,1.24342674178857
"Swanson"," Dansby","Dansby Swanson","ATL",621020,2021,-2.68093336482699,-0.5571094341966,0.0700077797784026,-1.43557868098151,-1.10547839401013
"Newman"," Kevin","Kevin Newman","PIT",621028,2021,-1.106317602097,3.16574818082687,0.17183124257071,0.730506847127852,-0.685857260205881
"Taylor"," Chris","Chris Taylor","LAD",621035,2021,-2.42704886111676,-1.03415698525752,0.67677496788948,-1.27807115091618,-0.513751563677632
"Correa"," Carlos","Carlos Correa","HOU",621043,2021,-3.53897582456421,0.735445052013316,-1.46260157218588,-0.741030080847921,-0.811059426779103
"Eflin"," Zach","Zach Eflin","PHI",621107,2021,7.06328027879409,0.437174286125556,-0.691577106776613,0.752920867397952,-2.57714656115234
"Buehler"," Walker","Walker Buehler","LAD",621111,2021,5.46731392281325,-0.766432114007658,-0.710273604388239,-1.35633535335214,0.0429812951575951
"Mills"," Alec","Alec Mills","CHC",621219,2021,6.8169289529987,-0.870537244892399,-0.139290958990985,-1.6489267697483,0.291693814109846
"Dahl"," David","David Dahl","TEX",621311,2021,-0.626544504088517,0.403690091088151,0.174896423040709,0.155236683368951,0.406820685159344
"Phillips"," Brett","Brett Phillips","TB",621433,2021,-0.971706607265608,-1.69090008442151,2.90895327422803,-1.74012608966545,0.0292021470474758
"Taylor"," Tyrone","Tyrone Taylor","MIL",621438,2021,-2.07929556799543,0.203446199512601,0.981144610546939,0.85436238307631,-0.760305034873476
"Buxton"," Byron","Byron Buxton","MIN",621439,2021,-2.65187262613714,-1.16323111488618,2.07876546675601,-1.17538176331168,0.425569751764273
"Brinson"," Lewis","Lewis Brinson","MIA",621446,2021,-0.453264731605955,0.0271461622531453,0.0016493931538461,0.45164068315828,-0.31839446802981
"Bolt"," Skye","Skye Bolt","OAK",621450,2021,2.53204310392359,2.0340683908486,6.5073490349286,0.100372773871482,-0.477327025372417
"Duggar"," Steven","Steven Duggar","SF",621453,2021,-1.54578415771956,-0.410257264003779,0.97010936353601,-0.288248892275692,1.06855162492929
"Rios"," Edwin","Edwin Rios","LAD",621458,2021,1.35670012627095,-2.28099531774888,-0.446105384150459,0.302650900878905,-1.19720679185063
"Stewart"," DJ","DJ Stewart","BAL",621466,2021,-0.798314060259656,-1.62356479709279,-0.626594931746576,1.19144146080788,-0.690793312033612
"Ward"," Taylor","Taylor Ward","LAA",621493,2021,-1.50759605446923,-0.661776965610305,-0.0544151589348545,-0.0724502647495021,1.32645698691117
