last_name, first_name,name,team,player_id,year,Age,AB,PA,HR%,K%,BB%,AVG,SLG,OBP,RBI/PA,CSSB%,SB%,DPTP%,HBP%,IBB%,SacBunt%,SacFly%,R/PA,Sac%,Walkoff,AvgEV(MPH),AvgLA(°),SweetSpot%,Barrel%,SolidContact%,Flare/Burner%,Under%,Topped%,Poor/Weak%,HardHit%,ZoneSwing%,OutofZoneSwing%,OutofZoneContact%,InZoneContact%,Whiff%,Swing%,Pull%,StraightAway%,Oppo%,GB%,FB%,LD%,Popup%,HPto1B,SprintSpeed
Dyson, Jarrod,Jarrod Dyson,KC,502481,2021,37,135,149,0,22.1,6.7,0.207,0.289,0.255,0.067114094,0.394788788,0.263192525,0.007407407,0,0,0.75,0.25,0.11409396,0.026845638,0,83.5,4.1,30.2,0.9,5.7,20.8,10.4,47.2,15.1,27.4,68.4,25.5,53,81.6,24.6,48.6,34,44.3,21.7,61.3,10.4,23.6,4.7,4.26,27.8
Anderson, Chase,Chase Anderson,PHI,502624,2021,34,11,14,0,42.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0.214285714,0,87.8,9.5,25,0,0,25,0,12.5,62.5,12.5,62.5,47.4,33.3,53.3,50,55.8,25,12.5,62.5,62.5,0,25,12.5,4.57,26.73
Goldschmidt, Paul,Paul Goldschmidt,STL,502671,2021,34,603,679,0.051409619,20,9.9,0.294,0.514,0.365,0.145802651,0.048419311,0.048419311,0.021558872,0.005891016,0.202020202,0,1,0.150220913,0.00736377,2,92.6,17.1,36.9,13.6,8.3,26.3,25.4,24.6,1.7,50.6,64.4,25.2,66.4,78.8,24.9,44.2,37.1,38.6,24.4,37.3,31.1,24.6,7,4.59,26.2
Gonzalez, Marwin,Marwin Gonzalez,BOS,503556,2021,32,276,307,0.018115942,25.4,6.5,0.199,0.304,0.274,0.091205212,0.05944031,0.035664186,0.028985507,0.029315961,0,0.5,0.5,0.09771987,0.006514658,0,87.8,8.8,30.5,4.5,5,25,21.5,36,6.5,34.3,61.8,33,61.9,83,23.9,47,44,35.5,20.5,52,16.5,23,8.5,4.5,26.8
Darvish, Yu,Yu Darvish,SD,506433,2021,35,53,55,0,45.5,0,0.094,0.132,0.109,0.018181818,0,0,0.037735849,0.018181818,0,1,0,0.036363636,0.018181818,0,85,-11.9,24.1,0,3.4,24.1,3.4,55.2,13.8,37.9,56.1,30.9,51.7,68.1,26.5,45.2,34.5,34.5,31,72.4,3.4,24.1,0,5.47,22.2
Leon, Sandy,Sandy Leon,MIA,506702,2021,32,202,220,0.01980198,29.5,5.5,0.183,0.267,0.236,0.063636364,0,0,0.00990099,0.013636364,0,0.333333333,0.666666667,0.068181818,0.013636364,0,87.3,20,31.4,2.1,5,25,38.6,25,4.3,26.4,59.7,30.7,53.9,82.2,26.9,45.2,43.6,30.7,25.7,40,33.6,18.6,7.9,4.88,23.7
Sanchez, Adrian,Adrian Sanchez,WSH,506703,2021,31,35,38,0,10.5,7.9,0.257,0.314,0.316,0.026315789,0,0,0.057142857,0,0.126582278,0,0,0.131578947,0,0,81,12.2,29,0,3.2,16.1,29,38.7,12.9,19.4,77.9,30.4,70.6,88.7,15.7,56.5,45.2,35.5,19.4,51.6,16.1,19.4,12.9,4.68,25.8
Altuve, Jose,Jose Altuve,HOU,514888,2021,31,601,678,0.051580699,13.4,9.7,0.278,0.489,0.35,0.122418879,0.0337126,0.021070375,0.014975042,0.005899705,0.309278351,0.142857143,0.857142857,0.172566372,0.010324484,2,87.6,15.7,31.9,6.4,6.2,23.6,29.4,28,6.2,34.9,66.7,30.5,71.7,89.4,15.9,47.4,49.7,35.8,14.5,41,24.6,23.6,10.8,4.22,28
Hernandez, Cesar,Cesar Hernandez,CLE,514917,2021,31,570,637,0.036842105,21.2,9.3,0.232,0.386,0.308,0.09733124,0.010193888,0.005096944,0.019298246,0.007849294,0.215053763,0,1,0.131868132,0.004709576,1,87.4,10.7,32.6,6.8,5,22.1,23.3,36.3,5.7,33.2,68.3,26.1,59.2,83,22,47.1,35.2,41.1,23.7,47.3,25.1,23.7,3.9,4.24,28.7
Segura, Jean,Jean Segura,PHI,516416,2021,31,514,567,0.027237354,13.8,6.9,0.29,0.436,0.347,0.102292769,0.060991415,0.045743562,0.031128405,0.015873016,0.434782609,0.2,0.8,0.134038801,0.008818342,4,87.2,5.8,31.1,5.9,5.4,22.4,19.5,39.5,6.8,37.4,66.6,30.2,68.5,87.5,17.1,48.7,30.2,41.5,28.3,52.4,19,22.7,5.9,4.33,27.3
Castro, Starlin,Starlin Castro,WSH,516770,2021,31,315,346,0.00952381,17.9,7.5,0.283,0.375,0.332,0.10982659,0.008705342,0,0.019047619,0,0.133333333,0,1,0.072254335,0.011560694,0,88.4,9.2,33.9,5.4,6.6,28,19.5,37,3.1,40.1,64.1,27.5,61.5,84.6,22.1,46.2,31.5,39.7,28.8,49.8,21,24.1,5.1,4.61,26.1
Marte, Starling,Starling Marte,OAK,516782,2021,33,467,526,0.025695931,18.8,8.2,0.31,0.458,0.382,0.104562738,0.278701252,0.233909979,0.012847966,0.024714829,0.243902439,0.333333333,0.666666667,0.169201521,0.005703422,2,87.6,4.6,32.6,8.4,4.3,25.6,15.4,39.1,7.3,39.6,71,30.1,56.4,82.2,24.4,49.5,34.2,38.8,27,56.3,16.7,22.9,4,4.22,28.4
Bumgarner, Madison,Madison Bumgarner,ARI,518516,2021,32,39,52,0,55.8,17.3,0.103,0.128,0.269,0.057692308,0,0,0,0.019230769,0,0.666666667,0.333333333,0.057692308,0.057692308,0,87.2,24.7,46.2,7.7,0,23.1,38.5,15.4,15.4,23.1,60.5,24.2,19.4,58,53,41.3,61.5,15.4,23.1,30.8,30.8,30.8,7.7,5.5,22.1
Culberson, Charlie,Charlie Culberson,TEX,518586,2021,32,247,271,0.020242915,23.6,6.3,0.243,0.381,0.292,0.081180812,0.101096901,0.088459789,0.012145749,0.007380074,0.158730159,0.8,0.2,0.084870849,0.018450185,0,85.4,10.6,35.6,3.2,5.3,27.1,21.3,34.6,8.5,29.8,72.1,35.4,51.1,77.6,30.9,52.9,39.4,35.6,25,48.9,20.2,24.5,6.4,4.28,28.1
d'Arnaud, Travis,Travis d'Arnaud,ATL,518595,2021,32,209,229,0.033492823,23.1,7.4,0.22,0.388,0.284,0.113537118,0,0,0.033492823,0.008733624,0,0,1,0.091703057,0.004366812,0,89.9,6.2,33.1,7,4.5,28.7,20.4,33.8,3.8,43.5,74.8,26.5,52.8,83,24.3,51.9,34.4,36.3,29.3,46.5,24.8,26.8,1.9,4.7,26.4
Donaldson, Josh,Josh Donaldson,MIN,518626,2021,36,457,543,0.056892779,21,13.6,0.247,0.475,0.352,0.132596685,0,0,0.048140044,0.007366483,0.147058824,0,1,0.134438306,0.014732965,0,94.1,14.6,30.2,17.4,4.8,18.5,24.8,32.5,1.7,52.7,70.2,22.6,57.9,77.4,27.6,45.2,42.5,35.9,21.7,43.9,28.5,20.5,7.1,4.83,24.5
Freeman, Freddie,Freddie Freeman,ATL,518692,2021,32,600,695,0.051666667,15.4,12.2,0.3,0.503,0.393,0.11942446,0.040273125,0.029289545,0.018333333,0.011510791,1.229508197,0,1,0.172661871,0.002877698,1,91.4,12.1,37.2,11.5,7.1,31.3,20,26.5,2.6,46,77.5,25.9,67,82.6,21,51.2,36.2,37.8,26.1,43.2,28.9,25.1,2.8,4.42,27
Grandal, Yasmani,Yasmani Grandal,CWS,518735,2021,33,279,375,0.082437276,21.9,23.2,0.24,0.52,0.419,0.165333333,0,0,0.053763441,0.008,0,0.166666667,0.833333333,0.16,0.016,1,93.1,14.2,32.5,13.3,8.9,25.6,21.2,28.6,2.5,53.2,50.9,16.1,55.1,82.9,24.8,31.9,44.3,36,19.7,41.4,27.6,21.7,9.4,5.08,23.5
Heyward, Jason,Jason Heyward,CHC,518792,2021,32,323,353,0.024767802,19.3,7.6,0.214,0.347,0.28,0.084985836,0.060704168,0.050586807,0.012383901,0.008498584,0.131578947,0,0,0.099150142,0,2,88.2,7.5,27.5,4.7,7.5,19.6,22,41.2,3.9,42.4,60.4,29.8,52,87.9,23.8,45.1,41.2,38,20.8,50.6,18.8,20.8,9.8,4.46,26.8
Kelly, Merrill,Merrill Kelly,ARI,518876,2021,33,47,58,0,46.6,6.9,0.064,0.085,0.121,0.017241379,0,0,0.021276596,0,0,1,0,0.017241379,0.120689655,0,76.4,-3.6,11.1,0,0,7.4,11.1,37,44.4,14.8,50,34.4,25.8,54.2,35.6,43.3,29.6,33.3,37,77.8,3.7,7.4,11.1,5.15,23.6
Kozma, Pete,Pete Kozma,OAK,518902,2021,33,11,12,0,33.3,8.3,0.091,0.091,0.167,0,0,0,0,0,0,0,0,0,0,0,84,19.7,14.3,0,0,42.9,42.9,14.3,0,28.6,52,28,57.1,84.6,25,40,14.3,57.1,28.6,42.9,28.6,14.3,14.3,4.57,26.73
LeMahieu, DJ,DJ LeMahieu,NYY,518934,2021,33,597,679,0.016750419,13.8,10.8,0.268,0.362,0.349,0.083946981,0.025319554,0.016879703,0.02680067,0.005891016,0.185185185,0,1,0.12371134,0.00736377,0,90.6,5,33.3,3.7,6.9,28.5,17.9,39.8,2.6,43.5,61.8,20.5,71.9,90.2,14.4,41.4,23.4,40,36.6,52,18.3,26.8,3,4.63,26.5
Lucroy, Jonathan,Jonathan Lucroy,WSH,518960,2021,35,19,23,0,17.4,13,0.316,0.368,0.391,0.130434783,0,0,0,0,0,1,0,0.086956522,0.043478261,0,91.9,21.7,37.5,0,18.8,18.8,31.3,25,6.3,43.8,43.2,30.8,58.3,89.5,19.4,37.3,50,31.3,18.8,43.8,18.8,25,12.5,4.84,25.1
Moore, Matt,Matt Moore,PHI,519043,2021,32,19,20,0,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,0,80,-24.5,14.3,0,0,14.3,0,57.1,28.6,14.3,51,34.4,45.5,60,30.6,44.4,42.9,28.6,28.6,85.7,0,14.3,0,4.57,26.73
Moreland, Mitch,Mitch Moreland,OAK,519048,2021,36,229,252,0.043668122,23,7.1,0.227,0.415,0.286,0.119047619,0,0,0.021834061,0.007936508,0,0,1,0.111111111,0.011904762,2,91,12.9,31.6,9.2,9.8,19,25.3,35.6,1.1,47.7,69.7,25.9,42.2,79.8,30.4,47.7,39.7,36.2,24.1,46,28.7,20.1,5.2,4.69,24.4
Moustakas, Mike,Mike Moustakas,CIN,519058,2021,33,183,206,0.032786885,22.3,8.7,0.208,0.372,0.282,0.106796117,0,0,0.032786885,0.009708738,0,0,1,0.101941748,0.014563107,0,87,18.6,29.3,5.7,7.1,20,37.1,26.4,3.6,31.4,70.2,34.3,54.1,82.5,27.8,50.9,43.6,30.7,25.7,36.4,22.9,23.6,17.1,4.77,25.2
Rizzo, Anthony,Anthony Rizzo,CHC,519203,2021,32,496,576,0.044354839,15.1,9,0.248,0.44,0.344,0.105902778,0.040374677,0.030281008,0.030241935,0.039930556,0.222222222,0,1,0.126736111,0.008680556,1,90.1,14.8,31.4,7.7,5.6,25.4,28.7,29.5,2.9,41.1,64.5,29.3,67.4,84.4,20.8,46.5,43.2,34.5,22.2,41.3,27.1,23.9,7.7,4.66,25.2
Romine, Austin,Austin Romine,CHC,519222,2021,33,60,62,0.016666667,35.5,3.2,0.217,0.3,0.242,0.080645161,0,0,0.066666667,0,0,0,0,0.080645161,0,0,87.3,9.7,23.7,5.3,0,18.4,28.9,42.1,2.6,34.2,69.4,42.6,44.2,79.2,33.3,56.6,28.9,42.1,28.9,52.6,23.7,18.4,5.3,4.77,24.9
Sogard, Eric,Eric Sogard,CHC,519299,2021,35,169,180,0.00591716,16.7,5,0.249,0.314,0.283,0.066666667,0.078523753,0.058892815,0.029585799,0,0.2,0,1,0.088888889,0.011111111,0,84,12.1,27.7,0.7,2.8,20.6,32.6,36.2,6.4,14.9,60.5,21.4,62.1,92.9,12.1,42.7,26.2,41.8,31.9,46.1,27,20.6,6.4,4.48,25.6
Souza Jr., Steven,Steven Souza Jr.,LAD,519306,2021,32,33,36,0.03030303,38.9,5.6,0.152,0.333,0.222,0.083333333,0,0,0.060606061,0.027777778,0,0,0,0.055555556,0,0,87.3,13.4,36.8,5.3,5.3,10.5,42.1,36.8,0,31.6,59,21.9,28.6,89.8,23.8,42.9,47.4,21.1,31.6,36.8,42.1,15.8,5.3,4.47,27.2
Stanton, Giancarlo,Giancarlo Stanton,NYY,519317,2021,32,510,579,0.068627451,27.1,10.9,0.273,0.516,0.354,0.167530225,0,0,0.043137255,0.005181347,0.091743119,0,1,0.110535406,0.005181347,2,95.1,10.3,32.6,15.7,11,17.7,19.9,32,2.5,56.3,63.5,28,49.5,76.5,32.6,44.2,34.8,36,29.2,45.5,23,24.2,7.3,4.96,24.7
Vogt, Stephen,Stephen Vogt,ARI,519390,2021,37,210,238,0.033333333,23.5,10.9,0.195,0.333,0.282,0.105042017,0,0,0.00952381,0,0.183486239,0.5,0.5,0.100840336,0.008403361,0,88.5,19.2,32.1,5.1,9.6,27.6,35.3,19.9,2.6,35.9,66.3,27.3,60,79.7,26.2,45.8,44.2,35.3,20.5,35.3,34,21.2,9.6,4.5,26.2
Galvis, Freddy,Freddy Galvis,BAL,520471,2021,32,356,394,0.039325843,19.5,6.9,0.242,0.407,0.299,0.101522843,0.008488532,0.008488532,0.016853933,0.012690355,0.144927536,0.4,0.6,0.134517766,0.012690355,0,86.8,14.1,34.9,4.9,7,21.5,32,29.6,4.9,31.7,65.3,32.6,67.6,84.3,20.6,48.7,41.5,35.2,23.2,39.8,26.4,22.9,10.9,4.54,25.8
Perez, Salvador,Salvador Perez,KC,521692,2021,31,620,665,0.077419355,25.6,4.2,0.273,0.544,0.316,0.181954887,0.004758732,0.004758732,0.022580645,0.019548872,0.952380952,0,1,0.132330827,0.006015038,3,93,15.9,34.1,16.3,8.6,24.2,22.5,25.6,2.9,56.2,78.6,44.6,50,79.2,33.7,58.9,42.7,35,22.2,37.4,33,23.6,5.9,4.73,26.1
Flores, Wilmer,Wilmer Flores,SF,527038,2021,30,389,436,0.046272494,12.8,9.4,0.262,0.447,0.335,0.121559633,0.006846501,0.006846501,0.028277635,0.006880734,0,0,1,0.130733945,0.006880734,0,88.6,18,32.7,6,6,23.5,33,28.6,2.7,35.4,68.4,25.8,73.6,87.7,16.4,46,43.8,36,20.2,37.2,32.1,22.9,7.7,4.78,24.5
LaMarre, Ryan,Ryan LaMarre,NYY,534606,2021,33,21,24,0.095238095,25,8.3,0.19,0.476,0.292,0.166666667,0.142694064,0.142694064,0.047619048,0.041666667,0,0,0,0.125,0,1,83.7,7.5,20,6.7,6.7,6.7,20,53.3,6.7,26.7,71.7,21.1,25,78.9,30.4,50.5,46.7,6.7,46.7,60,33.3,0,6.7,4.22,28.8
Tovar, Wilfredo,Wilfredo Tovar,NYM,541600,2021,30,11,12,0,33.3,8.3,0.182,0.182,0.25,0.083333333,0,0,0,0,0,0,0,0,0,0,69.7,-14.4,28.6,0,0,28.6,14.3,28.6,28.6,0,65.2,35,42.9,80,37.5,50,71.4,14.3,14.3,57.1,0,28.6,14.3,4.42,27.5
Garcia, Avisail,Avisail Garcia,MIL,541645,2021,30,461,515,0.062906725,23.5,7.4,0.262,0.49,0.33,0.166990291,0.070609003,0.047072668,0.026030369,0.021359223,0.675675676,0,1,0.132038835,0.009708738,0,90.4,9.3,35.9,12.2,7,22.6,19.4,35.4,3.5,46.4,81.8,37.2,50.6,74.5,33.7,58.1,39.4,38.8,21.7,48.4,26.1,22,3.5,4.47,28.7
Perez, Hernan,Hernan Perez,WSH,541650,2021,30,19,21,0,47.6,9.5,0.053,0.053,0.143,0,0,0,0,0,0,0,0,0.047619048,0,0,86.3,2.4,22.2,0,22.2,0,22.2,44.4,11.1,33.3,64.3,48.8,50,63,40.4,56.6,22.2,66.7,11.1,55.6,22.2,22.2,0,4.64,26.2
Inciarte, Ender,Ender Inciarte,ATL,542255,2021,31,79,89,0.025316456,24.7,7.9,0.215,0.316,0.27,0.112359551,0.041614648,0.041614648,0.012658228,0,0,0.666666667,0.333333333,0.123595506,0.033707865,0,84.2,12.9,31.7,3.3,1.7,25,28.3,35,6.7,15,74,29.6,54.7,85.9,18.8,51.4,30,43.3,26.7,50,21.7,18.3,10,4.23,26.8
Ozuna, Marcell,Marcell Ozuna,ATL,542303,2021,31,188,208,0.037234043,22.1,9.1,0.213,0.356,0.288,0.125,0,0,0.031914894,0.004807692,0,0,0,0.100961538,0,0,89.7,14.5,35.2,9.9,7.7,23.9,32.4,21.1,4.2,40.8,72.2,25.8,56,79.1,27.2,48.5,36.6,38.7,24.6,35.9,29.6,27.5,7,4.55,26.5
Villar, Jonathan,Jonathan Villar,NYM,542340,2021,30,454,505,0.039647577,26.1,9.1,0.249,0.416,0.321,0.083168317,0.129545665,0.086363777,0.013215859,0.005940594,0.21978022,1,0,0.124752475,0.003960396,1,88,7.3,29.9,7.4,5.6,23.1,20.4,38.3,4.3,34.8,74.7,28,50.7,77.3,30.1,49.9,38,33.6,28.4,49.1,23.5,21.9,5.6,4.38,27.3
Ortega, Rafael,Rafael Ortega,CHC,542364,2021,30,296,330,0.037162162,21.2,9.1,0.291,0.463,0.358,0.1,0.152361605,0.101574403,0.010135135,0.006060606,0.10989011,1,0,0.133333333,0.006060606,1,88.3,18.3,36.8,5.7,4.8,27.2,32.5,24.6,4.8,34.6,66.3,25.1,57.5,85.4,21.2,44.9,43.4,31.6,25,35.1,31.1,25,8.8,4.43,27.5
Santana, Danny,Danny Santana,BOS,542454,2021,31,116,127,0.043103448,23.6,7.9,0.181,0.345,0.252,0.11023622,0.187476565,0.124984377,0,0.007874016,0,0,0,0.118110236,0,0,87.6,16.6,26.7,7,8.1,12.8,37.2,29.1,5.8,33.7,78.4,30,41.6,71.4,36.1,54.3,34.9,34.9,30.2,41.9,34.9,12.8,10.5,4.31,28
Aguilar, Jesus,Jesus Aguilar,MIA,542583,2021,31,449,510,0.048997773,18.2,9,0.261,0.459,0.325,0.182352941,0,0,0.024498886,0.005882353,0.444444444,0,1,0.096078431,0.01372549,1,89.6,19,34.7,8.5,5.5,26.4,35,22,2.5,41,63.8,27.3,55.1,82.9,25.9,44.8,41.3,37.5,21.2,33.3,31.7,26.7,8.3,4.83,24.3
Anderson, Tyler,Tyler Anderson,SEA,542881,2021,32,39,40,0.025641026,72.5,2.5,0.103,0.179,0.125,0.025,0,0,0,0,0,0,0,0.025,0,0,82.1,5.1,30,10,0,20,0,50,20,10,56.7,47.3,19.2,37.3,61,53.1,20,60,20,60,10,20,10,4.57,26.73
Berti, Jon,Jon Berti,MIA,542932,2021,31,233,271,0.017167382,22.5,11.8,0.21,0.313,0.31,0.070110701,0.142840138,0.095226759,0.030042918,0.011070111,0,0.333333333,0.666666667,0.129151292,0.011070111,0,87.1,1.9,29.1,2.3,4,27.4,14.3,46.9,5.1,38.3,62.5,21.9,58.1,84.9,21.8,42.3,29.1,36,34.9,59.4,13.7,23.4,3.4,4.21,29.9
Brantly, Rob,Rob Brantly,NYY,542963,2021,32,20,21,0,19,0,0.15,0.2,0.19,0,0,0,0,0.047619048,0,0,0,0,0,0,82.6,17.6,12.5,0,0,25,43.8,25,6.3,12.5,71.4,38.3,50,90,25,53.9,37.5,25,37.5,43.8,31.3,6.3,18.8,4.67,26
Burns, Andy,Andy Burns,LAD,542992,2021,31,11,15,0,6.7,20,0.273,0.364,0.467,0,0,0,0.090909091,0.066666667,0,0,0,0.133333333,0,0,86.1,7.5,50,0,0,40,20,40,0,20,70.6,5.7,100,87.5,11.5,37.7,30,60,10,40,10,40,10,4.29,28.3
Crawford, Brandon,Brandon Crawford,SF,543063,2021,34,483,549,0.049689441,19.1,10.2,0.298,0.522,0.373,0.163934426,0.068367053,0.05371697,0.016563147,0.009107468,0.588235294,0,1,0.143897996,0.009107468,0,88.9,14.8,35.5,11.5,8.1,22.5,24.3,29.5,3.1,43.5,77.6,27.8,47.6,79.2,29.3,51.7,33.2,39.2,27.7,40.5,28.7,23,7.8,4.48,25.7
Cron, C.J.,C.J. Cron,COL,543068,2021,31,470,547,0.059574468,21.4,11,0.281,0.53,0.375,0.168190128,0.004875076,0.004875076,0.023404255,0.023765996,0.272727273,0,1,0.12797075,0.007312614,2,88.5,16,31.1,10.9,5,25.2,27.2,24.4,4.8,41.7,66,31,58.2,80.7,27.4,47.1,38.9,35.3,25.8,38.7,32.5,21.3,7.6,4.71,25.9
DeSclafani, Anthony,Anthony DeSclafani,SF,543101,2021,31,51,62,0,53.2,6.5,0.039,0.059,0.097,0.016129032,0,0,0,0,0,1,0,0.032258065,0.112903226,0,80.7,17,32,4,4,8,16,28,40,12,55.4,26.5,25.9,65.3,34.3,42.7,16,52,32,68,8,12,12,5.35,22.7
Dickerson, Alex,Alex Dickerson,SF,543105,2021,31,283,312,0.045936396,24.4,7.4,0.233,0.42,0.304,0.121794872,0.010543185,0.010543185,0.024734982,0.019230769,0.135135135,0,0,0.118589744,0,0,87.4,17,35.7,10.1,5.8,26.1,27.1,24.2,6.3,38.6,70.8,30.8,52.6,80.4,28.3,50.3,44,33.3,22.7,36.7,29,23.2,11.1,4.54,26.7
Gomes, Yan,Yan Gomes,WSH,543228,2021,34,349,375,0.040114613,20.8,5.1,0.252,0.421,0.301,0.138666667,0,0,0.042979943,0.016,0.588235294,0,1,0.130666667,0.002666667,1,89.6,14.1,39.3,8.8,6.6,30.1,23.5,29,1.8,38.2,68.9,32.5,61.8,87.6,20.6,50.9,36,43.8,20.2,37.9,24.3,30.5,7.4,4.72,26.3
Gray, Sonny,Sonny Gray,CIN,543243,2021,32,41,43,0,23.3,2.3,0.146,0.146,0.163,0,0,0,0.024390244,0,0,1,0,0.093023256,0.023255814,0,77.7,-9,12.5,0,0,12.5,6.3,56.3,21.9,3.1,56.2,41.3,46.2,85.4,23.9,49.3,6.3,50,43.8,75,6.3,9.4,9.4,4.94,24.6
Grossman, Robbie,Robbie Grossman,DET,543257,2021,32,557,671,0.041292639,23.1,14.6,0.239,0.415,0.356,0.099850969,0.104656809,0.083725448,0.014362657,0.011922504,0.205479452,0.25,0.75,0.131147541,0.011922504,4,87.8,21.1,39.5,7.6,8.3,24.9,34.4,21.5,3.4,34.1,63.4,15.6,57.4,84,21.6,38.4,43.9,30.7,25.4,30,35.9,26.8,7.3,4.38,27.8
Harrison, Josh,Josh Harrison,WSH,543281,2021,34,505,558,0.015841584,13.4,5.6,0.279,0.4,0.341,0.107526882,0.078832025,0.047299215,0.017821782,0.032258065,0,0,1,0.103942652,0.005376344,0,87.2,14.5,39.5,4.4,7.4,28.4,25.9,30.5,3.5,32.6,75.1,35.5,72.8,84.9,18.8,55.4,37,40,23.1,40.2,27.3,27.3,5.3,4.46,26.7
Hendricks, Kyle,Kyle Hendricks,CHC,543294,2021,32,52,61,0,42.6,3.3,0.115,0.135,0.131,0.016393443,0,0,0,0,0,1,0,0.049180328,0.114754098,0,81.3,-0.6,15.2,0,0,12.1,12.1,39.4,36.4,12.1,54.6,22.6,57.9,72.3,19,41.4,21.2,48.5,30.3,75.8,12.1,12.1,0,5.47,22.2
Hicks, Aaron,Aaron Hicks,NYY,543305,2021,32,108,126,0.037037037,23.8,11.1,0.194,0.333,0.294,0.111111111,0,0,0.027777778,0.015873016,0,0,1,0.103174603,0.015873016,0,89.3,19.1,36.3,10,6.3,23.8,31.3,27.5,1.3,38.8,61.8,20.4,43.4,78.7,29.3,40.7,41.3,40,18.8,33.8,27.5,25,13.8,4.47,26.9
Hicks, John,John Hicks,TEX,543308,2021,32,31,31,0.129032258,25.8,0,0.258,0.677,0.258,0.225806452,0,0,0.032258065,0,0,0,0,0.193548387,0,0,90.6,22.8,30.4,21.7,4.3,17.4,30.4,21.7,4.3,34.8,81.2,45.3,50,66.1,38.8,65.6,52.2,21.7,26.1,34.8,43.5,13,8.7,4.57,26.6
Higashioka, Kyle,Kyle Higashioka,NYY,543309,2021,31,193,211,0.051813472,28,8.1,0.181,0.389,0.246,0.137440758,0,0,0.020725389,0,0,0,1,0.09478673,0.004739336,0,90.5,21.7,37.8,15.6,10.4,17,31.9,21.5,2.2,48.1,68.5,25.3,43.7,78.7,31.3,46.6,45.2,31.9,23,28.1,35.6,24.4,11.9,4.71,25.4
Hosmer, Eric,Eric Hosmer,SD,543333,2021,32,509,565,0.023575639,17.5,8.5,0.269,0.395,0.336,0.115044248,0.047408344,0.026337969,0.025540275,0.008849558,0.235294118,0.333333333,0.666666667,0.09380531,0.005309735,0,90.6,3.2,26.4,5.8,6.1,27.4,14.8,39.2,5.8,47.1,67,31.7,61.5,85.5,22.9,48.3,26.4,42.9,30.8,56.2,14.8,23.2,5.8,4.53,26
Lavarnway, Ryan,Ryan Lavarnway,CLE,543432,2021,34,28,30,0,33.3,3.3,0.25,0.357,0.267,0,0,0,0,0,0,1,0,0.066666667,0.033333333,0,85.7,18.9,42.1,10.5,5.3,26.3,21.1,31.6,5.3,21.1,67.9,34,61.1,71.1,32.1,51.4,42.1,47.4,10.5,42.1,15.8,26.3,15.8,4.94,24.6
McCann, James,James McCann,NYM,543510,2021,31,375,412,0.026666667,27.9,7.8,0.232,0.349,0.294,0.111650485,0.024767188,0.008255729,0.032,0.004854369,0.128205128,0,1,0.07038835,0.007281553,1,87.2,9.3,31.9,6.1,6.1,22.8,20.2,37.3,6.8,40.5,71.4,32.5,54.8,82.2,27,50.2,35.4,39.2,25.5,52.1,24,20.2,3.8,4.71,26.7
Miller, Brad,Brad Miller,PHI,543543,2021,32,331,377,0.060422961,29.7,11.9,0.227,0.453,0.321,0.129973475,0.024789906,0.024789906,0.021148036,0.00265252,0.168067227,0,0,0.140583554,0,2,92.4,12.9,31.1,12.3,5,23.7,24.7,32.4,1.8,47.9,67.4,24.2,50,75.6,30.9,45.9,37.4,42,20.5,44.7,26.5,21.9,6.8,4.39,27.5
Nola, Austin,Austin Nola,SD,543592,2021,32,173,194,0.011560694,9.8,7.2,0.272,0.376,0.34,0.149484536,0.015160703,0,0.011560694,0.025773196,0,0,1,0.077319588,0.010309278,0,89.7,14.7,30.1,0.6,6.4,26.9,32.1,30.8,2.6,41,68.6,17.4,69.6,91.8,12.2,45,39.1,35.9,25,41,20.5,25.6,12.8,4.73,26
Rendon, Anthony,Anthony Rendon,LAA,543685,2021,31,217,249,0.02764977,16.5,11.6,0.24,0.382,0.329,0.136546185,0,0,0.050691244,0.004016064,0.172413793,0,1,0.096385542,0.008032129,0,89.1,22.3,31.5,5.6,5.1,26.4,37.6,21.9,3.4,38.8,71.6,21.9,66.7,87.8,17.2,46.5,41.6,29.8,28.7,31.5,34.8,22.5,11.2,4.82,25.2
Semien, Marcus,Marcus Semien,TOR,543760,2021,31,652,724,0.069018405,20.2,9.1,0.265,0.538,0.334,0.140883978,0.070301386,0.066166011,0.013803681,0.004143646,0,0,1,0.158839779,0.004143646,2,89.8,20.3,34.8,9.8,8.3,22,33,23.6,1.8,41.6,69.7,21.2,55.8,85.6,21.5,45.1,47,33.6,19.4,31,36.7,23.2,9,4.37,28.6
Shaw, Travis,Travis Shaw,MIL,543768,2021,31,220,250,0.040909091,27.2,9.6,0.2,0.373,0.284,0.156,0,0,0.009090909,0.012,0,0.666666667,0.333333333,0.08,0.012,2,87.7,19.9,31.6,9,7.1,23.2,30.3,21.3,9,38.7,67,25.1,55.4,80.6,25.7,46.4,38.7,36.1,25.2,34.8,29,24.5,11.6,4.72,25.1
