last_name, first_name,name,team,player_id,year,player_age,b_ab,b_total_pa,b_home_run,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,b_rbi,r_total_caught_stealing,r_total_stolen_base,b_gnd_into_dp,b_gnd_into_tp,b_hit_by_pitch,b_intent_walk,b_sac_bunt,b_sac_fly,r_run,b_total_sacrifices,b_walkoff,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,oz_swing_percent,oz_contact_percent,iz_contact_percent,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,hp_to_1b,sprint_speed
Urias, Julio,Julio Urias,LAD,628711,2021,25,59,70,0,0,31.4,0,0.203,0.237,0.186,9,0,0,1,0,1,0,10,0,5,10,0,86.4,8.5,21.3,2.1,0,14.9,17,38.3,21.3,25,66.1,53.6,51.7,77.8,25.9,59.7,40.4,29.8,29.8,68.1,8.5,14.9,8.5,,21.8
Cronenworth, Jake,Jake Cronenworth,SD,630105,2021,27,567,643,21,55,14,8.6,0.266,0.46,0.336,71,3,4,8,0,10,6,3,3,94,6,1,88.5,12.5,35.2,7,3.7,25.3,26.9,31.7,3.7,34.7,62.5,23.6,68.6,92.1,13.7,43.2,32.9,38.3,28.8,43.1,23.6,26.1,7.2,4.26,28.5
Crowe, Wil,Wil Crowe,PIT,640444,2021,27,35,41,0,1,34.1,2.4,0.057,0.086,0.098,0,0,0,0,0,1,0,4,0,2,4,0,84.7,-2,24,4,4,16,12,40,24,24,69.3,42.2,48.1,73.1,27.8,56.8,20,44,36,64,8,16,12,,22.3
Frazier, Clint,Clint Frazier,NYY,640449,2021,27,183,218,5,32,29.8,14.7,0.186,0.317,0.317,15,0,2,8,0,3,0,0,0,20,0,1,86.9,13.9,28.8,10.2,4.2,21.2,24.6,32.2,7.6,41.5,62.1,15.1,40.5,77.5,30.1,37.8,36.4,45.8,17.8,45.8,18.6,22.9,12.7,4.62,27.1
Meadows, Austin,Austin Meadows,TB,640457,2021,26,518,591,27,59,20.6,10,0.234,0.458,0.315,106,3,5,4,0,6,3,0,8,79,8,1,89.3,21.7,36.1,8.7,7.9,22.5,37.1,20.8,2.5,37.9,71,25.1,55.4,83.5,24.4,46.7,40.3,34.2,25.5,28.7,36.9,23.8,10.6,4.4,27.5
Mercado, Oscar,Oscar Mercado,CLE,640458,2021,27,214,238,6,21,17.6,8.8,0.224,0.369,0.298,19,1,7,1,0,2,0,1,0,27,1,1,86.2,16.2,24.9,4,4.6,19.7,31.2,35.3,2.9,27.7,71,24,56.5,77.6,26.7,47.6,43.9,30.6,25.4,43.9,23.7,19.7,12.7,4.36,28.9
Pinder, Chad,Chad Pinder,OAK,640461,2021,29,214,233,6,16,26.6,6.9,0.243,0.411,0.3,27,0,1,6,0,2,0,0,1,30,1,0,92.6,7.4,36.6,16.3,8.5,19.6,12.4,42.5,0.7,54.2,72.6,24,55.2,77.1,28.1,49.1,34.6,42.5,22.9,48.4,22.2,26.1,3.3,4.59,26.6
Alzolay, Adbert,Adbert Alzolay,CHC,640470,2021,26,31,33,0,1,39.4,3,0.065,0.097,0.091,0,0,0,1,0,0,0,1,0,1,1,0,82,-24.9,5.3,0,0,5.3,0,78.9,15.8,5.3,53.6,41.9,50,63.3,31.3,48.5,21.1,36.8,42.1,89.5,0,5.3,5.3,,23.9
Lopez, Pablo,Pablo Lopez,MIA,641154,2021,25,33,35,0,0,48.6,0,0.061,0.121,0.057,0,0,0,1,0,0,0,2,0,2,2,0,79.6,-6.4,27.8,5.6,5.6,5.6,16.7,38.9,27.8,22.2,70.1,37.5,22.2,51.9,44.4,57.6,11.1,44.4,44.4,66.7,11.1,22.2,0,,24.3
Anderson, Tim,Tim Anderson,CWS,641313,2021,28,527,551,17,22,21.6,4,0.309,0.469,0.338,61,7,18,5,0,1,1,0,1,94,1,1,89.6,4.3,32.5,7.8,5.9,27.1,12.7,40.1,4.6,42.3,79.2,36.6,56.3,82.3,25.9,57.8,31.1,41.6,27.4,56,19.3,23,1.7,4.32,28
Bauers, Jake,Jake Bauers,SEA,641343,2021,26,282,315,4,30,24.8,9.5,0.209,0.277,0.289,19,1,6,1,0,2,1,0,0,27,0,0,88.1,20,36.3,5.4,7.4,24,32.4,26,4.4,37.7,67.4,26.1,48.7,81.9,26.9,47.5,39.7,37.3,23,34.3,27.9,26.5,11.3,4.42,27.5
Bellinger, Cody,Cody Bellinger,LAD,641355,2021,26,315,350,10,31,26.9,8.9,0.165,0.302,0.24,36,1,3,2,0,1,2,0,3,39,3,1,89.4,22.2,32.6,7.1,8.5,21,36.6,23.2,2.2,34.7,74,30.7,59.7,75.1,29.7,51.4,42.4,35.3,22.3,31.7,33.9,23.2,11.2,4.25,28.1
Calhoun, Willie,Willie Calhoun,TEX,641432,2021,27,260,284,6,21,12,7.4,0.25,0.381,0.31,25,2,0,6,0,2,0,0,1,26,1,0,90.1,14.7,28.2,3.5,5.3,28.6,28.6,28.6,3.5,41.7,65.9,23.9,73.2,87.7,16,44.5,34.8,43.2,22,40.1,23.3,26.9,9.7,4.63,26.1
Collins, Zack,Zack Collins,CWS,641470,2021,26,195,231,4,34,29.9,14.7,0.21,0.338,0.329,26,2,1,4,0,1,1,1,0,25,1,0,91.1,20.9,40.9,10.2,8.7,24.4,32.3,18.9,4.7,44.1,67.2,19.7,52.2,75.2,28.4,44.2,42.5,30.7,26.8,33.1,31.5,26.8,8.7,4.71,25.2
Crawford, J.P.,J.P. Crawford,SEA,641487,2021,26,619,687,9,58,16.6,8.4,0.273,0.376,0.338,54,6,3,10,0,5,1,1,4,89,5,1,86.3,9.8,34.3,2.4,3.7,29,23.3,36.7,4.5,30.6,64,21.7,65.5,89.5,15.5,44.2,30.2,41.4,28.4,46.7,17.8,28.6,6.9,4.41,27.5
Davis, Jonathan,Jonathan Davis,TOR,641505,2021,29,87,103,1,12,25.2,11.7,0.126,0.172,0.252,4,1,4,1,0,3,0,0,1,20,1,0,85.1,7.7,25.8,6.5,3.2,17.7,32.3,32.3,8.1,25.8,58.6,17.4,43.6,82.4,25.9,37,40.3,30.6,29,45.2,35.5,17.7,1.6,4.34,28.8
Dozier, Hunter,Hunter Dozier,KC,641531,2021,30,487,543,16,43,28.4,7.9,0.216,0.394,0.285,54,4,5,12,0,7,0,0,6,55,6,0,89.9,15.8,33,8.8,9.1,22.4,28.3,28.3,2.9,42.2,70.3,29.8,38.4,81.6,32.4,48.8,37.5,41.3,21.2,38.3,27.7,24.8,9.1,4.44,28.2
Engel, Adam,Adam Engel,CWS,641553,2021,30,123,140,7,11,22.1,7.9,0.252,0.496,0.336,18,1,7,4,0,5,0,0,1,21,1,0,86.8,14.4,38.7,8.6,5.4,25.8,23.7,29,5.4,37.4,70,31.6,45.8,84.5,27.4,51.1,39.8,37.6,22.6,41.9,22.6,25.8,9.7,4.16,29.7
Fargas, Johneshwy,Johneshwy Fargas,CHC,641561,2021,27,52,54,0,1,27.8,1.9,0.25,0.385,0.259,5,2,1,2,0,0,0,1,0,4,1,0,83.1,6.8,34.2,0,2.6,23.7,21.1,34.2,15.8,23.7,76.4,41,56.1,76.5,27.5,57.7,39.5,34.2,26.3,55.3,15.8,18.4,10.5,4.47,28.3
Fowler, Dustin,Dustin Fowler,PIT,641583,2021,27,41,46,0,3,43.5,6.5,0.171,0.195,0.239,2,0,1,0,0,1,0,0,1,3,1,0,89.5,20.1,27.3,0,0,22.7,40.9,36.4,0,31.8,58.8,31.1,34.8,71.7,37.3,47.2,45.5,22.7,31.8,40.9,27.3,18.2,13.6,,28.2
Fraley, Jake,Jake Fraley,SEA,641584,2021,26,214,265,9,46,26.8,17.4,0.21,0.369,0.351,36,2,10,3,0,2,1,1,2,27,3,2,85.3,12.1,38.4,6.2,4.1,25.3,26,30.8,7.5,33.6,64.2,18.6,50,78.6,28.6,39.8,39,40.4,20.5,39.7,27.4,28.8,4.1,4.3,27.7
Garver, Mitch,Mitch Garver,MIN,641598,2021,30,207,243,13,31,29.2,12.8,0.256,0.517,0.358,34,1,1,4,0,3,0,0,2,29,2,0,92.3,19,38.4,17.4,12.3,18.8,25.4,25.4,0.7,53.6,58.6,20.4,50.5,77.3,30,38.8,51.4,28.3,20.3,31.2,32.6,25.4,10.9,4.69,25.6
Guillorme, Luis,Luis Guillorme,NYM,641645,2021,27,132,156,1,23,14.7,14.7,0.265,0.311,0.372,5,2,0,2,0,0,2,1,0,13,1,0,86.4,4.7,34.5,0.9,3.6,29.1,21.8,42.7,1.8,22.7,58.7,21.7,70.8,89.1,14.7,40.1,23.6,41.8,34.5,51.8,21.8,25.5,0.9,4.47,25.9
Hampson, Garrett,Garrett Hampson,COL,641658,2021,27,453,494,11,33,23.9,6.7,0.234,0.38,0.287,33,7,17,6,0,3,2,3,2,69,5,0,87,13.1,33.8,4.7,8.8,23.5,24.4,27.1,8.2,31.1,65.1,26.1,47.4,81.9,23.4,46,32.6,40,27.4,42.4,28.2,23.8,5.6,4.18,29.9
Heim, Jonah,Jonah Heim,TEX,641680,2021,26,265,285,10,15,20.4,5.3,0.196,0.358,0.239,32,1,3,8,0,1,0,1,3,22,4,2,87,15.7,34.1,6.2,6.6,23.2,29.4,28.4,4.7,37.8,74.6,27.7,66.3,83,21.6,50,41.2,37.4,21.3,40.3,24.2,22.7,12.8,4.73,26
Hermosillo, Michael,Michael Hermosillo,CHC,641684,2021,26,36,38,3,1,31.6,2.6,0.194,0.5,0.237,7,0,0,3,0,1,0,0,0,5,0,0,89.3,30.4,29.2,20.8,8.3,8.3,37.5,16.7,8.3,33.3,74.4,25.4,50,68.8,35,53.7,50,25,25,20.8,45.8,12.5,20.8,,28.2
Kuhl, Chad,Chad Kuhl,PIT,641771,2021,29,21,24,0,1,45.8,4.2,0.048,0.048,0.083,0,0,0,0,0,0,0,2,0,1,2,0,84.5,-18.9,8.3,0,0,16.7,0,50,33.3,33.3,55.1,18.9,14.3,66.7,44.1,39.5,41.7,8.3,50,83.3,0,8.3,8.3,,22.1
Lauer, Eric,Eric Lauer,MIL,641778,2021,26,26,37,1,3,40.5,8.1,0.154,0.269,0.216,4,0,0,1,0,1,0,6,1,3,7,0,91.3,13.3,11.1,5.6,5.6,16.7,16.7,11.1,38.9,22.2,54.3,20,45.5,61.4,32.7,40.4,27.8,33.3,38.9,72.2,22.2,5.6,0,,
Lewis, Kyle,Kyle Lewis,SEA,641786,2021,26,130,147,5,16,25.2,10.9,0.246,0.392,0.333,11,0,2,1,0,1,0,0,0,15,0,0,89.7,16.8,45.2,14,6.5,23.7,32.3,22.6,1.1,37.6,73,21.4,50.8,70.3,34.2,47,40.9,30.1,29,33.3,34.4,26.9,5.4,4.46,27.7
Locastro, Tim,Tim Locastro,ARI,641796,2021,29,139,156,2,7,21.2,4.5,0.18,0.252,0.263,7,3,5,2,0,9,0,0,1,15,1,0,82.1,14.3,32.7,0.9,1.9,20.6,39.3,28,9.3,16.8,57.9,32.7,65.9,79.9,22.3,46.4,33.6,32.7,33.6,43,30.8,19.6,6.5,4.07,30.7
Mahle, Tyler,Tyler Mahle,CIN,641816,2021,27,55,66,0,4,28.8,6.1,0.055,0.055,0.106,1,0,0,2,0,0,0,7,0,1,7,0,84.9,-9.9,16.3,2.3,4.7,11.6,7,51.2,23.3,18.6,74.6,35.8,43.6,82.5,19.9,56.9,23.3,25.6,51.2,79.1,9.3,9.3,2.3,4.68,25.8
Mancini III, Trey,Trey Mancini III,BAL,641820,2021,29,556,616,21,51,23.2,8.3,0.255,0.432,0.326,71,0,0,19,0,8,4,0,1,77,1,0,88.9,9.7,36,10.4,8,25.1,17.6,33.1,5.6,42,65.6,30.8,56,78.2,29.6,47,33.6,38.2,28.3,49,22.7,23.2,5.1,4.65,26.6
Martin, Jason,Jason Martin,TEX,641829,2021,26,144,154,6,8,26.6,5.2,0.208,0.354,0.247,17,1,3,1,0,0,0,1,1,14,2,0,87.5,11.4,33.3,7.6,6.7,26.7,21.9,30.5,5.7,33.3,72,25.2,53.4,75.1,29.1,49.7,44.8,32.4,22.9,46.7,21.9,20,11.4,4.39,27.5
McKinney, Billy,Billy McKinney,MIL,641856,2021,27,265,300,9,32,26.3,10.7,0.192,0.358,0.28,27,0,2,3,0,1,2,0,2,32,2,0,88,17.7,30.3,6.4,4.8,22.3,34.6,27.1,3.7,34.4,64.1,20.2,52.1,82.9,23.3,43.2,45.2,29.3,25.5,37.2,32.4,23.4,6.9,4.37,27.6
McMahon, Ryan,Ryan McMahon,COL,641857,2021,27,528,596,23,59,24.7,9.9,0.254,0.449,0.331,86,2,6,14,0,4,2,0,5,80,5,0,90.4,14.1,39.6,7.3,9.8,23.3,25.4,29.3,2.3,43.4,73.2,24.3,49.3,78,29.2,48.8,28.2,39.4,32.4,39.4,28,27.7,4.9,4.58,26.3
Neuse, Sheldon,Sheldon Neuse,LAD,641914,2021,27,65,66,3,1,39.4,1.5,0.169,0.323,0.182,4,1,1,2,0,0,0,0,0,6,0,0,88.8,13.2,30.8,12.8,5.1,17.9,28.2,33.3,2.6,41,73.8,29.8,51.3,63.5,40,51.7,23.1,53.8,23.1,43.6,33.3,20.5,2.6,,27
Nottingham, Jacob,Jacob Nottingham,SEA,641924,2021,26,40,45,3,2,44.4,4.4,0.15,0.4,0.222,6,0,0,0,0,2,0,0,1,5,1,0,87.3,31.4,38.1,14.3,4.8,9.5,52.4,14.3,4.8,33.3,70.8,33.7,33.3,58.8,49,53,33.3,28.6,38.1,19,42.9,28.6,9.5,,25.2
O'Neill, Tyler,Tyler O'Neill,STL,641933,2021,26,482,537,34,38,31.3,7.1,0.286,0.56,0.352,80,4,15,8,0,13,0,0,4,89,4,0,93,17.8,39.9,17.9,7.2,23.6,25.2,22,4.1,52.2,73.9,27.5,43.9,74,34.7,49.8,36.2,36.8,27,36.2,31.4,24.8,7.5,4.23,29.7
Palacios, Josh,Josh Palacios,TOR,641943,2021,26,35,42,0,3,26.2,7.1,0.2,0.2,0.286,4,0,0,0,0,2,0,1,1,7,2,0,93.5,8.4,26.9,3.8,0,26.9,23.1,38.5,7.7,42.3,60,37.2,55.2,74.5,31.3,49.1,30.8,50,19.2,57.7,30.8,11.5,0,,28.3
Rogers, Josh,Josh Rogers,WSH,642028,2021,27,12,14,0,1,28.6,7.1,0,0,0.071,0,0,0,0,0,0,0,1,0,0,1,0,72.8,-30.9,11.1,0,0,11.1,11.1,33.3,44.4,0,51.5,20,25,82.4,28.6,39.6,22.2,33.3,44.4,77.8,11.1,11.1,0,,
Sisco, Chance,Chance Sisco,BAL,642082,2021,26,74,83,0,7,25.3,8.4,0.149,0.189,0.241,4,0,0,1,0,2,0,0,0,5,0,0,83.7,13.8,24.5,1.9,3.8,22.6,26.4,35.8,7.5,9.4,67,25.5,57.1,70.8,32.3,49.1,41.5,26.4,32.1,50.9,22.6,17,9.4,,24.9
Smith, Dominic,Dominic Smith,NYM,642086,2021,26,446,493,11,32,22.7,6.5,0.244,0.363,0.304,58,1,2,13,0,9,2,0,6,43,6,1,89.1,14.8,40.3,6.5,6.8,30.9,25.9,25.9,3.2,40.9,72.8,33.6,54.7,81,27.5,52,36.8,39.4,23.8,39.4,28.5,27.6,4.4,4.46,26.2
Smith, Riley,Riley Smith,ARI,642092,2021,26,16,17,0,0,64.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,86.5,16.6,33.3,0,0,16.7,33.3,33.3,16.7,16.7,40,50,0,78.6,56,43.9,16.7,33.3,50,50,33.3,16.7,0,,
Tellez, Rowdy,Rowdy Tellez,MIL,642133,2021,26,297,325,11,23,20,7.1,0.242,0.414,0.305,36,0,0,6,0,4,4,0,1,34,1,1,92.2,13.4,35.6,11.6,7.7,21.9,26.2,27.5,4.3,48.1,68.4,32.4,61.2,85.8,23.3,48.5,34.3,39.1,26.6,41.6,23.2,26.2,9,4.77,25.1
Valaika, Pat,Pat Valaika,BAL,642162,2021,29,259,281,5,16,27,5.7,0.201,0.29,0.249,25,1,1,4,0,2,0,1,3,17,4,0,86.8,19.8,40.6,4.8,10.2,24.6,33.7,21.4,5.3,32.6,74.1,30.8,53.3,80.4,27.3,52.5,32.1,32.6,35.3,31,33.7,26.7,8.6,4.51,27
VanMeter, Josh,Josh VanMeter,ARI,642165,2021,26,274,310,6,33,26.8,10.6,0.212,0.354,0.297,36,2,3,5,0,1,0,0,2,26,2,1,89.3,19.6,30.1,5.2,7.3,22.8,36.3,26.9,1.6,36.8,60.4,17.9,42.2,82,26.8,39.7,38.3,38.9,22.8,36.3,34.2,21.2,8.3,4.4,26.9
Wade, Tyler,Tyler Wade,NYY,642180,2021,27,127,145,0,16,25.5,11,0.268,0.323,0.352,5,6,17,3,0,1,1,0,0,31,0,0,82.2,5.3,24.4,1.1,1.1,18.9,16.7,43.3,15.6,13.8,66.1,20.9,53.8,76.3,26.4,43.9,30,38.9,31.1,61.1,10,22.2,6.7,4.14,29.1
White, Eli,Eli White,TEX,642201,2021,27,198,220,6,18,30,8.2,0.177,0.308,0.259,15,3,4,2,0,4,0,0,0,26,0,0,85.5,16,31.1,6.8,3.8,17.4,33.3,31.8,6.1,22.9,68.9,26.2,50,76.2,30.2,48.7,44.7,34.8,20.5,38.6,26.5,22,12.9,4.16,30.5
Widener, Taylor,Taylor Widener,ARI,642203,2021,27,16,18,0,1,61.1,5.6,0.063,0.063,0.111,0,0,0,0,0,0,0,1,0,1,1,0,77.4,-10,0,0,0,0,0,66.7,33.3,0,53.5,27.8,40,47.8,53.6,45.9,33.3,50,16.7,100,0,0,0,,22.6
Williams, Justin,Justin Williams,STL,642211,2021,26,119,137,4,17,33.6,12.4,0.16,0.261,0.27,11,1,0,2,0,1,5,0,0,10,0,0,92.1,3.9,37,11,5.5,32.9,15.1,32.9,2.7,52.1,63.7,28.7,41,74.3,36.9,44.6,31.5,46.6,21.9,53.4,20.5,24.7,1.4,4.67,27
Wong, Kean,Kean Wong,LAA,642221,2021,26,60,66,0,2,25.8,3,0.167,0.233,0.182,6,1,0,0,0,0,0,4,0,3,4,0,82.3,5.7,38.3,6.4,2.1,21.3,14.9,34,21.3,14.9,69.4,36.5,38.1,87,27.7,52.7,34,48.9,17,53.2,19.1,25.5,2.1,4.38,27.6
Mejia, Francisco,Francisco Mejia,TB,642336,2021,26,250,277,6,17,17.7,6.1,0.26,0.416,0.321,35,0,0,4,0,7,0,1,2,31,3,0,85.7,14.9,34.8,4.4,4.4,23,30.9,30.4,6.9,28.9,70.4,43,71.4,85.1,20.5,55.4,40.2,32.8,27,42.6,23,22.1,12.3,4.36,27
Siri, Jose,Jose Siri,HOU,642350,2021,26,46,49,4,1,34.7,2,0.304,0.609,0.347,9,1,3,0,0,2,0,0,0,10,0,0,89.9,16.5,44.8,17.2,6.9,13.8,24.1,34.5,3.4,44.8,76.5,45.6,57.7,67.7,35.9,58.8,44.8,37.9,17.2,34.5,31,27.6,6.9,4.07,30.4
Sierra, Magneuris,Magneuris Sierra,MIA,642423,2021,25,209,225,0,15,22.2,6.7,0.23,0.268,0.28,5,0,11,1,0,0,4,1,0,27,1,0,82.3,7.7,26.3,0,0.6,25.6,21.9,40.6,10.6,18.8,65.6,33.1,57.1,84.3,22,50.3,29.4,36.9,33.8,51.2,13.8,24.4,10.6,4.04,28.9
Peralta, Freddy,Freddy Peralta,MIL,642547,2021,25,43,45,0,1,48.9,2.2,0.093,0.093,0.111,0,0,0,1,0,0,0,1,0,1,1,0,82.3,-8.7,27.3,0,0,18.2,4.5,63.6,9.1,18.2,50.5,35.3,45.8,46.9,39.7,44.2,18.2,40.9,40.9,72.7,0,22.7,4.5,,23.1
Rosario, Amed,Amed Rosario,CLE,642708,2021,26,550,588,11,31,20.4,5.3,0.282,0.409,0.321,57,0,13,12,0,3,0,0,4,77,4,1,88.8,5.6,32,2.8,4.6,28.8,18.9,41.2,2.3,43.5,64,34.7,59.1,84.2,24.8,48.9,27.9,41.9,30.2,51.4,18.9,25.1,4.6,4.19,29.5
Adames, Willy,Willy Adames,MIL,642715,2021,26,497,555,25,57,28.1,10.3,0.262,0.481,0.337,73,4,5,9,0,0,1,0,1,77,1,0,89.5,16.8,35.1,11.4,7.6,23.1,28.9,24.9,4.1,44.7,72.2,27.5,47.5,75.6,32.6,48.9,42.1,34.8,23.1,37.1,36,21.6,5.3,4.4,28
Gutierrez, Kelvin,Kelvin Gutierrez,BAL,642721,2021,27,272,295,3,19,25.8,6.4,0.232,0.316,0.292,20,1,0,4,0,4,0,0,0,23,0,0,89.9,2.3,27.6,3.6,7.7,22.4,16.3,47.4,2,44.9,61.4,28.8,47,78.8,31,45,35.2,39.3,25.5,60.2,12.8,21.9,5.1,4.37,28.3
Alcantara, Sergio,Sergio Alcantara,CHC,642727,2021,25,220,255,5,30,29,11.8,0.205,0.327,0.302,17,0,3,3,0,2,2,1,2,30,3,0,87.5,10.5,32.9,3.4,5.4,31.5,23.5,30.9,5.4,33.6,65.6,18.9,46,76.3,30,42.5,38.9,40.3,20.8,47.7,23.5,21.5,7.4,4.53,27.2
Estrada, Thairo,Thairo Estrada,SF,642731,2021,25,121,132,7,9,17.4,6.8,0.273,0.479,0.333,22,0,2,2,0,2,1,0,0,19,0,0,86.6,6.7,33.7,7.1,9.2,16.3,20.4,40.8,6.1,34.7,69,24.8,57.6,90.1,19,46.1,42.9,34.7,22.4,51,19.4,18.4,11.2,4.31,28.5
Leyba, Domingo,Domingo Leyba,BAL,642736,2021,26,87,96,1,8,24,8.3,0.115,0.161,0.198,4,0,0,4,0,1,0,0,0,6,0,0,80.9,13.8,32.8,4.7,1.6,18.8,35.9,29.7,9.4,15.6,65.9,36.6,54.4,83.9,27.2,50.6,40.6,39.1,20.3,39.1,28.1,23.4,9.4,,26.4
Wynns, Austin,Austin Wynns,BAL,642851,2021,31,130,139,4,8,22.3,5.8,0.185,0.308,0.23,14,0,1,6,0,0,0,1,0,14,1,0,83.6,10.7,24,3,3,23,29,32,10,27,56.1,33.1,57.1,90.1,20.6,44.8,41,32,27,46,28,20,6,4.89,25.1
Benintendi, Andrew,Andrew Benintendi,KC,643217,2021,27,493,538,17,36,18,6.7,0.276,0.442,0.323,73,9,8,2,0,2,0,1,6,63,7,0,89.6,15.4,38.5,8.9,6.7,25.8,29,26.3,3.2,43.2,73.9,30.2,66.6,80.4,22.5,52.5,36,39.7,24.3,39.5,34.5,21.8,4.2,4.39,27.6
Cooper, Garrett,Garrett Cooper,MIA,643265,2021,31,215,250,9,30,27.2,12,0.284,0.465,0.38,33,1,1,6,0,4,0,0,1,30,1,1,91.1,8.2,36.5,10.8,6.8,29.7,15.5,33.1,4.1,52.7,65.3,27.7,56.6,80.1,27.2,45.9,35.1,40.5,24.3,52,20.3,25,2.7,4.63,26.1
Craig, Will,Will Craig,PIT,643269,2021,27,60,65,1,5,33.8,7.7,0.217,0.3,0.277,3,0,0,1,0,0,1,0,0,5,0,0,79.9,2.8,28.9,5.3,2.6,15.8,21.1,44.7,10.5,15.8,70.4,27.7,54.8,76.8,28.6,51,36.8,31.6,31.6,52.6,15.8,28.9,2.6,4.75,26
Dubon, Mauricio,Mauricio Dubon,SF,643289,2021,27,175,187,5,9,21.9,4.8,0.24,0.377,0.278,22,1,3,5,0,1,2,0,2,20,2,0,86.1,14.9,30.1,4.4,6.6,21.3,29.4,31.6,6.6,30.1,69.8,34.6,62.7,81.5,22.5,52,38.2,36,25.7,42.6,27.9,21.3,8.1,4.35,27.9
Jansen, Danny,Danny Jansen,TOR,643376,2021,26,184,205,11,17,21.5,8.3,0.223,0.473,0.298,28,0,0,4,0,3,0,1,0,32,1,0,90,20.5,34.8,8.5,10.6,19.9,29.8,22.7,7.1,44.7,74.9,23.6,63.5,77.3,25.3,49.1,53.9,29.8,16.3,31.2,24.8,29.8,14.2,4.48,27.6
Kemp, Tony,Tony Kemp,OAK,643393,2021,30,330,397,8,52,12.8,13.1,0.279,0.418,0.378,37,2,8,2,0,6,0,4,5,54,9,1,86.7,18.4,38.9,1,6.6,27.4,33.7,24,6.6,21.9,62.9,21.1,71.7,87.2,15.4,42,35.8,44.1,20.1,37.8,30.6,25.3,6.3,4.42,26.6
Kiner-Falefa, Isiah,Isiah Kiner-Falefa,TEX,643396,2021,26,635,677,8,28,13.3,4.1,0.271,0.357,0.312,53,5,20,11,0,11,2,1,2,74,3,0,85.4,5.4,31.4,1.6,3.5,27.9,19.5,40.9,5.8,28.8,62.6,30.7,69.9,93,14.5,46.5,31.9,38.1,29.9,54.4,15.5,25.9,4.2,4.3,28
Long Jr., Shed,Shed Long Jr.,SEA,643418,2021,26,111,121,4,9,32.2,7.4,0.198,0.36,0.256,17,0,1,3,0,0,0,1,0,13,1,1,87.6,1.7,24.7,4.1,8.2,26,9.6,47.9,4.1,35.6,67.2,26.5,47.8,79.9,29.4,46.5,37,39.7,23.3,63,17.8,16.4,2.7,4.43,26.5
McNeil, Jeff,Jeff McNeil,NYM,643446,2021,29,386,426,7,29,13.6,6.8,0.251,0.36,0.319,35,1,3,10,0,10,0,0,1,48,1,1,88.1,12,30.4,4.3,4.3,26.7,26.4,33.4,4.3,33.4,83.7,27.7,63.8,87.4,18.2,56.1,35,34.7,30.4,46.8,22.5,22.8,7.9,4.17,27
Schwindel, Frank,Frank Schwindel,CHC,643524,2021,29,242,259,14,16,15.8,6.2,0.326,0.591,0.371,43,1,2,4,0,1,2,0,0,44,0,1,86.9,12.6,32.8,8,9,24.4,23.9,27.4,6.5,39.8,71.9,34.6,58,87.1,23.2,52.1,39.3,38.8,21.9,41.8,26.9,22.4,9,4.54,26.2
Tauchman, Mike,Mike Tauchman,SF,643565,2021,31,166,191,4,23,30.4,12,0.181,0.283,0.283,15,3,3,0,0,1,0,1,0,22,1,0,87.5,10,36.7,5.5,5.5,25.7,22.9,33,6.4,35.8,70.7,17.5,41.9,70.6,34.4,44.8,28.4,35.8,35.8,46.8,22,24.8,6.4,4.34,27.3
Chang, Yu,Yu Chang,CLE,644374,2021,26,237,251,9,11,27.5,4.4,0.228,0.426,0.267,39,0,1,4,0,2,0,0,1,32,1,0,87.1,19.1,37.9,7.1,7.1,25.4,32,25.4,2.4,33.7,72.2,28.2,46.4,84,26.8,49.8,34.9,32.5,32.5,35.5,27.2,24.3,13,4.53,28.3
Tromp, Chadwick,Chadwick Tromp,SF,644433,2021,26,18,18,1,0,22.2,0,0.222,0.389,0.222,2,0,0,1,0,0,0,0,0,1,0,0,85.3,16.4,28.6,7.1,0,21.4,42.9,28.6,0,14.3,67.6,30,66.7,80,21.6,48.1,14.3,21.4,64.3,35.7,21.4,21.4,21.4,,
Alcantara, Sandy,Sandy Alcantara,MIA,645261,2021,26,58,64,0,3,70.3,4.7,0.034,0.052,0.094,0,0,0,0,0,1,0,2,0,0,2,0,77.6,-37.5,20,0,6.7,6.7,0,40,40,6.7,37,23.6,8,48.3,54.1,31.7,26.7,26.7,46.7,86.7,6.7,6.7,0,,24.5
Albies, Ozzie,Ozzie Albies,ATL,645277,2021,24,629,686,30,47,18.7,6.9,0.259,0.488,0.31,106,4,20,4,0,3,2,0,7,103,7,1,89.6,21.2,36.6,9.1,7.3,22.6,35.2,22.2,2.6,37,82.1,34.2,64.6,79.8,24.9,56.8,42.5,31.9,25.6,31.5,38,22.8,7.7,4.1,28.4
Robles, Victor,Victor Robles,WSH,645302,2021,24,315,369,2,33,23,8.9,0.203,0.295,0.306,19,6,8,7,0,16,3,4,1,37,5,0,84.1,19.9,31.9,2.6,8.5,21.7,30.2,20.4,16.6,27.2,69.4,26,52.7,80.5,25.1,47.7,48.1,31.1,20.9,42.1,23,23,11.9,4.41,28.3
