"last_name","first_name","name","team","player_id","year","Age","HR.","BB.","AVG","SLG","OBP","RBI.PA","CSSB.","SB.","DPTP.","HBP.","IBB.","SacBunt.","SacFly.","Sac.","Walkoff","SweetSpot.","Barrel.","SolidContact.","Flare.Burner.","Under.","Topped.","Poor.Weak.","HardHit.","HPto1B","SprintSpeed"
"Alford"," Anthony","Anthony Alford","PIT",546990,2021,-0.436950097,0.432884728,0.119674164,0.346499025,0.481742652,0.441792069,-0.344602095,2.624591085,1.282333226,0.647125368,0.660518,0.10260181,-0.702738134,-1.024238431,-0.500468685,-0.460692573,0.576079113,0.873269521,1.006983678,0.300748287,0.127677581,-0.481840728,-0.544124518,0.704620204,-1.339500207,1.634826756
"Almora Jr."," Albert","Albert Almora Jr.","NYM",546991,2021,-0.436950097,-1.143454263,-0.936633172,-1.210772413,-1.137892668,-1.384014535,-1.804190212,-0.629532178,-0.57571644,0.027449131,-0.755223947,-0.540844416,-0.702738134,-1.024238431,-0.500468685,-0.460692573,-0.888898565,-1.19977291,0.827206515,-0.618031999,0.169522215,1.516611483,-0.776579762,0.942074314,-0.747004748,0.722147841
"Poteet"," Cody","Cody Poteet","MIA",547001,2021,-0.436950097,-1.143454263,-1.824891613,-1.408730647,-1.645332061,-2.022486783,-0.018908869,-0.629532178,-0.57571644,-1.071443357,-0.755223947,-0.540844416,1.74447806,-1.024238431,1.553977559,-0.460692573,-2.051934279,-1.19977291,-1.38148435,-1.230552189,-2.518995496,1.652428623,2.451965298,0.293033078,2.445887447,-2.187016203
"Ruiz"," Rio","Rio Ruiz","BAL",547004,2021,-0.436950097,-0.137119452,0.215702103,-0.511319988,-0.449721438,-0.342296657,-0.411417531,0.171882441,0.430990958,0.299974484,-0.259881575,-0.540844416,0.113000596,0.425378857,-0.019640835,-0.460692573,-0.586956601,-0.347306863,-0.251456466,0.061066473,0.159061056,0.575592723,-0.397763808,-0.56180172,0.635484656,-0.5898281
"Wolters"," Tony","Tony Wolters","CHC",547172,2021,0.111673352,-1.143454263,2.184274865,-1.078800257,-1.471551447,-0.051063702,-1.804190212,1.070397288,-0.57571644,1.309490414,-0.755223947,-0.540844416,1.74447806,-1.024238431,0.252828263,-0.460692573,-0.866532494,-1.19977291,-1.38148435,-0.844398156,0.703041293,0.536787826,0.549276076,-1.456212204,0.767150313,-0.817997829
"Harper"," Bryce","Bryce Harper","PHI",547180,2021,0.111673352,1.863864568,2.184274865,1.349487409,1.934548584,1.741139099,0.949732928,0.222250301,0.293640401,0.333697878,-0.172225058,3.828425167,0.113000596,0.425378857,-0.274102332,-0.460692573,0.900387148,2.306962417,0.750159159,0.28743263,-0.541836557,-0.695267663,-0.346107087,1.258679795,-0.615339091,0.608062976
"Perez"," Roberto","Roberto Perez","CLE",547379,2021,1.20892025,0.938207577,0.719848786,-0.762067084,-0.123013884,-0.331095389,0.269397431,-0.280052294,-0.136712737,-0.666178014,-0.321414823,-0.540844416,1.74447806,-1.024238431,-0.219736906,-0.460692573,-0.497492315,1.241379859,-0.508280985,0.620324038,-0.594142349,-0.190803998,-0.087823483,0.601723422,0.635484656,-1.160252423
"Kim"," Kwang Hyun","Kwang Hyun Kim","STL",547942,2021,1.20892025,-1.143454263,-1.824891613,-1.210772413,-1.269965935,-1.49602721,-0.449838855,-0.629532178,-0.57571644,-1.071443357,1.653164711,-0.540844416,1.74447806,-1.024238431,1.058076734,-0.460692573,-1.090193208,-1.19977291,-0.020314398,-2.895009228,-0.866132468,1.904660456,1.487706506,-1.844053918,-0.549506262,0.493978112
"Abreu"," Jose","Jose Abreu","CWS",547989,2021,1.483231974,1.079016628,0.407757983,0.716021061,1.003084494,0.889842769,1.682391104,-0.570665321,-0.501770071,1.755389668,1.576417852,1.140418304,-0.702738134,1.1501875,-0.157541387,-0.460692573,0.039293399,0.776398379,0.981301226,-0.005511809,-0.322152231,0.226348648,-0.595781239,1.227019247,0.174654854,-0.133488643
"Diaz"," Elias","Elias Diaz","COL",553869,2021,0.660296801,1.089537187,0.119674164,0.518062827,0.884913676,0.430590801,0.524856071,-0.629532178,-0.57571644,1.464462402,-0.378710331,0.10260181,-0.702738134,1.1501875,-0.43955518,4.334003589,-0.083719994,0.330791128,0.082415409,-0.032143121,0.441512333,-0.384828485,-0.346107087,0.348439038,0.602568242,-0.532785668
"Narvaez"," Omar","Omar Narvaez","MIL",553882,2021,0.111673352,0.036179453,0.383750998,0.782007139,0.453937754,0.789031361,0.358206747,-0.629532178,-0.57571644,0.828432178,0.343434232,1.158692902,-0.702738134,1.1501875,-0.1957643,-0.460692573,1.056949648,-0.211687265,0.108097861,0.553745756,0.859958669,-0.685566439,-0.337497634,-0.648868228,0.701317485,-0.875040262
"Astudillo"," Willians","Willians Astudillo","MIN",553902,2021,0.385985077,0.267672269,-1.488793825,0.386090672,0.266254691,-0.140673842,0.105068996,-0.629532178,-0.57571644,2.225234163,0.538169981,-0.540844416,-0.702738134,1.1501875,-0.3958441,-0.460692573,0.29650322,-0.405429548,-0.200091562,0.007803848,0.880880986,-0.23931012,-0.251403099,-0.063148088,1.326729358,-1.445464584
"Suarez"," Eugenio","Eugenio Suarez","CIN",553993,2021,0.385985077,1.430504428,0.527792907,-0.11540352,0.634669593,0.161760381,0.898613769,-0.546588073,-0.57571644,0.512702648,0.218201407,-0.540844416,-0.702738134,1.1501875,-0.303614089,-0.460692573,0.240588041,1.706361339,-0.405551177,-0.697925937,0.786730561,-0.423633382,-0.397763808,0.47508123,0.207571269,-0.019403778
"Wheeler"," Zack","Zack Wheeler","PHI",554430,2021,0.660296801,-1.143454263,-1.824891613,-0.590503281,-1.012770626,-1.350410732,-0.99714523,-0.629532178,-0.57571644,-0.231113818,-0.755223947,-0.540844416,1.74447806,-1.024238431,1.047401778,-0.460692573,-0.48630928,-1.19977291,-1.38148435,1.019793727,-1.284578804,-0.346023587,1.754599565,-1.511618163,2.215472547,-2.015888906
"Polanco"," Gregory","Gregory Polanco","PIT",570256,2021,0.385985077,0.229274264,0.431764968,0.016568635,0.120278976,0.128156578,0.046520294,1.259785029,1.639354575,0.289090227,-0.389552381,0.568073546,-0.702738134,1.1501875,-0.02719312,1.137539481,0.184672863,0.660153009,0.878571418,0.154276067,0.3996677,-0.811682355,-0.311669273,1.147867877,-0.648255505,0.265808383
"Gonzalez"," Erik","Erik Gonzalez","PIT",570481,2021,0.385985077,-0.762266838,-0.984647142,0.333301809,-0.25508715,-0.151875109,-0.00331689,0.292334719,0.003291116,-0.032490457,-0.755223947,-0.540844416,-0.702738134,1.1501875,-0.4017835,-0.460692573,-0.419211065,-0.560423375,-0.662375696,0.340695255,-1.075355636,1.788245764,-0.492467797,-0.181875143,-0.450757019,0.43693568
"Urshela"," Gio","Gio Urshela","NYY",570482,2021,0.385985077,0.254232961,-0.744577293,0.795204354,0.572108572,0.329779393,0.37288365,-0.527185293,-0.447152068,1.105410354,-0.597207529,-0.540844416,-0.702738134,1.1501875,-0.449339942,-0.460692573,0.598445184,0.350165356,0.339239928,0.513798787,-0.573220032,0.536787826,-0.552733971,0.649214244,-0.022843632,-0.5898281
"Schoop"," Jonathan","Jonathan Schoop","DET",570731,2021,0.385985077,0.337241704,-0.504507444,0.940373726,0.683328164,0.542603476,0.64328747,-0.503267017,-0.417106815,0.304377136,-0.133473777,-0.540844416,-0.702738134,1.1501875,-0.232232385,-0.460692573,-0.083719994,0.117674616,-0.251456466,0.393957881,-0.102467904,0.265153545,-0.346107087,0.506741778,0.075905611,0.151723519
"Adams"," Matt","Matt Adams","COL",571431,2021,1.20892025,-1.143454263,0.575806877,-0.524517203,-0.991916953,-0.241485249,-0.822285474,-0.629532178,-0.57571644,0.515845824,-0.755223947,-0.019652972,-0.702738134,-1.024238431,-0.500468685,-0.460692573,-0.139635173,-0.482926462,0.519017092,-1.416971377,0.577507392,-0.326621139,0.816169134,-0.332262747,0.470902584,-0.817997829
"Arenado"," Nolan","Nolan Arenado","STL",571448,2021,0.385985077,1.260662074,0.023646224,0.636837767,1.093450413,0.452993336,1.353543254,-0.495864742,-0.407808351,0.855788021,-0.434351321,4.874131619,-0.702738134,1.1501875,-0.258213921,-0.460692573,0.363601434,0.098300388,0.390604832,0.167591723,1.320249639,-0.889292149,-0.535515064,0.293033078,0.66840107,-0.760955397
"Barnhart"," Tucker","Tucker Barnhart","CIN",571466,2021,0.385985077,-0.300022289,-0.024367746,0.531260043,0.217596119,0.508999674,0.625264805,-0.629532178,-0.57571644,0.242175279,0.684843503,0.154077507,-0.702738134,1.1501875,-0.32573485,-0.460692573,0.699092505,-0.424803777,0.159462765,0.979846758,0.441512333,-0.530346849,-0.363325994,-0.213535691,0.898815971,-1.388422152
"Corbin"," Patrick","Patrick Corbin","WSH",571578,2021,0.934608526,-1.143454263,-0.672556338,-0.986419748,-1.422892875,-1.260800592,-1.804190212,-0.629532178,-0.57571644,-1.071443357,-0.755223947,-0.540844416,1.74447806,-1.024238431,2.010521164,-0.460692573,-2.521621778,-1.19977291,-1.38148435,-1.044133001,-1.933170625,2.195697186,1.375783611,-1.139606723,2.511720276,-2.244058635
"Farmer"," Kyle","Kyle Farmer","CIN",571657,2021,0.660296801,0.245551688,-0.816598247,0.742415492,0.551254898,0.497798406,0.534562101,-0.222254449,-0.371073542,0.821472918,1.621295645,0.700087592,-0.294868768,0.787783177,-0.24414836,-0.460692573,0.576079113,-0.366681092,0.133780313,0.607008382,0.546123917,-0.37512726,-0.363325994,-0.150214595,-0.187425704,0.151723519
"Goodwin"," Brian","Brian Goodwin","CWS",571718,2021,0.660296801,0.283970993,1.103960545,0.188132438,0.259303467,0.508999674,0.29730332,-0.471030134,-0.376612036,-0.585124991,-0.497499695,-0.540844416,0.520869963,0.062974534,-0.333687067,1.137539481,0.553713041,-0.017944982,-0.508280985,1.126318978,0.870419828,-0.704968887,-0.587171785,-0.158129732,-0.747004748,0.322850815
"Hamilton"," Billy","Billy Hamilton","CWS",571740,2021,0.660296801,-0.483129604,-1.104682066,0.174935222,0.287108365,-0.387101727,-0.204049168,3.200688645,4.235665267,-0.621503106,-0.755223947,-0.540844416,1.132674011,-0.480631948,0.169128617,-0.460692573,0.810922862,-0.96728217,-0.765105504,1.073056352,0.598429709,-0.772877457,0.144631762,-1.076285627,-1.471165865,1.577784324
"Haniger"," Mitch","Mitch Haniger","SEA",571745,2021,0.660296801,1.494116823,0.047653209,0.610443336,1.030889392,0.520200941,1.037791657,-0.567565498,-0.497876188,0.03453879,0.154456851,0.795543898,-0.702738134,1.1501875,-0.238831538,1.137539481,0.307686256,1.241379859,0.287875024,0.234170005,-0.06062327,-0.365426036,-0.380544901,0.894583492,-0.088676461,0.265808383
"Hernandez"," Enrique","Enrique Hernandez","BOS",571771,2021,0.385985077,0.507357446,0.671834817,0.57085169,0.780645308,0.733025024,0.209973361,-0.560464051,-0.488955613,-0.621503106,0.319287877,-0.540844416,-0.702738134,1.1501875,-0.230054393,-0.460692573,0.60962822,0.427662269,0.955618774,0.194223036,0.839036353,-0.782578682,-0.67326632,0.736280752,-0.352007776,0.379893247
"Holt"," Brock","Brock Holt","TEX",571788,2021,1.20892025,-0.786597959,0.287723058,0.029765851,-0.268989599,0.105754043,-0.066974147,0.488707759,0.594859931,0.144352616,-0.486595973,-0.540844416,-0.702738134,1.1501875,-0.413549802,1.137539481,-0.038987851,-0.889785257,-0.148726658,0.593692725,0.054449472,0.274854769,-0.363325994,-0.688443913,-0.286174947,-0.361658372
"Lamb"," Jake","Jake Lamb","CWS",571875,2021,0.660296801,0.894839621,1.272009439,-0.168192383,0.217596119,0.385785731,0.390655674,-0.629532178,-0.57571644,0.515845824,0.066461594,-0.540844416,-0.702738134,1.1501875,-0.234599169,-0.460692573,0.430699648,1.047637576,-0.020314398,-0.231877966,0.671657818,-0.23931012,-0.595781239,0.823347259,0.207571269,-0.418700804
"Maile"," Luke","Luke Maile","MIL",571912,2021,0.385985077,-1.143454263,0.287723058,1.230712468,0.669425715,1.237082061,-0.071417148,-0.629532178,-0.57571644,0.833303626,1.298989906,-0.540844416,-0.702738134,-1.024238431,-0.500468685,-0.460692573,1.895677326,-0.366681092,-1.38148435,0.580377069,-1.608874715,0.177842526,1.470487599,-0.609292542,0.405069755,-0.475743236
"Marrero"," Deven","Deven Marrero","MIA",571918,2021,0.660296801,1.477209308,1.968212001,-0.247375676,0.266254691,0.497798406,-0.770606277,1.638361737,2.273128001,6.071357899,-0.755223947,-0.540844416,-0.702738134,-1.024238431,-0.500468685,-0.460692573,1.023400541,-1.19977291,1.186760841,-2.895009228,2.711583708,0.682306191,-0.776579762,-1.883629603,0.010072783,-0.002291049
"Mikolas"," Miles","Miles Mikolas","STL",571945,2021,1.20892025,-1.143454263,-0.216423625,-2.728452204,-2.340454516,-2.291317203,-1.804190212,-0.629532178,-0.57571644,-1.071443357,-0.755223947,-0.540844416,1.74447806,-1.024238431,8.53909478,-0.460692573,-2.208496778,-1.19977291,-1.38148435,0.061066473,-1.357806913,-3.198183538,4.965925717,-1.796563096,0.010072783,-0.002291049
"Muncy"," Max","Max Muncy","LAD",571970,2021,0.660296801,1.893773552,1.536086273,0.557654474,1.322840823,1.080264316,1.314020783,-0.442026188,-0.418691048,-0.266620683,0.542539516,1.320553595,-0.702738134,1.1501875,-0.462294857,1.137539481,0.430699648,1.91947785,0.596064447,-0.285140591,0.023065997,-0.559450522,-0.483858343,1.005395411,-0.417840604,-0.019403778
"Myers"," Wil","Wil Myers","SD",571976,2021,0.660296801,0.469261761,0.767862756,0.650034983,0.67637694,0.699421221,0.670209727,0.430429825,0.243658991,0.092089882,-0.755223947,0.424324923,-0.702738134,1.1501875,-0.319677416,-0.460692573,0.028110363,0.253294215,-0.379868725,0.03443516,0.221828007,0.139037629,-0.294450366,0.348439038,-0.615339091,0.893275137
"Naquin"," Tyler","Tyler Naquin","CIN",571980,2021,0.385985077,0.794944076,0.023646224,0.834796001,0.975279596,0.688219954,1.22370986,0.090999891,-0.010025358,0.179850281,0.013975075,0.136027589,-0.702738134,1.1501875,-0.351136679,-0.460692573,0.072842506,0.815146836,-0.302821369,0.513798787,-0.416302656,-0.045285633,-0.216965285,0.617553696,-0.483673433,0.551020544
"Owings"," Chris","Chris Owings","COL",572008,2021,0.385985077,-0.16832363,1.536086273,1.573840073,2.024914503,1.662730227,0.159619263,1.315672828,1.053279935,-1.071443357,-0.755223947,-0.168564816,-0.702738134,-1.024238431,-0.500468685,-0.460692573,0.13994072,1.570741741,-0.456916081,-0.045458777,-0.646448141,-0.423633382,-0.776579762,0.625468833,-0.845753992,0.836232705
"Piscotty"," Stephen","Stephen Piscotty","OAK",572039,2021,0.385985077,0.06841328,-0.168409655,0.174935222,0.113327751,0.116955311,-0.132862999,-0.372695849,-0.253088144,-0.41083744,-0.012210424,-0.540844416,-0.702738134,-1.024238431,-0.500468685,-0.460692573,0.21822197,0.505159183,-0.970565119,0.407273537,0.828575194,-0.559450522,-0.294450366,0.237627119,0.372153341,-0.532785668
"Pollock"," AJ","AJ Pollock","LAD",572041,2021,1.483231974,1.149626361,-0.120395685,1.191120822,1.385401844,0.934647839,1.406777887,0.279381445,0.45185286,-0.4762099,0.237808299,2.395445407,-0.702738134,1.1501875,-0.393364864,-0.460692573,0.385967506,0.892643749,0.390604832,0.28743263,0.012604838,-0.472139503,-0.380544901,1.037055959,-0.582422676,0.608062976
"Seager"," Kyle","Kyle Seager","SEA",572122,2021,1.483231974,1.290329495,0.287723058,0.069357498,0.704181838,0.150559113,1.156179302,-0.344296568,-0.306989623,-0.408098604,-0.338249216,0.64368159,-0.702738134,1.1501875,-0.365549833,1.137539481,0.542530006,1.183257174,0.621746899,-0.511506748,1.142409946,-0.95720072,-0.449420529,0.498826641,0.174654854,-0.703912965
"Taylor"," Michael A.","Michael A. Taylor","KC",572191,2021,0.385985077,-0.101699821,-0.312451564,0.491668396,0.134181425,0.262571788,0.204251291,1.206273773,0.961664588,-0.006677974,-0.09382934,-0.540844416,-0.003533507,0.528922947,-0.200861936,1.137539481,-0.027804816,0.07892616,-0.200091562,0.607008382,0.023065997,0.168141302,-0.47524889,0.506741778,-0.878670406,0.836232705
"Thompson"," Trayce","Trayce Thompson","CHC",572204,2021,0.385985077,4.846633904,2.976505367,0.57085169,2.622719814,1.438704876,3.245605579,1.315672828,1.867778131,3.010157336,-0.755223947,-0.540844416,-0.702738134,-1.024238431,-0.500468685,-0.460692573,1.817396076,5.639329688,1.649044976,-0.551453717,-1.284578804,-0.918395822,-0.776579762,1.978957264,-0.779921163,0.779190273
"Voit III"," Luke","Luke Voit III","NYY",572228,2021,0.385985077,1.021976648,0.263716073,0.425682318,0.697230613,0.632213616,1.047815255,-0.629532178,-0.57571644,2.14784734,1.273418748,-0.540844416,-0.702738134,-1.024238431,-0.500468685,1.137539481,0.497797863,1.861355165,0.647429351,0.740164945,-0.489530765,-0.821383579,-0.406373262,1.456558221,1.129230872,-1.046167558
"Walker"," Christian","Christian Walker","ARI",572233,2021,0.385985077,-0.097802957,0.215702103,0.491668396,0.314913263,0.486597139,0.225815098,-0.629532178,-0.57571644,0.068554866,-0.127419273,0.072321989,-0.702738134,1.1501875,-0.398900557,-0.460692573,0.352418398,0.040177703,0.775841611,0.607008382,0.441512333,-0.549749298,-0.483858343,0.577978011,-0.088676461,0.379893247
"Zunino"," Mike","Mike Zunino","TB",572287,2021,0.385985077,3.011832115,0.359744013,0.12214636,1.545280009,0.329779393,1.442641447,-0.629532178,-0.57571644,0.129748445,0.548517122,-0.540844416,-0.702738134,1.1501875,-0.440204921,-0.460692573,0.095208577,3.508164573,-0.097361754,-0.910976438,0.535662759,-1.228835001,-0.225574738,1.044971096,0.569651827,-0.418700804
"Carpenter"," Matt","Matt Carpenter","STL",572761,2021,2.031855423,-0.535764144,1.560093258,-0.498122772,-0.428867764,0.374584463,-0.147965361,-0.270945431,-0.125273033,-0.79539306,0.927746454,-0.171205093,-0.702738134,1.1501875,-0.409710022,-0.460692573,1.582552326,1.028263347,1.366538005,0.660271007,0.671657818,-1.490768057,-0.509686704,0.649214244,-0.088676461,-0.5898281
"Dickerson"," Corey","Corey Dickerson","MIA",572816,2021,0.934608526,-0.394693237,-0.19241664,0.847993217,0.495645101,0.609811081,-0.243903228,0.629235659,0.286765878,0.289090227,-0.181169676,0.225613592,-0.702738134,1.1501875,-0.438553867,-0.460692573,-0.206733387,-0.61854606,0.621746899,0.274116974,-0.071084429,0.517385378,-0.458029983,0.150560612,-0.812837577,0.265808383
"Garneau"," Dustin","Dustin Garneau","DET",572863,2021,1.483231974,2.914347413,-0.768584278,0.042963067,1.698206949,-0.241485249,1.372560412,-0.629532178,-0.57571644,0.771860221,0.271882945,-0.540844416,-0.702738134,1.1501875,0.164205106,-0.460692573,0.195855899,0.912017978,0.287875024,-1.163973907,1.351633115,-1.09301786,0.161850669,0.7679413,0.174654854,-0.247573507
"Ruf"," Darin","Darin Ruf","SF",573131,2021,1.757543699,1.417194099,1.704135167,0.847993217,1.267231027,1.270685864,0.902342081,-0.289461373,-0.290926857,0.673363048,-0.083654013,0.16825959,-0.702738134,1.1501875,-0.42803629,-0.460692573,1.124047862,1.551367512,1.392220457,0.207538692,-0.740598567,-0.113194203,-0.630219053,1.670266921,0.43798617,-0.475743236
"Stroman"," Marcus","Marcus Stroman","NYM",573186,2021,0.385985077,-1.143454263,-0.168409655,-1.435125078,-1.388136752,-1.305605662,-1.465602378,0.885087956,1.326893343,-1.071443357,-0.755223947,-0.540844416,1.74447806,-1.024238431,0.668440385,-0.460692573,-0.463943208,-1.19977291,-1.38148435,-1.124026938,-0.771982042,-0.607956644,2.9513136,-1.622430081,1.557144259,-1.502507016
"Yastrzemski"," Mike","Mike Yastrzemski","SF",573262,2021,0.660296801,1.096429113,0.479778937,0.227724085,0.836255105,0.430590801,0.816683343,-0.299276658,-0.160861672,-0.70514588,0.426335121,1.6307866,-0.090934086,0.606581017,-0.330552078,-0.460692573,0.21822197,0.795772608,0.570381995,-0.245193622,0.891342145,-0.811682355,-0.50107725,0.427590408,-0.582422676,0.322850815
"Contreras"," Willson","Willson Contreras","CHC",575929,2021,0.111673352,0.98861103,0.767862756,0.399287887,0.704181838,0.766628826,0.513348913,0.116710158,-0.054937553,0.450509478,1.269218653,-0.058259744,-0.702738134,1.1501875,-0.313314173,-0.460692573,-0.083719994,0.950766434,0.929936322,-0.271824935,-0.573220032,0.449476807,-0.466639436,1.155783014,-0.417840604,0.493978112
"Iglesias"," Jose","Jose Iglesias","LAA",578428,2021,0.660296801,-0.362138431,-0.840605232,0.847993217,0.377474284,0.419389533,0.040484054,-0.025886529,-0.034089762,0.111629329,0.064853593,-0.540844416,-0.702738134,1.1501875,-0.456243819,-0.460692573,0.520163934,-0.541049147,-0.636693244,0.886637164,0.274133799,-0.142297876,-0.251403099,-0.411414117,-1.174918135,0.893275137
"Torreyes"," Ronald","Ronald Torreyes","PHI",591720,2021,0.111673352,-0.220453241,-0.504507444,0.465273965,0.064669179,0.116955311,0.536396672,-0.208440044,-0.22307621,0.186408459,-0.552191166,1.354397198,1.336608693,-0.661834109,-0.106301684,-0.460692573,-0.050170887,-1.122275996,-0.302821369,0.074382129,0.514740442,0.090531507,0.101584494,-1.559108985,-0.38492419,0.094681086
"Valera"," Breyvic","Breyvic Valera","TOR",591971,2021,0.111673352,-0.661493141,0.143681149,0.610443336,0.134181425,0.419389533,1.232628559,-0.175242154,-0.005054117,-0.414634039,-0.755223947,-0.540844416,0.520869963,0.062974534,-0.034511799,-0.460692573,0.330052327,-1.19977291,-0.7137406,0.913268477,1.016876046,-0.549749298,-0.10504239,-1.131691586,-0.154509289,0.094681086
"Bryant"," Kris","Kris Bryant","CHC",592178,2021,0.111673352,0.899948112,0.719848786,0.768809923,1.003084494,0.912245304,0.642193608,0.160368234,0.251153294,-0.068944915,0.317454282,1.42591575,-0.702738134,1.1501875,-0.42333931,1.137539481,0.643177327,0.795772608,0.185145217,0.393957881,0.315978432,-0.695267663,-0.346107087,0.482996367,-0.615339091,0.665105409
"Canha"," Mark","Mark Canha","OAK",592192,2021,0.934608526,0.229995638,1.12796753,0.320104594,0.349669386,0.968251641,0.112487836,0.222445874,0.341617835,-0.080534539,2.26200533,-0.540844416,-0.702738134,1.1501875,-0.428152177,1.137539481,0.587262148,0.175797301,0.133780313,0.260801318,0.274133799,-0.113194203,-0.363325994,0.126815201,-0.483673433,0.608062976
"Casali"," Curt","Curt Casali","SF",592200,2021,1.20892025,-0.095188835,0.887897681,0.042963067,0.092474077,0.452993336,0.406158124,-0.629532178,-0.57571644,-0.214307206,0.454183309,1.304081048,1.74447806,-1.024238431,-0.402637919,1.137539481,0.441882684,-0.056693439,0.133780313,0.660271007,1.205176897,-1.471365609,-0.199746378,-0.173960006,1.063398043,-1.046167558
"Castellanos"," Nick","Nick Castellanos","CIN",592206,2021,0.111673352,1.541368687,-0.14440267,1.349487409,1.663450826,1.013056711,1.552749063,-0.372339275,-0.333409278,0.650361857,0.080507495,3.181951606,-0.702738134,1.1501875,-0.268685012,2.735771535,1.470721969,0.853895293,1.57199762,0.340695255,-0.280307597,-0.675865214,-0.234184192,1.037055959,-0.483673433,0.493978112
"DeShields"," Delino","Delino DeShields","CIN",592261,2021,0.111673352,-0.251313462,1.896191046,0.636837767,0.620767143,1.013056711,0.227336834,1.316043413,1.053590278,-1.071443357,-0.755223947,-0.540844416,1.74447806,-1.024238431,0.278804036,-0.460692573,0.084025542,0.330791128,1.315173101,-0.085405746,-0.039700954,-0.646761541,0.127412855,0.451335819,-0.91158682,0.893275137
"Drury"," Brandon","Brandon Drury","NYM",592273,2021,0.111673352,0.853241807,-1.008654127,0.887584863,0.968328371,0.396986998,1.320052133,-0.629532178,-0.57571644,0.969357018,0.038449554,-0.540844416,-0.702738134,-1.024238431,-0.500468685,1.137539481,-0.743519101,0.059551931,0.287875024,-0.311771904,0.012604838,0.245751096,-0.216965285,1.029140822,0.14173844,-0.190531075
"Gamel"," Ben","Ben Gamel","PIT",592325,2021,0.111673352,-0.156851497,1.248002454,0.531260043,0.35662061,0.822635164,-0.527714053,0.258496189,-0.203880317,0.10501801,-0.23139942,0.273517214,0.113000596,0.425378857,-0.161485055,-0.460692573,1.191146077,0.330791128,0.852888966,0.194223036,0.734424769,-0.860188476,-0.346107087,0.213881708,-0.648255505,0.551020544
"Gausman"," Kevin","Kevin Gausman","SF",592332,2021,0.385985077,-1.143454263,-1.056668096,-0.286967323,-1.054477974,-0.86875623,-0.537216358,-0.629532178,-0.57571644,-1.071443357,-0.755223947,-0.540844416,1.336608693,-0.661834109,1.686522486,1.137539481,-1.5263316,-1.19977291,-1.38148435,-0.138668372,-1.797175566,0.148738853,2.193681693,-2.675143306,2.215472547,-2.015888906
"Gonzalez"," Chi Chi","Chi Chi Gonzalez","COL",592346,2021,0.111673352,-1.143454263,-1.128689051,-0.603700497,-0.991916953,-1.070379045,-1.226599184,-0.629532178,-0.57571644,-1.071443357,-0.755223947,-0.540844416,1.74447806,-1.024238431,0.828878874,-0.460692573,-0.821800351,-0.056693439,-1.38148435,-0.551453717,-1.90178715,0.226348648,2.262557321,-0.348093021,2.577553105,-2.301101067
"Goodrum"," Niko","Niko Goodrum","DET",592348,2021,0.111673352,0.157840762,0.311730043,0.095751929,0.155035098,0.228967986,0.189831726,2.096624465,1.947597232,0.110813393,0.104385512,-0.540844416,-0.702738134,1.1501875,-0.361398481,-0.460692573,0.777373755,0.795772608,0.287875024,0.487167475,0.023065997,-0.258712568,-0.50107725,0.490911504,-0.747004748,1.007360002
"Gray"," Jon","Jon Gray","TEX",592351,2021,0.385985077,-1.143454263,-1.824891613,-1.329547353,-1.603624713,-1.921675375,-0.625904527,-0.629532178,-0.57571644,-1.071443357,-0.755223947,-0.540844416,1.74447806,-1.024238431,0.855465835,-0.460692573,-0.340929815,-1.19977291,-1.38148435,0.806743226,0.389206541,-1.044511739,1.134718913,-0.474735213,2.577553105,-2.301101067
"Holaday"," Bryan","Bryan Holaday","ARI",592407,2021,1.483231974,-1.143454263,-1.128689051,-0.168192383,-0.547038581,-0.073466237,-1.226599184,-0.629532178,-0.57571644,-1.071443357,3.353203689,-0.540844416,-0.702738134,-1.024238431,-0.500468685,-0.460692573,0.050476434,-1.19977291,0.236510121,1.272791197,0.755347085,-0.161700325,-0.776579762,-0.69635905,1.030481629,-1.046167558
"Jones"," JaCoby","JaCoby Jones","DET",592444,2021,0.111673352,-0.30484192,-0.672556338,-0.484925556,-0.602648378,-0.68953595,-0.120924942,1.840569419,0.975708686,0.071404844,-0.755223947,-0.540844416,-0.702738134,-1.024238431,-0.500468685,-0.460692573,1.179963041,0.466410726,0.390604832,0.087697786,-0.175696013,0.653202518,-0.776579762,0.190136297,-0.088676461,0.379893247
"Judge"," Aaron","Aaron Judge","NYY",592450,2021,0.111673352,1.829807683,1.007932605,1.059148666,1.441011641,1.136270654,1.236146724,-0.168171194,-0.141057989,0.590881294,-0.424213221,0.34253091,-0.702738134,1.1501875,-0.321962301,2.735771535,0.855655005,2.210091275,0.955618774,0.260801318,-0.677831617,-0.336322363,-0.621609599,1.947296716,0.273404098,0.493978112
"Machado"," Manny","Manny Machado","SD",592518,2021,0.111673352,0.938207577,0.527792907,0.940373726,1.05869429,0.845037699,1.448369231,0.412792185,0.348516014,-0.058280084,-0.536963727,4.777435616,-0.702738134,1.1501875,-0.112049942,-0.460692573,0.330052327,1.376999457,0.416287284,0.314063943,0.06491063,-0.530346849,-0.544124518,1.472388495,-0.154509289,-0.190531075
