last_name,first_name,name,team,player_id,year,AB,PA,BB.,AVG,SLG,OBP,CSSB.,SB.,HBP.,SacBunt.,SacFly.,SweetSpot.,Barrel.,SolidContact.,Flare.Burner.,Under.,Topped.,Poor.Weak.,HardHit.,OutofZoneContact.,InZoneContact.,Whiff.,StraightAway.,Popup.,SprintSpeed
Reyes, Victor,Victor Reyes,DET,622682,2021,-0.059108978,-0.128671849,-0.960640157,0.676429414,0.551254898,0.116955311,0.68733775,0.802786304,-0.755223947,0.928739329,-0.299429788,0.755007684,0.408288041,-0.225774014,0.753480601,-0.583681191,0.381568237,-0.389154355,0.095154653,0.794222072,0.217105752,-0.320070189,0.516301828,-1.044381201,1.178487299
Hernandez, Elieser,Elieser Hernandez,MIA,622694,2021,-1.102802138,-1.089626156,-1.824891613,-1.791449898,-1.846917573,-2.414531145,-0.629532178,-0.57571644,-0.755223947,1.74447806,-1.024238431,-0.396844994,-1.19977291,-1.38148435,-1.683284503,-1.567030081,0.333062115,3.140721577,-1.954865836,-1.42150502,-1.736846019,0.113368861,0.906578665,-1.448804125,-0.002291049
Mateo, Jorge,Jorge Mateo,BAL,622761,2021,-0.139393067,-0.181001044,-0.792591262,0.531260043,0.273205916,0.228967986,2.270999637,2.227007222,0.581489362,0.520869963,0.062974534,0.274137149,-0.095441895,-0.277138918,0.407273537,0.5252016,-0.37512726,-0.165308564,-0.205620554,-0.055836749,-0.12406043,0.277372826,0.181778825,0.658452164,2.091166214
Velazquez, Andrew,Andrew Velazquez,NYY,623205,2021,-0.81913169,-0.851766179,-1.46478684,0.227724085,0.148083874,-0.409504262,3.630929348,3.705750887,-0.755223947,-0.702738134,-1.024238431,1.638467505,1.435122142,0.955618774,-0.777819874,-0.615064666,0.76961721,-0.578562332,0.744195889,-1.031314085,-0.630640519,0.593666187,0.650111029,-0.490960357,1.46369946
Giambrone, Trent,Trent Giambrone,CHC,623508,2021,-1.108154411,-1.113412153,-1.824891613,-0.696081006,-1.269965935,-1.31680693,-0.629532178,-0.57571644,-0.755223947,-0.702738134,-1.024238431,-3.449813742,-1.19977291,-1.38148435,-1.416971377,0.964570254,2.195697186,-0.776579762,-0.039402677,-1.247312638,-0.299812706,0.769384721,-1.691549992,-1.448804125,0.722147841
Bote, David,David Bote,CHC,623520,2021,0.379777377,0.380348501,0.167688134,-0.102206305,-0.046550414,0.038546438,-0.478112274,-0.57571644,0.312715975,-0.090934086,0.606581017,-0.374478922,0.718275694,0.236510121,-0.43161281,0.305517274,-0.093791755,-0.268622006,0.783771574,0.215903366,0.578948673,-0.355213896,-0.253101079,-0.001395765,0.265808383
Ramirez, Harold,Harold Ramirez,CLE,623912,2021,0.636686462,0.542093285,-0.888619202,0.80840157,0.426132856,0.374584463,-0.134861268,-0.109675971,0.212134402,-0.702738134,1.1501875,-0.709969994,0.020803475,0.596064447,0.03443516,-0.510453082,0.973342921,-0.630219053,1.06080137,0.654868167,0.858084641,-0.484074154,0.43824646,-0.10782285,1.064402434
Santander, Anthony,Anthony Santander,BAL,623993,2021,0.995288728,0.90839765,-0.552521413,0.452076749,0.669425715,0.150559113,-0.411372516,-0.438694391,-0.117385868,-0.213294895,0.715302313,0.408333577,0.427662269,0.287875024,1.099687665,0.556585076,-0.976603168,-0.552733971,0.7679413,0.752415901,0.37218129,-0.343499327,0.003366557,1.020304254,-0.361658372
Suarez, Ranger,Ranger Suarez,PHI,624133,2021,-1.092097593,-1.065840158,-0.792591262,-0.247375676,-0.164721231,-0.611127077,-0.629532178,-0.57571644,2.281439988,1.74447806,-1.024238431,-0.654054815,-1.19977291,-1.38148435,-0.391665842,0.096294106,-0.772877457,1.375783611,-2.176489673,-0.662026237,0.434211505,-1.233806565,-0.676830216,-1.448804125,-2.415185932
Alonso, Pete,Pete Alonso,NYM,624413,2021,1.824890983,1.855080358,0.431764968,0.729218277,1.267231027,0.811433896,-0.443114632,-0.341545614,0.560504881,-0.702738134,1.1501875,0.408333577,1.667612882,0.724476707,-0.218562309,0.033527155,-0.491541952,-0.406373262,1.068716507,0.529449653,0.568610304,-0.366928465,-0.241950312,0.10503132,-0.418700804
Arroyo, Christian,Christian Arroyo,BOS,624414,2021,-0.299961246,-0.314202631,-0.768584278,0.729218277,0.75284041,0.542603476,-0.3944418,-0.280404603,1.945896993,1.74447806,-1.024238431,0.520163934,0.233919986,0.108097861,0.18090738,-0.186157171,0.168141302,-0.208355831,0.134730338,0.410998833,0.413534767,-0.179495362,0.43824646,-0.043966599,0.665105409
Biggio, Cavan,Cavan Biggio,TOR,624415,2021,0.160334199,0.223360917,1.199988484,0.227724085,0.134181425,0.542603476,0.094130405,-0.030293547,-0.517661771,-0.213294895,0.715302313,0.21822197,-0.114816124,0.056732957,0.260801318,0.671657818,-0.404230933,-0.432201622,-0.126469184,-0.599316979,0.475564982,-0.273211913,-0.264251846,-0.129108267,0.893275137
Conforto, Michael,Michael Conforto,NYM,624424,2021,0.995288728,1.103442831,1.12796753,0.333301809,0.328815712,0.811433896,-0.546896145,-0.471912111,0.994503071,-0.702738134,1.1501875,0.229405006,0.582656096,-0.020314398,0.646955351,-0.008317478,-0.132596652,-0.518296157,0.451335819,0.787254377,0.403196397,-0.554361567,-0.208498012,-0.533531191,0.151723519
Frazier, Adam,Adam Frazier,PIT,624428,2021,1.910527345,1.864594757,-0.024367746,1.296698546,0.516498775,1.057861781,0.243786463,0.155637274,0.337784959,1.132674011,-0.480631948,0.855655005,-1.006030626,-0.17440911,1.472526042,0.117216422,-0.151999101,-0.458029983,-0.664698502,1.609442418,1.499063529,-1.83124958,-0.487267181,-0.150393684,0.208765951
Trevino, Jose,Jose Trevino,TEX,624431,2021,0.347663741,0.261418513,-0.864612217,0.425682318,0.022961832,-0.073466237,-0.289248902,-0.361990817,-0.755223947,0.276148343,0.280417127,0.29650322,-0.366681092,0.262192573,0.247485661,-0.008317478,0.303958442,-0.32888818,0.26137253,0.633965081,0.930453225,-0.659792688,0.326738793,-0.341962438,-1.274337287
Gordon, Nick,Nick Gordon,MIN,624503,2021,-0.107279431,-0.147700647,-0.480500459,0.438879534,0.1272302,0.228967986,1.745226597,2.136178218,0.214821482,-0.702738134,1.1501875,0.53134697,0.117674616,0.36492238,1.29942251,-0.6569093,0.255452321,-0.656047413,1.116207329,0.320418795,0.144737168,0.043081447,0.650111029,-1.001810367,0.665105409
McGuire, Reese,Reese McGuire,TOR,624512,2021,-0.117983977,-0.142943448,-0.168409655,0.610443336,0.043815506,0.419389533,-0.629532178,-0.57571644,-0.11150716,0.520869963,0.062974534,0.92275322,-0.696042973,-0.405551177,0.860005852,0.368284224,-0.462438279,-0.165308564,-0.039402677,0.550352738,0.765039318,-0.776938377,0.33788956,-0.214249936,-0.247573507
Nunez, Dom,Dom Nunez,COL,624513,2021,0.042584202,0.075887731,1.272009439,-0.234178461,0.433084081,0.240169253,-0.629532178,-0.57571644,-0.755223947,-0.702738134,1.1501875,0.92275322,0.621404553,0.673111803,-0.098721403,1.12148763,-1.228835001,-0.216965285,-0.205620554,-0.418156903,-0.186090645,0.55852248,-0.687980983,1.169302173,-0.817997829
Soler, Jorge,Jorge Soler,KC,624585,2021,1.584038716,1.688578374,0.839883711,0.214526869,0.662474491,0.452993336,-0.629532178,-0.57571644,-0.059111647,-0.702738134,1.1501875,-0.027804816,1.202631402,0.519017092,-0.125352715,0.26367264,-0.384828485,-0.552733971,1.052886233,-0.578413894,0.361842921,0.136797999,-0.933297852,0.403027159,0.094681086
Sosa, Edmundo,Edmundo Sosa,STL,624641,2021,0.363720559,0.375591302,-0.576528398,0.847993217,0.363571835,0.811433896,0.341821446,0.034372797,2.886909762,0.113000596,0.425378857,-0.217916423,-0.444178005,-0.020314398,0.487167475,-0.363996864,0.585293948,-0.320278727,-0.142299458,0.132291023,0.24812086,-0.038920535,0.427095694,-0.512245774,1.691869189
Heredia, Guillermo,Guillermo Heredia,ATL,628338,2021,0.454709193,0.475492492,0.383750998,0.174935222,0.120278976,0.441792069,-0.629532178,-0.57571644,1.056272948,-0.702738134,1.1501875,0.53134697,-0.424803777,0.673111803,0.473851819,0.179983373,-0.093791755,-0.397763808,0.079324379,-0.655058541,0.465226612,-0.09749338,0.092572691,0.168887571,0.608062976
Hernandez, Yadiel,Yadiel Hernandez,WSH,628450,2021,0.235266016,0.199574919,-0.000360761,0.874387648,0.530401224,0.643414884,-0.199905807,-0.036035686,-0.513551704,-0.702738134,1.1501875,0.06165947,-0.076067667,0.981301226,0.646955351,-1.054433319,0.594995172,-0.363325994,0.348439038,0.661835862,-0.175752276,0.031366879,0.248683425,-1.342377039,-0.817997829
Ibanez, Andy,Andy Ibanez,TEX,628451,2021,0.176391017,0.118702527,-0.504507444,0.92717651,0.683328164,0.542603476,-0.629532178,-0.57571644,-0.241670501,0.520869963,0.062974534,0.520163934,0.214545758,0.133780313,0.127644755,0.619352026,-0.336322363,-0.423592169,0.380099586,0.620029691,0.951129963,-0.882369497,0.494000294,0.190172988,0.722147841
Urias, Julio,Julio Urias,LAD,628711,2021,-0.861949871,-0.84225178,-1.824891613,-0.049417442,-0.693014297,-0.95836637,-0.629532178,-0.57571644,0.242537038,1.74447806,-1.024238431,-1.067827136,-0.792914115,-1.38148435,-0.910976438,-0.740598567,0.517385378,1.057233832,-0.69635905,0.034743289,-0.010338369,-0.249782776,-0.844091718,0.360456325,-2.814482957
Cronenworth, Jake,Jake Cronenworth,SD,630105,2021,1.857004619,1.883623555,0.239709088,0.782007139,0.857108778,0.721823756,-0.188356865,-0.259037521,0.330985577,0.520869963,0.062974534,0.486614827,0.156423073,-0.431233629,0.473851819,0.295056115,-0.122895428,-0.458029983,0.071409242,1.212283788,1.468048421,-1.678960184,0.103723458,0.083745903,1.007360002
Crowe, Wil,Wil Crowe,PIT,640444,2021,-0.990404413,-0.980210566,-1.248723976,-1.976210917,-1.742649204,-1.94407791,-0.629532178,-0.57571644,0.948270457,1.74447806,-1.024238431,-0.765885172,-0.424803777,-0.354186273,-0.764504218,-1.263656487,0.682306191,1.289689076,-0.77551042,-0.21609374,-0.49624172,-0.027205966,0.739317163,1.105445922,-2.529270796
Frazier, Clint,Clint Frazier,NYY,640449,2021,-0.198268066,-0.138186248,1.704135167,-0.273770107,-0.136916333,0.508999674,-0.235458292,-0.080695402,0.205921982,-0.702738134,-1.024238431,-0.229099458,0.776398379,-0.302821369,-0.07209009,0.054449472,-0.074389306,-0.122261297,0.609638559,-0.74563858,-0.041353477,0.242229119,0.940030965,1.254443841,0.208765951
Meadows, Austin,Austin Meadows,TB,640457,2021,1.594743261,1.636249179,0.575806877,0.35969624,0.843206329,0.486597139,-0.044398127,-0.116326596,-0.046155231,-0.702738134,1.1501875,0.587262148,0.485784954,0.647429351,0.101013442,1.362094273,-1.180328879,-0.561343425,0.324693626,0.292548014,0.578948673,-0.425501309,-0.35345798,0.807450083,0.43693568
Mercado, Oscar,Oscar Mercado,CLE,640458,2021,-0.032347615,-0.043042258,0.287723058,0.227724085,0.224547344,0.296175591,0.90635808,1.112446014,-0.168305733,1.74447806,-1.024238431,-0.665237851,-0.424803777,-0.200091562,-0.271824935,0.744885927,0.226348648,-0.526905611,-0.48265035,0.369192662,-0.031015107,-0.156066224,-0.754885583,1.254443841,1.235529731
Pinder, Chad,Chad Pinder,OAK,640461,2021,-0.032347615,-0.066828255,-0.168409655,0.478471181,0.516498775,0.318578126,-0.434733389,-0.331017407,-0.155710896,-0.702738134,1.1501875,0.643177327,1.958226307,0.801524063,-0.285140591,-1.221811854,0.924836799,-0.716313587,1.614860961,0.278612623,-0.082706953,0.007937741,0.572055662,-0.746385362,-0.07644621
Alzolay, Adbert,Adbert Alzolay,CHC,640470,2021,-1.011813504,-1.018268163,-1.104682066,-1.870633192,-1.666185734,-2.022486783,-0.629532178,-0.57571644,-0.755223947,1.74447806,-1.024238431,-2.857112849,-1.19977291,-1.38148435,-2.189279443,-2.518995496,4.456082453,0.58371389,-2.255641043,-0.08370753,-1.509401898,0.382803946,-0.063538044,-0.320677021,-1.616591881
Lopez, Pablo,Pablo Lopez,MIA,641154,2021,-1.001108959,-1.008753764,-1.824891613,-1.923422054,-1.499356345,-2.403329878,-0.629532178,-0.57571644,-0.755223947,1.74447806,-1.024238431,-0.340929815,-0.114816124,0.056732957,-2.149332474,-0.771982042,0.575592723,1.616848309,-0.917982886,-2.020726812,-2.687975982,1.917412475,0.78392023,-1.448804125,-1.388422152
Anderson, Tim,Tim Anderson,CWS,641313,2021,1.642913714,1.445961198,-0.864612217,1.349487409,0.919669799,0.744226291,1.198294992,1.077438739,-0.628466653,-0.702738134,1.1501875,0.184672863,0.3114169,0.133780313,0.713533632,-1.190428379,0.692007415,-0.380544901,0.672959656,0.355257271,0.454888243,-0.249782776,0.471698761,-1.086952035,0.722147841
Bauers, Jake,Jake Bauers,SEA,641343,2021,0.331606923,0.323262107,0.455771952,0.029765851,-0.414965315,0.195364183,0.417483196,0.551616687,-0.311774636,-0.702738134,-1.024238431,0.60962822,-0.15356458,0.519017092,0.300748287,0.870419828,-0.675865214,-0.397763808,0.308863352,-0.174287569,0.413534767,-0.132637086,-0.00778421,0.956448002,0.43693568
Bellinger, Cody,Cody Bellinger,LAD,641355,2021,0.50823192,0.489764091,0.311730043,-0.550911634,-0.241184701,-0.353497924,0.018869495,0.035157207,-0.555671736,-0.702738134,1.1501875,0.195855899,0.175797301,0.801524063,-0.098721403,1.309788481,-0.947499495,-0.587171785,0.071409242,0.59215891,-0.289474337,0.195370843,-0.230799545,0.935162585,0.779190273
Calhoun, Willie,Willie Calhoun,TEX,641432,2021,0.213856926,0.175788921,-0.048374731,0.57085169,0.307962039,0.430590801,-0.320208345,-0.57571644,-0.263369897,-0.702738134,1.1501875,-0.296197673,-0.521674918,-0.020314398,0.913268477,0.472895808,-0.423633382,-0.47524889,0.625468833,1.53279777,1.013160178,-1.409525099,0.650111029,0.61588133,-0.361658372
Collins, Zack,Zack Collins,CWS,641470,2021,-0.134040795,-0.076342654,1.704135167,0.042963067,0.009059383,0.643414884,-0.092034244,-0.350654766,-0.45287215,1.74447806,-1.024238431,1.124047862,0.776398379,0.852888966,0.354010912,0.859958669,-1.364652141,-0.371935448,0.815432122,0.069581765,-0.279135967,0.043081447,-0.743734817,0.403027159,-0.875040262
Crawford, J.P.,J.P. Crawford,SEA,641487,2021,2.135322795,2.092940335,0.191695119,0.874387648,0.273205916,0.744226291,-0.101777021,-0.354734266,-0.246903229,-0.213294895,0.715302313,0.385967506,-0.73479143,-0.431233629,0.966531102,-0.081545587,0.362165788,-0.389154355,-0.253111376,0.996285235,1.199250823,-1.468097943,0.449397227,0.019889652,0.43693568
Davis, Jonathan,Jonathan Davis,TOR,641505,2021,-0.712086237,-0.685264195,0.98392562,-1.065603042,-1.144843893,-0.219082714,1.99345192,2.060200027,1.27904609,-0.702738134,1.1501875,-0.564590529,0.059551931,-0.559645889,-0.538138061,0.859958669,-0.064688082,-0.079214029,-0.633037953,-0.529640027,0.465226612,-0.249782776,-0.754885583,-1.108237452,1.178487299
Dozier, Hunter,Hunter Dozier,KC,641531,2021,1.42882281,1.407903601,0.071660194,0.12214636,0.398327958,0.150559113,0.162351222,-0.023086086,0.145149677,-0.702738134,1.1501875,0.240588041,0.505159183,0.955618774,0.087697786,0.441512333,-0.452737055,-0.526905611,0.665044518,-0.89196018,0.382519659,0.511664204,0.43824646,0.488168827,0.836232705
Engel, Adam,Adam Engel,CWS,641553,2021,-0.519404423,-0.509247812,0.071660194,0.597246121,1.107352862,0.721823756,1.686188063,1.969590405,1.739178584,-0.702738134,1.1501875,0.878021077,0.466410726,0.005368053,0.5404301,-0.039700954,-0.384828485,-0.311669273,0.285117941,-0.376350731,0.682332365,-0.074064242,0.02566809,0.61588133,1.691869189
Fargas, Johneshwy,Johneshwy Fargas,CHC,641561,2021,-0.899415779,-0.918366972,-1.3687589,0.57085169,0.335766937,-0.140673842,2.291196064,0.647253823,-0.755223947,1.74447806,-1.024238431,0.37478447,-1.19977291,-0.7137406,0.260801318,-0.311691072,0.11963518,0.58371389,-0.799255831,0.341321881,-0.144737168,-0.062349673,-0.35345798,0.786164666,0.893275137
Fowler, Dustin,Dustin Fowler,PIT,641583,2021,-0.958290778,-0.956424569,-0.264437595,-0.471728341,-0.984965728,-0.364699192,0.609001119,0.980083271,0.763107986,-0.702738134,1.1501875,-0.396844994,-1.19977291,-1.38148435,0.127644755,1.759618293,0.333062115,-0.776579762,-0.158129732,-1.14279721,-0.640978888,1.085678081,-1.635796158,1.446012595,0.836232705
Fraley, Jake,Jake Fraley,SEA,641584,2021,-0.032347615,0.08540213,2.35232376,0.042963067,0.224547344,0.889842769,1.127143849,1.263176417,-0.228104912,0.113000596,0.425378857,0.84447197,0.001429246,-0.328503821,0.473851819,0.20090569,-0.210206447,-0.13087075,-0.015657266,-0.08370753,0.072368584,0.066510585,0.33788956,-0.576102026,0.551020544
Garver, Mitch,Mitch Garver,MIN,641598,2021,-0.069813523,-0.01925626,1.248002454,0.650034983,1.253328578,0.968251641,-0.316489098,-0.379099863,0.107038649,-0.702738134,1.1501875,0.84447197,2.171342819,1.777457235,-0.391665842,0.138138739,-0.73407256,-0.716313587,1.567370139,-0.048869054,-0.062030215,0.23051455,-1.011353219,0.871306334,-0.646870533
Guillorme, Luis,Luis Guillorme,NYM,641645,2021,-0.471233969,-0.43313262,1.704135167,0.768809923,-0.17862368,1.125069386,-0.160258847,-0.57571644,-0.755223947,1.74447806,-1.024238431,0.408333577,-1.025404855,-0.456916081,0.979846758,-0.238462963,0.944239248,-0.621609599,-0.878407201,1.365573084,1.157897346,-1.561814495,0.494000294,-1.257235371,-0.475743236
Hampson, Garrett,Garrett Hampson,COL,641658,2021,1.246845541,1.174800824,-0.216423625,0.35969624,0.301010814,0.172961648,1.675440679,1.47520721,-0.331074566,0.765591582,-0.154468059,0.330052327,-0.289184178,0.878571418,0.234170005,0.033527155,-0.569151747,-0.070604576,-0.213535691,-0.264867607,0.413534767,-0.542646999,0.293286493,-0.25682077,1.805954053
Heim, Jonah,Jonah Heim,TEX,641680,2021,0.240618289,0.180546121,-0.552521413,-0.141797952,0.148083874,-0.364699192,0.170082294,0.17761815,-0.510159836,-0.090934086,0.606581017,0.363601434,0.001429246,0.313557476,0.194223036,0.556585076,-0.44303583,-0.371935448,0.316778489,1.052026797,0.527256827,-0.753509239,0.003366557,1.275729258,-0.418700804
Hermosillo, Michael,Michael Hermosillo,CHC,641684,2021,-0.985052141,-0.994482165,-1.200710006,-0.168192383,1.13515776,-0.387101727,-0.629532178,-0.57571644,1.082756817,-0.702738134,-1.024238431,-0.184367315,2.830066582,0.750159159,-1.789809754,1.403938907,-1.578079076,-0.061995122,-0.039402677,-0.08370753,-0.940791594,0.816242996,-1.379328522,2.978562623,0.836232705
Kuhl, Chad,Chad Kuhl,PIT,641771,2021,-1.06533623,-1.061082958,-0.816598247,-2.094985857,-2.006795737,-2.112096923,-0.629532178,-0.57571644,-0.755223947,1.74447806,-1.024238431,-2.521621778,-1.19977291,-1.38148435,-0.671294624,-2.518995496,1.652428623,2.090368251,-0.039402677,-2.571174738,-1.157897346,1.882268768,-3.241506572,0.317885491,-2.643355661
Lauer, Eric,Eric Lauer,MIL,641778,2021,-1.038574867,-0.999239364,0.119674164,-0.696081006,-0.470575111,-0.622328344,-0.629532178,-0.57571644,1.132432005,1.394875746,-0.713606155,-2.208496778,-0.114816124,0.056732957,-0.671294624,-0.771982042,-2.121347638,2.572497646,-0.917982886,-0.397253817,-1.705830912,0.546807911,-0.453814881,-1.448804125,-0.002291049
Lewis, Kyle,Kyle Lewis,SEA,641786,2021,-0.481938515,-0.475947415,0.791869741,0.518062827,0.384425509,0.688219954,-0.073202987,0.12312371,-0.280099665,-0.702738134,-1.024238431,1.604918398,1.512619056,0.287875024,0.260801318,0.859958669,-1.005706841,-0.681875773,0.300948215,-0.027965968,-0.785716056,0.722526445,-0.810639417,-0.299391604,0.551020544
Locastro, Tim,Tim Locastro,ARI,641796,2021,-0.433768061,-0.43313262,-0.744577293,-0.352953401,-0.588745929,-0.095868772,2.025519986,1.508770013,3.274195515,-0.702738134,1.1501875,0.207038934,-1.025404855,-0.893517763,-0.151984028,1.592239758,-0.481840728,0.024099413,-1.345400286,1.024156016,0.206767383,-0.671507257,-0.520719481,-0.065252016,2.262293511
Mahle, Tyler,Tyler Mahle,CIN,641816,2021,-0.883358961,-0.861280578,-0.360465534,-2.002605348,-1.958137165,-1.85446777,-0.629532178,-0.57571644,-0.755223947,1.74447806,-1.024238431,-1.626978922,-0.754165658,-0.17440911,-1.350393096,-1.786714408,1.768843315,1.229422902,-1.202927819,-0.529640027,0.475564982,-0.952656911,-1.312423922,-0.959239533,-0.532785668
Mancini III, Trey,Trey Mancini III,BAL,641820,2021,1.79812962,1.755179167,0.167688134,0.636837767,0.662474491,0.609811081,-0.629532178,-0.57571644,0.151831513,-0.702738134,1.1501875,0.576079113,0.815146836,0.673111803,0.447220506,-0.677831617,0.012921713,-0.294450366,0.649214244,0.334354185,0.031015107,0.183656274,0.092572691,-0.363247855,-0.07644621
Martin, Jason,Jason Martin,TEX,641829,2021,-0.407006698,-0.442647019,-0.576528398,0.016568635,0.120278976,-0.275089052,0.802344897,0.77328682,-0.755223947,0.520869963,0.062974534,0.274137149,0.272668443,0.339239928,0.660271007,-0.228001805,-0.23931012,-0.285840913,-0.039402677,0.153194109,-0.289474337,0.12508343,-0.554171782,0.977733419,0.43693568
McKinney, Billy,Billy McKinney,MIL,641856,2021,0.240618289,0.251904114,0.743855771,-0.194586814,0.148083874,0.094552776,-0.305331342,-0.168467342,-0.522413069,-0.702738134,1.1501875,-0.061353923,0.040177703,-0.148726658,0.074382129,1.100565313,-0.569151747,-0.458029983,0.047663831,0.06261407,0.516918458,-0.554361567,-0.899845551,0.019889652,0.493978112
McMahon, Ryan,Ryan McMahon,COL,641857,2021,1.648265987,1.660035177,0.551799892,0.623640552,0.780645308,0.665817419,-0.077354107,-0.055497194,-0.286477194,-0.702738134,1.1501875,0.978668398,0.214545758,1.135395938,0.207538692,0.138138739,-0.355724812,-0.578562332,0.760026163,-0.132481397,0.010338369,0.136797999,0.226381892,-0.405818689,-0.247573507
Neuse, Sheldon,Sheldon Neuse,LAD,641914,2021,-0.829836235,-0.861280578,-1.46478684,-0.498122772,-0.095208985,-1.00317144,1.637606529,0.84823144,-0.755223947,-0.702738134,-1.024238431,-0.005438744,1.280128316,-0.071679302,-0.511506748,0.431051175,0.032324161,-0.552733971,0.570062874,0.006872508,-1.48872516,1.401971442,1.832092306,-0.895383281,0.151723519
Nottingham, Jacob,Jacob Nottingham,SEA,641924,2021,-0.96364305,-0.961181768,-0.768584278,-0.748869868,0.440035305,-0.555120739,-0.629532178,-0.57571644,2.348921369,-0.702738134,1.1501875,0.810922862,1.570741741,-0.148726658,-1.630021878,2.962651509,-1.81090846,-0.363325994,-0.039402677,-1.247312638,-1.97462851,2.456282645,-0.977900919,0.573310495,-0.875040262
O'Neill, Tyler,Tyler O'Neill,STL,641933,2021,1.402061447,1.379360404,-0.120395685,1.04595145,1.552231233,0.901044036,0.739141994,0.781608192,0.935581472,-0.702738134,1.1501875,1.012217505,2.26821396,0.467652188,0.247485661,0.117216422,-1.063914187,-0.423592169,1.456558221,-0.508736941,-0.403196397,0.781099289,-0.063538044,0.147602154,1.691869189
Palacios, Josh,Josh Palacios,TOR,641943,2021,-0.990404413,-0.975453367,-0.120395685,-0.089009089,-0.950209605,0.161760381,-0.629532178,-0.57571644,2.570646094,0.520869963,0.062974534,-0.441577137,-0.463552233,-1.38148435,0.686902319,-0.102467904,0.536787826,-0.113651843,0.672959656,0.278612623,-0.351504552,0.382803946,1.408363169,-1.448804125,0.893275137
Rogers, Josh,Josh Rogers,WSH,642028,2021,-1.113506684,-1.108654954,-0.120395685,-2.728452204,-2.340454516,-2.246512133,-0.629532178,-0.57571644,-0.755223947,1.74447806,-1.024238431,-2.208496778,-1.19977291,-1.38148435,-1.416971377,-1.357806913,0.032324161,3.046017588,-2.675143306,-1.825631345,0.465226612,0.066510585,-0.453814881,-1.448804125,-0.002291049
Sisco, Chance,Chance Sisco,BAL,642082,2021,-0.781665781,-0.780408186,0.191695119,-0.762067084,-1.026673075,-0.342296657,-0.629532178,-0.57571644,0.927746454,-0.702738134,-1.024238431,-0.709969994,-0.831662572,-0.405551177,0.114329098,0.242750323,0.274854769,-0.13087075,-1.931120425,0.410998833,-0.734024211,0.499949635,-1.223217788,0.552025078,-1.046167558
Smith, Dominic,Dominic Smith,NYM,642086,2021,1.209379632,1.170043624,-0.264437595,0.491668396,0.182839997,0.363383196,-0.356970895,-0.347462167,0.519805322,-0.702738134,1.1501875,1.056949648,0.059551931,0.36492238,1.219528572,0.190444531,-0.685566439,-0.50107725,0.562147737,0.243774147,0.320489444,-0.062349673,0.226381892,-0.512245774,-0.304615939
Smith, Riley,Riley Smith,ARI,642092,2021,-1.092097593,-1.094383355,-1.824891613,-2.728452204,-2.340454516,-3.041802126,-0.629532178,-0.57571644,-0.755223947,1.74447806,-1.024238431,0.274137149,-1.19977291,-1.38148435,-0.671294624,0.964570254,0.032324161,0.661198971,-1.353315423,-3.56755516,0.072368584,3.27630247,-0.453814881,-1.448804125,-0.002291049
Tellez, Rowdy,Rowdy Tellez,MIL,642133,2021,0.411891012,0.370834102,-0.120395685,0.465273965,0.537352449,0.374584463,-0.629532178,-0.57571644,0.104385512,-0.702738134,1.1501875,0.53134697,1.047637576,0.596064447,0.021119504,0.221828007,-0.530346849,-0.406373262,1.132037603,0.696674339,0.816731164,-0.554361567,0.192929592,0.46688341,-0.932082694
Valaika, Pat,Pat Valaika,BAL,642162,2021,0.208504653,0.161517323,-0.456493474,-0.075811874,-0.324599396,-0.252686517,-0.240318815,-0.331258717,-0.258118801,-0.090934086,0.606581017,1.090498755,-0.26980995,1.238125745,0.380642224,1.006414887,-1.122121533,-0.320278727,-0.094808636,0.146226413,0.258459229,-0.085778811,-0.531870248,0.381741742,0.151723519
VanMeter, Josh,Josh VanMeter,ARI,642165,2021,0.288788742,0.299476109,0.719848786,0.069357498,0.120278976,0.284974323,0.109928833,-0.018386293,-0.529923106,-0.702738134,1.1501875,-0.083719994,-0.192313037,0.49333464,0.140960411,1.278405006,-0.588554195,-0.638828506,0.237627119,-0.62718776,0.423873136,-0.144351655,0.170628058,0.317885491,0.094681086
Wade, Tyler,Tyler Wade,NYY,642180,2021,-0.497995333,-0.485461814,0.815876726,0.80840157,-0.095208985,0.901044036,5.506400534,5.121302631,-0.273546201,-0.702738134,-1.024238431,-0.721153029,-0.986656398,-1.098977379,-0.378350185,-0.771982042,1.002446594,0.566494983,-1.582854396,0.18106489,-0.165413907,-0.191209931,0.170628058,-0.022681182,1.349614595
White, Eli,Eli White,TEX,642201,2021,-0.117983977,-0.128671849,0.143681149,-0.392545047,-0.199477354,-0.140673842,1.04324854,0.625017988,0.514653682,-0.702738134,-1.024238431,0.028110363,0.117674616,-0.405551177,-0.57808503,0.964570254,-0.113194203,-0.251403099,-0.862576927,-0.08370753,-0.175752276,0.253943688,-0.286553379,1.297014675,2.148208647
Widener, Taylor,Taylor Widener,ARI,642203,2021,-1.092097593,-1.089626156,-0.480500459,-1.897027623,-1.902527369,-1.798461433,-0.629532178,-0.57571644,-0.755223947,1.74447806,-1.024238431,-3.449813742,-1.19977291,-1.38148435,-2.895009228,-2.518995496,3.272533085,2.090368251,-2.675143306,-0.780477056,-3.111849118,2.995152815,1.408363169,-1.448804125,-2.3581435
