last_name,first_name,name,team,player_id,year,AB,PA,BB.,AVG,SLG,OBP,CSSB.,SB.,HBP.,SacBunt.,SacFly.,SweetSpot.,Barrel.,SolidContact.,Flare.Burner.,Under.,Topped.,Poor.Weak.,HardHit.,OutofZoneContact.,InZoneContact.,Whiff.,StraightAway.,Popup.,SprintSpeed
Wong, Kolten,Kolten Wong,MIL,543939,2021,1.20402736,1.165286425,-0.312451564,0.861190432,0.766742859,0.710622489,0.774905357,0.669602958,1.090228301,-0.702738134,1.1501875,0.497797863,-0.134190352,0.108097861,0.460536162,0.20090569,-0.035584409,-0.354716541,0.079324379,0.682738948,1.064852024,-1.081517169,-0.04123651,-0.10782285,-0.019403778
Gregorius, Didi,Didi Gregorius,PHI,544369,2021,0.791902368,0.765681664,-0.360465534,0.029765851,0.231498568,-0.017459899,-0.258714237,-0.10990866,0.614251932,-0.702738134,1.1501875,0.13994072,-0.754165658,-0.456916081,0.087697786,1.623623233,-0.520645625,-0.440811076,-0.569716857,0.696674339,0.279135967,-0.402072172,-0.543021015,1.531154263,0.551020544
Garcia, Leury,Leury Garcia,CWS,544725,2021,1.043459181,1.079656833,0.239709088,0.795204354,0.273205916,0.643414884,0.068988338,0.082375289,-0.16582923,0.870472276,-0.247657742,-0.083719994,-0.560423375,-0.148726658,0.314063943,-0.562758874,0.779318434,-0.10504239,-0.102723773,0.299515709,0.62030215,-0.437215878,0.270984959,-0.874097864,0.95031757
Vargas, Ildemaro,Ildemaro Vargas,ARI,545121,2021,-0.765608963,-0.780408186,-0.0963887,-0.669686575,-0.80423389,-0.611127077,0.126474435,0.373951101,-0.755223947,-0.702738134,-1.024238431,-0.285014637,-0.870411028,-0.097361754,-0.231877966,-0.604603508,1.332288221,-0.061995122,-0.435159528,0.431901919,0.703009103,-0.812082084,1.408363169,-0.022681182,0.151723519
Bauer, Trevor,Trevor Bauer,LAD,545333,2021,-1.017165776,-1.013510963,-1.128689051,-2.29294409,-2.111064106,-2.380927343,-0.629532178,-0.57571644,-0.755223947,1.74447806,-1.024238431,-0.396844994,-1.19977291,-1.38148435,-1.08407997,-1.096277953,2.088983718,0.790340774,-2.675143306,0.146226413,-0.858084641,-0.015491397,0.393643393,-1.448804125,-2.87152539
Grichuk, Randal,Randal Grichuk,TOR,545341,2021,1.557277352,1.417418,-0.624542368,0.452076749,0.59991347,0.105754043,-0.362796047,-0.57571644,-0.370765589,-0.702738134,1.1501875,-0.050170887,0.447036498,0.210827669,-0.404981498,0.692580135,-0.249011344,-0.47524889,0.5542326,0.264677233,0.920114856,-0.566076136,0.003366557,0.892591751,0.779190273
Marisnick, Jake,Jake Marisnick,CHC,545350,2021,-0.235733974,-0.233330239,-0.480500459,0.12214636,0.266254691,0.128156578,0.585483262,0.645289513,1.713982554,0.520869963,0.062974534,0.441882684,-0.017944982,-0.277138918,0.114329098,0.755347085,-0.326621139,-0.32888818,0.237627119,-0.439059988,-0.258459229,0.628809893,0.003366557,0.956448002,1.178487299
Stassi, Max,Max Stassi,LAA,545358,2021,0.331606923,0.342290905,0.287723058,0.452076749,0.620767143,0.609811081,-0.629532178,-0.57571644,0.996331428,-0.702738134,1.1501875,0.486614827,0.931392206,0.313557476,0.327379599,-0.447686132,0.05172661,-0.492467797,0.665044518,-0.055836749,-0.403196397,0.382803946,0.248683425,-0.405818689,-0.190531075
Trout, Mike,Mike Trout,LAA,545361,2021,-0.551518059,-0.480704615,2.616400594,1.666220582,1.997109605,2.177988532,-0.229260704,-0.07291022,0.201533171,-0.702738134,-1.024238431,0.822105898,2.365085102,0.313557476,1.485841698,-1.002127527,-1.287042347,-0.208355831,1.488218769,-0.08370753,0.113722061,-0.062349673,0.237532659,-0.320677021,1.46369946
Herrera, Odubel,Odubel Herrera,PHI,546318,2021,1.230788723,1.165286425,-0.408479504,0.702823845,0.551254898,0.419389533,-0.002575001,0.099335338,0.096523255,-0.294868768,0.787783177,0.184672863,-0.289184178,0.185145217,0.367326568,-0.447686132,0.488281705,-0.208355831,0.498826641,1.170477616,0.682332365,-0.952656911,0.449397227,-0.10782285,0.322850815
Alford, Anthony,Anthony Alford,PIT,546990,2021,-0.465881697,-0.471190216,0.119674164,0.346499025,0.481742652,0.441792069,2.624591085,1.282333226,0.660518,-0.702738134,-1.024238431,0.576079113,0.873269521,1.006983678,0.300748287,0.127677581,-0.481840728,-0.544124518,0.704620204,-0.89196018,-0.661655626,1.155965495,-0.152744178,-1.172093703,1.634826756
Almora Jr., Albert,Albert Almora Jr.,NYM,546991,2021,-0.899415779,-0.918366972,-0.936633172,-1.210772413,-1.137892668,-1.384014535,-0.629532178,-0.57571644,-0.755223947,-0.702738134,-1.024238431,-0.888898565,-1.19977291,0.827206515,-0.618031999,0.169522215,1.516611483,-0.776579762,0.942074314,-0.543575417,0.589287042,0.617095325,-0.030085744,0.977733419,0.722147841
Poteet, Cody,Cody Poteet,MIA,547001,2021,-1.124211229,-1.122926552,-1.824891613,-1.408730647,-1.645332061,-2.022486783,-0.629532178,-0.57571644,-0.755223947,1.74447806,-1.024238431,-2.051934279,-1.19977291,-1.38148435,-1.230552189,-2.518995496,1.652428623,2.451965298,0.293033078,-0.08370753,-1.157897346,0.980246961,0.014517323,-1.448804125,-2.187016203
Ruiz, Rio,Rio Ruiz,BAL,547004,2021,-0.508699878,-0.504490613,0.215702103,-0.511319988,-0.449721438,-0.342296657,0.171882441,0.430990958,-0.259881575,0.113000596,0.425378857,-0.586956601,-0.347306863,-0.251456466,0.061066473,0.159061056,0.575592723,-0.397763808,-0.56180172,0.424934224,-0.093045322,0.113368861,-0.074688811,-0.25682077,-0.5898281
Wolters, Tony,Tony Wolters,CHC,547172,2021,-1.049279412,-1.032539761,2.184274865,-1.078800257,-1.471551447,-0.051063702,1.070397288,-0.57571644,-0.755223947,1.74447806,-1.024238431,-0.866532494,-1.19977291,-1.38148435,-0.844398156,0.703041293,0.536787826,0.549276076,-1.456212204,0.306483404,-0.609963781,0.804528427,-1.591193091,-1.448804125,-0.817997829
Harper, Bryce,Bryce Harper,PHI,547180,2021,1.434175082,1.674306775,2.184274865,1.349487409,1.934548584,1.741139099,0.222250301,0.293640401,-0.172225058,0.113000596,0.425378857,0.900387148,2.306962417,0.750159159,0.28743263,-0.541836557,-0.695267663,-0.346107087,1.258679795,-0.125513702,-0.320489444,0.45309136,-0.197347245,-0.512245774,0.608062976
Perez, Roberto,Roberto Perez,CLE,547379,2021,-0.423063516,-0.409346622,0.719848786,-0.762067084,-0.123013884,-0.331095389,-0.280052294,-0.136712737,-0.321414823,1.74447806,-1.024238431,-0.497492315,1.241379859,-0.508280985,0.620324038,-0.594142349,-0.190803998,-0.087823483,0.601723422,-1.282151115,-0.475564982,0.804528427,0.449397227,-0.725099945,-1.160252423
Kim, Kwang Hyun,Kwang Hyun Kim,STL,547942,2021,-1.038574867,-1.037296961,-1.824891613,-1.210772413,-1.269965935,-1.49602721,-0.629532178,-0.57571644,1.653164711,1.74447806,-1.024238431,-1.090193208,-1.19977291,-0.020314398,-2.895009228,-0.866132468,1.904660456,1.487706506,-1.844053918,1.079897578,-1.075190393,-1.479812512,0.527452595,-1.448804125,0.493978112
Abreu, Jose,Jose Abreu,CWS,547989,2021,1.851652346,1.959738747,0.407757983,0.716021061,1.003084494,0.889842769,-0.570665321,-0.501770071,1.576417852,-0.702738134,1.1501875,0.039293399,0.776398379,0.981301226,-0.005511809,-0.322152231,0.226348648,-0.595781239,1.227019247,0.174097194,0.485903351,-0.038920535,0.43824646,-0.320677021,-0.133488643
Diaz, Elias,Elias Diaz,COL,553869,2021,0.63133419,0.589665281,0.119674164,0.518062827,0.884913676,0.430590801,-0.629532178,-0.57571644,-0.378710331,-0.702738134,1.1501875,-0.083719994,0.330791128,0.082415409,-0.032143121,0.441512333,-0.384828485,-0.346107087,0.348439038,0.034743289,0.74436258,-0.460645016,-0.208498012,0.61588133,-0.532785668
Narvaez, Omar,Omar Narvaez,MIL,553882,2021,0.915004638,0.941698047,0.383750998,0.782007139,0.453937754,0.789031361,-0.629532178,-0.57571644,0.343434232,-0.702738134,1.1501875,1.056949648,-0.211687265,0.108097861,0.553745756,0.859958669,-0.685566439,-0.337497634,-0.648868228,0.306483404,0.806392795,-0.519217861,-0.108141111,0.10503132,-0.875040262
