"last_name","first_name","name","team","player_id","year","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"Happ"," J.A.","J.A. Happ","STL",457918,2021,5.79404576442937,-1.88003273456464,-2.01167349144721,-1.20923379287686,-2.2600621329811,-1.82034044191738,1.31525937846976,1.99990535844658,-1.10120689072318
"Votto"," Joey","Joey Votto","CIN",458015,2021,-4.39573279755673,-3.20835529966303,1.30886077154327,0.625966353283998,-0.107574950553673,-1.27674270161511,1.21162710086494,0.30159511026279,-0.370289209511831
"Gardner"," Brett","Brett Gardner","NYY",458731,2021,-0.685922087884825,0.363397806771987,0.111695393106147,-0.231993314981419,0.720135909479775,-1.48518561280634,-0.332354641279375,0.84316393792349,1.35846852524769
"Joyce"," Matt","Matt Joyce","PHI",459964,2021,0.133806797047491,-1.69650243817936,-0.836359452558938,-0.172283914931658,-2.27945266810801,-2.02080834893802,-0.305848327823844,0.202698115209182,1.0352591622913
"Butera"," Drew","Drew Butera","LAA",460077,2021,3.15329801831351,-0.526145108686643,0.0314058680752724,3.00264072173599,2.67958324593206,-1.41825233797418,-0.748095503688641,1.32968842831185,-1.17963312430052
"Romine"," Andrew","Andrew Romine","CHC",461865,2021,1.19246503798395,1.0375074731865,-1.19293728561262,-0.7442358881316,0.826003869636401,-0.952277675744377,0.398425114049886,0.67706888602446,-0.42700733221488
"Andrus"," Elvis","Elvis Andrus","OAK",462101,2021,-0.359642666378053,0.645425685194535,-0.0104091960580617,-1.51999454808431,1.31774567889566,-1.65308554729161,-0.00137727938463789,0.538683286803413,0.171182644829803
"Sandoval"," Pablo","Pablo Sandoval","ATL",467055,2021,-0.769749274092188,-3.32511705294601,-1.34632534255109,0.88055288592999,-0.8638638944387,-1.6669576339174,1.92206336046133,-0.615490702829637,-0.75594178361669
"Ramos"," Wilson","Wilson Ramos","DET",467092,2021,-0.487753417082696,-2.70320717211155,0.151750754691467,-0.488199885929253,-0.268625912318045,-0.273175118708272,1.16740671648674,0.766748183576646,-2.0206954081325
"Santana"," Carlos","Carlos Santana","KC",467793,2021,-1.24006293780322,-1.93971721174626,-0.123471013976081,-0.92395558807998,-0.304059113075976,-1.53444297038684,0.0596895524888966,1.30794016374049,0.683992815935902
"Parra"," Gerardo","Gerardo Parra","WSH",467827,2021,-0.0807521122393909,-0.200994479167394,-1.25784816687873,0.258844052344807,1.4270983673169,-1.53579722998118,0.232542759959396,-0.424292742444476,-0.767794262440482
"Carrasco"," Carlos","Carlos Carrasco","NYM",471911,2021,8.96413425662147,0.0162922809181965,3.35022273730614,0.790730240727745,0.281473764672623,-0.61269433145389,-1.79144033251978,-0.161297155286375,0.35498995902888
"Anderson"," Brett","Brett Anderson","MIL",474463,2021,5.85464402459742,-0.702962203948784,-0.416409551585579,-0.740232802285834,-1.88218366787548,-2.0203419070749,-0.530372724170681,-2.08201308255128,3.08690227133957
"Mercer"," Jordy","Jordy Mercer","WSH",474568,2021,-0.58169357961842,-0.575548505773072,-1.28870819718467,0.36067521311925,2.47574868577652,-0.137384004329449,1.06259092739367,0.451125042198372,-0.0986438485749667
"Belt"," Brandon","Brandon Belt","SF",474832,2021,-3.94677325883695,-2.12882945133599,1.12832537082221,1.05021416521947,-0.750084701512121,-0.979258376576879,0.296598191754801,-0.670596041106234,-0.525577741823515
"Zimmerman"," Ryan","Ryan Zimmerman","WSH",475582,2021,-1.91853558150129,-1.86529371141844,0.296198856615435,-0.737559578690362,-0.579666519413329,-0.461677475307219,0.602598583209749,0.0579740931557088,-1.43230722829458
"Lowrie"," Jed","Jed Lowrie","OAK",476704,2021,-2.03987990493818,-2.24620790284613,-0.114956883988254,-0.100097722971283,0.46318686240546,-1.43826358721199,0.502640623851776,1.28242898815635,-0.164086066084175
"Kershaw"," Clayton","Clayton Kershaw","LAD",477132,2021,4.02318848007301,-1.72875932867835,0.376352806744041,-1.25922643375558,2.87726873371736,-0.360439863460365,1.31502523282521,-0.100069863173064,-1.09889730097747
"Avila"," Alex","Alex Avila","WSH",488671,2021,-0.178519334976378,-2.38761874245436,-0.909998142801592,0.440693966197332,-0.254383488937115,-1.42903245546669,2.45521933974593,-1.48885247629782,1.95452574453781
"Brantley Jr."," Michael","Michael Brantley Jr.","HOU",488726,2021,-1.75318182474133,-1.25224175756412,-0.775006320345975,-1.06776012463368,1.74889837742615,-0.61030658801919,0.339079665639975,-0.0301377599697056,-0.789154968568581
"Castro"," Jason","Jason Castro","HOU",488771,2021,-2.10195548059095,-1.56161672448534,0.794629871041531,0.54480818524464,1.18897288564938,-0.717590728766154,1.0132789843399,-1.17710653097806,1.31863957847537
"Miley"," Wade","Wade Miley","CIN",489119,2021,3.56891277829764,-1.47128733426487,-0.310000995300953,-0.896349276435944,1.78632558076449,-0.656820460595962,1.40726423458687,0.455232878997502,-0.54835017067686
"Gurriel"," Yuli","Yuli Gurriel","HOU",493329,2021,-2.47937976593503,-1.21028218341793,-0.195959053250455,-1.30410739827269,1.25766653838856,-1.57549617745902,-0.712024783078201,0.685006423578976,0.286894101487454
"Campbell"," Eric","Eric Campbell","SEA",493472,2021,0.190861942039667,-0.508056405141818,-2.30431040710132,0.561318810409952,2.35964366222245,-0.227296007693021,2.18557022180011,1.08974803041069,1.10724493115433
"Rojas"," Miguel","Miguel Rojas","MIA",500743,2021,-0.302190962426891,0.747462545696645,-0.532355414828764,-0.726841989225789,0.934773899304132,-0.783843554943108,0.913301510635664,-0.106000528173248,-0.513425207382127
"Escobar"," Eduardo","Eduardo Escobar","ARI",500871,2021,-2.39200329871907,-0.712878804650717,0.0966247432393458,1.05847349957243,0.498099351228498,0.160956485792597,-0.523732862019131,0.966153339563944,-0.751105466245947
"Adrianza"," Ehire","Ehire Adrianza","ATL",501303,2021,-1.31534935126152,-0.802182999713643,-0.233989784115445,0.0203997587194548,1.50354517816478,-0.640864519419886,-0.575000768947465,0.294493193654081,0.628746355705888
"Lagares"," Juan","Juan Lagares","LAA",501571,2021,-0.308484330320747,-0.0652336431982605,0.461849560145357,-0.28753252350995,0.842140174209801,0.101689648734276,0.443272001861518,0.0042734549681471,0.0313582791490797
"Almonte"," Abraham","Abraham Almonte","ATL",501659,2021,-1.68666485692259,-0.234464758108387,-0.4021667682797,-0.222717949000019,0.0187685425101298,-0.0567518282139421,0.213139837427494,0.659989625303772,0.672300811056489
"Davis"," Khris","Khris Davis","OAK",501981,2021,-0.739502529168469,-2.10550138347616,-0.337314531551894,0.363407564631726,-0.0242293784503129,-0.494391632101097,1.0793024233238,0.740019035239064,-0.502677392685922
"Gibson"," Kyle","Kyle Gibson","TEX",502043,2021,4.96199709092296,-1.14405658425591,1.56373016802177,-1.92159243426068,-1.18794871591598,0.28076651066143,0.67230463559879,0.0495300161229926,-1.63773603093658
"Pham"," Tommy","Tommy Pham","SD",502054,2021,-2.0908330403304,0.24766752376436,0.299976735552825,-0.695855154711404,-0.422245477296976,-0.928881774987321,1.08337065757353,0.235952869684574,0.602313398127778
"Martinez"," J.D.","J.D. Martinez","BOS",502110,2021,-3.79717171305421,-2.54045836004268,1.22873175542661,-0.376638884593779,0.22906599754915,-1.03862239377385,-0.194628774095696,0.912587665110171,0.259477857963228
"Espino"," Paolo","Paolo Espino","WSH",502179,2021,4.7774890290158,-1.84187256321715,0.906345909152563,-0.0420218329690259,3.14598146464072,-0.527521706040289,1.1156655193623,-0.107264341402144,-1.32476722422932
"Reddick"," Josh","Josh Reddick","ARI",502210,2021,-1.29768947262855,-1.072421827712,-1.02718078084485,-0.139432997771145,2.04582236626278,-0.889803624805382,-0.548651053112023,1.29114959817697,-0.767174576907626
"Freeman"," Mike","Mike Freeman","CIN",502273,2021,1.21301738459589,1.82891867393063,-1.50172131598549,-0.169004762169446,1.35121496839007,-1.64814589000663,-0.68945711936487,0.230732028257927,-0.0344446395819003
"Dyson"," Jarrod","Jarrod Dyson","KC",502481,2021,1.37185673791527,5.04936020382173,1.74620907641442,-1.46452329315224,0.514983100940845,-3.12427289809878,3.10253564564838,0.567124676859315,-0.556160134733187
"Anderson"," Chase","Chase Anderson","PHI",502624,2021,7.6228047055591,-0.198291356529482,3.20430744347099,2.33033185053495,2.81454374081255,-0.671096771334578,-1.41918212498515,-0.417510199482302,0.35658998411238
"Goldschmidt"," Paul","Paul Goldschmidt","STL",502671,2021,-3.75164270522636,-1.54040081640729,1.30860676278809,-0.443271740560548,0.322287226040118,-1.47986721129455,0.141324436273635,1.19529416243182,0.0888897759815362
"Gonzalez"," Marwin","Marwin Gonzalez","BOS",503556,2021,0.239154188403189,0.300348418372412,-0.732404545321217,-0.365215923362578,0.291442038581535,-0.911125398180286,0.00764396827147058,-1.24109380671639,-0.462950709372739
"Darvish"," Yu","Yu Darvish","SD",506433,2021,5.07404644217782,-2.33786496948799,-0.854178002615094,-2.2744166450916,0.212891466873829,-1.19977844847751,1.9367708071104,-1.12349016879905,-1.46034186767759
"Leon"," Sandy","Sandy Leon","MIA",506702,2021,1.07883000387176,-1.39702375696906,-1.72088403406408,1.05029890152594,0.850809106725636,-1.00314542369153,-0.0456370301829743,0.876965097853669,-1.00415908927318
"Sanchez"," Adrian","Adrian Sanchez","WSH",506703,2021,1.32252652072442,-0.617604436234371,-2.12286857433824,-1.24586755430596,-0.0704796234110059,-0.682039778883551,0.105210033986154,-0.289401170077048,0.960702995901406
"Altuve"," Jose","Jose Altuve","HOU",514888,2021,-2.68266413659001,-0.268628952718893,1.13633125377455,-0.522919102645695,0.339834772956201,-0.726695981691902,-1.51891586997356,1.38462652455028,0.967655281916685
"Hernandez"," Cesar","Cesar Hernandez","CLE",514917,2021,-1.55563862331063,-0.0498678959573917,0.204417731273628,-0.882185311304078,-0.0903429289021805,-0.124224350168722,-1.43790326700352,0.718452426887774,0.531665339523802
"Segura"," Jean","Jean Segura","PHI",516416,2021,-2.18799973600504,-0.268188766338073,1.77138329658786,-2.71361208489399,0.185527111302086,-1.98304940316358,-2.13062695554449,1.48066795753499,1.48251971055259
"Castro"," Starlin","Starlin Castro","WSH",516770,2021,-1.05956751555529,-0.952952092562407,-0.583049022861637,-1.24006758850097,1.14821329669715,0.252247126782176,0.275578673162507,0.51420227277295,-0.354672192586215
"Marte"," Starling","Starling Marte","OAK",516782,2021,-2.49466023168534,3.47236259242093,2.369580766784,-2.02109486712542,0.383036352528976,-3.01272062569214,0.505657003577188,0.208302903812442,-0.127465448243742
"Bumgarner"," Madison","Madison Bumgarner","ARI",518516,2021,2.16963387729201,-2.6633134546651,-1.39094028544292,2.43911148907004,1.41013307215892,-2.12543149545746,0.828591426850682,0.356060130678476,0.801234327201282
"Culberson"," Charlie","Charlie Culberson","TEX",518586,2021,-0.0298897639433164,1.68564284821749,0.43797285254646,-0.314614833870052,1.38220086982933,-0.453431723436493,0.650811376886424,-0.179132911163964,0.0266419535774605
"d'Arnaud"," Travis","Travis d'Arnaud","ATL",518595,2021,-1.06025687563428,-1.35265328009548,-0.697262602643531,-0.790806480593035,0.373492209583565,-0.141619316741428,0.139382497225871,-0.251515808427889,-0.851190114811134
"Donaldson"," Josh","Josh Donaldson","MIN",518626,2021,-2.51655202085608,-3.1482871597315,0.251416199356167,-0.580084603800585,-1.41372649839293,-1.29926785651154,1.04487903927675,-0.515903218544272,-0.226230307815357
"Freeman"," Freddie","Freddie Freeman","ATL",518692,2021,-4.31616749346529,-1.23397292522585,2.08352171550206,-1.62226900209798,0.660269099396787,-1.11816063551774,-1.47935318677309,1.0465469934714,1.19097932916068
"Grandal"," Yasmani","Yasmani Grandal","CWS",518735,2021,-3.56437649997383,-3.9947073004093,0.433350474114921,-0.52159617953042,-0.967532752105867,-1.52971243471988,2.06048432025874,-0.700444147128996,1.94304496426015
"Heyward"," Jason","Jason Heyward","CHC",518792,2021,-0.460887121029266,0.167367704373534,0.199413222107009,-1.12776546658519,-0.500206887076803,-0.875827294934998,0.0704979221512437,1.2703434101965,0.643379061675838
"Kelly"," Merrill","Merrill Kelly","ARI",518876,2021,6.96555061976832,-1.69366260401099,1.415954748381,0.0568008958892979,-0.393663294044884,-1.2714770441471,0.207235972369829,-0.263470438110094,0.877033047368308
"Kozma"," Pete","Pete Kozma","OAK",518902,2021,2.13691794731641,0.368330019596859,-3.01923007501895,1.15884459560755,1.5538548821138,-0.596129474833892,-1.1630580483497,2.17779468233313,-0.100977450728192
"LeMahieu"," DJ","DJ LeMahieu","NYY",518934,2021,-1.23624871129886,-0.779131091165098,-0.757818138759109,-1.63816721223733,0.837570991035077,-0.536010645686381,0.465166369884384,0.155885547969517,0.292586706712376
"Lucroy"," Jonathan","Jonathan Lucroy","WSH",518960,2021,-0.56200717227555,-1.56224887407678,-0.500614121002124,1.6008040340067,2.01333762813413,-0.637445800399311,2.8493673846646,0.546437730522529,1.89153971028174
"Moore"," Matt","Matt Moore","PHI",519043,2021,7.15684270154469,0.547341906842931,0.830462397295635,-1.36852025917813,-0.617964231143348,0.581400076391793,-0.49559124389375,0.354322860228347,-0.511106240659944
"Moreland"," Mitch","Mitch Moreland","OAK",519048,2021,-1.59239532031485,-2.49168641832532,0.309861576332758,-0.61783589261667,-0.498032077389516,-1.58878141611356,0.204686929572596,1.43933540105152,-0.322178503047893
"Moustakas"," Mike","Mike Moustakas","CIN",519058,2021,-0.656127082047169,-1.71223342429759,-1.29733381062255,0.67748920660973,-0.341810348316638,-1.1173445158235,-0.0508827022955507,0.475814623132888,-0.472533417912667
"Rizzo"," Anthony","Anthony Rizzo","CHC",519203,2021,-2.13421327455863,-1.23709085645571,-0.237698366453496,-0.405427934801348,-0.141104334607901,-1.92301218610046,-0.937250497415009,-0.712226249944721,-0.427150055462037
"Romine"," Austin","Austin Romine","CHC",519222,2021,1.18620665822535,-1.43409558522533,-1.89127841987945,-1.55485818343652,-1.01861706641114,-0.644821221990474,0.435753568701632,-0.422726947222511,-0.974147924224737
"Sogard"," Eric","Eric Sogard","CHC",519299,2021,0.576024924177347,0.293430618808195,-1.08154021554075,-1.07621929363702,0.467343333932978,-1.87287870265189,-0.537369710466909,1.24632340293988,-0.770887046052795
"Souza Jr."," Steven","Steven Souza Jr.","LAD",519306,2021,0.0171115967881201,-0.451864811061179,-2.47651752220163,0.820613634309378,-1.92082815568978,-0.962894181125346,-0.482835293821243,-1.16662782443084,-0.325307766132276
"Stanton"," Giancarlo","Giancarlo Stanton","NYY",519317,2021,-3.39840870224964,-3.46688379438221,1.31789718004808,-0.808214098898509,-1.33335495864545,-0.910248996800589,0.988476390219669,0.430656235900558,0.313069525667464
"Vogt"," Stephen","Stephen Vogt","ARI",519390,2021,-0.875822805048652,-1.19308503816402,-0.651513689518797,1.30254535733158,1.0045147738172,-1.09705287956148,0.49603269236869,1.25836163597359,0.500180630673093
"Galvis"," Freddy","Freddy Galvis","BAL",520471,2021,-0.729012088232012,-0.876785316040389,-0.449528775705126,0.545473427463027,0.444864348521624,-0.441844912735234,0.0331134338698994,0.109444102556224,-0.386871163620249
"Perez"," Salvador","Salvador Perez","KC",521692,2021,-4.46124213584682,-2.89204433990357,3.19803953542059,-1.12045274140798,-0.656843056145169,-1.21276694555956,-1.96631268224319,1.41898072908555,-0.262850559146561
"Flores"," Wilmer","Wilmer Flores","SF",527038,2021,-1.52616228327683,-1.77073072387107,-0.893983912047752,0.126712943509859,0.097248114825571,-0.356075502713438,0.396339723439479,0.249170784663817,-0.600058577009767
"LaMarre"," Ryan","Ryan LaMarre","NYY",534606,2021,-1.37559268174451,1.6079142660604,1.25885752039474,-1.0687855948227,-3.70990785718103,-2.03540043404353,0.0681943584182559,-2.00605031645598,-0.448809307846197
"Tovar"," Wilfredo","Wilfredo Tovar","NYM",541600,2021,2.52603519514429,0.69383242022593,-0.63207370775445,-0.20031443084036,1.88166634978369,0.337675008543398,-1.09208928600324,0.410272105880861,0.482020605680966
"Garcia"," Avisail","Avisail Garcia","MIL",541645,2021,-3.39473122315295,-0.252043101876741,1.6742202553447,-0.811130718027379,-0.770798750719438,-0.170415201257864,-0.717523026756257,-0.58211699837226,-0.662995100106792
"Perez"," Hernan","Hernan Perez","WSH",541650,2021,3.12898312556459,-0.119167518613916,-1.66731854527868,1.39266815405732,-2.5464369047374,0.429614718023341,1.68889916127828,1.78658805429758,1.93046134045889
"Inciarte"," Ender","Ender Inciarte","ATL",542255,2021,0.739360177032583,0.736999077648396,-0.149579676477941,-0.0306120386542536,0.988613199297765,-0.0831788733540324,-0.201456128194424,0.356447499225274,-0.0273295101068859
"Ozuna"," Marcell","Marcell Ozuna","ATL",542303,2021,-1.30599593854908,-1.0813657463447,-1.0654539672368,1.29162718591439,-0.0815778153573605,0.114930690407198,0.739513273050265,-0.0915326538459033,0.0758083951448064
"Villar"," Jonathan","Jonathan Villar","NYM",542340,2021,-0.62518484791065,1.22716269669841,1.31992261773517,-0.859229919128905,0.197537421104651,-0.469085158479715,1.022704879156,0.139315570933987,0.807152165860752
"Ortega"," Rafael","Rafael Ortega","CHC",542364,2021,-1.49560272718444,1.52856798159724,0.836378442738768,0.387321514589297,1.35649384759466,-0.893030371485681,1.04343281063094,0.345417885115252,0.562426252820904
"Santana"," Danny","Danny Santana","BOS",542454,2021,-0.569522873546687,2.3309489778304,0.114151266133028,1.63382716081453,-1.52314425800488,-0.863103915768623,1.05313834475257,1.03264507794157,-0.575068963479405
"Aguilar"," Jesus","Jesus Aguilar","MIA",542583,2021,-2.66532379711682,-2.62752037558974,0.450482178777758,-0.00108419714783015,0.354827424732716,-0.974746448402426,-0.615110880821727,1.2446169555863,-0.392050325319509
"Anderson"," Tyler","Tyler Anderson","SEA",542881,2021,3.51532722029505,-0.0301167750413072,0.288815252095033,-1.2714956288445,-0.332774799227305,0.840885319208941,-0.083497215060809,0.224376528435379,-1.23911046132284
"Berti"," Jon","Jon Berti","MIA",542932,2021,-0.411692340682664,2.47022196356139,-0.229850813841227,-1.81813462817194,0.100741932303972,-0.527861544824914,0.432203747617792,-0.645979800219899,0.761600423700755
"Brantly"," Rob","Rob Brantly","NYY",542963,2021,2.93513443750128,0.511786245077699,-2.82682334470345,1.18620332724088,0.242997521211919,-1.40984023530754,-2.51532235425435,-0.169303896338077,-1.87337802275431
"Burns"," Andy","Andy Burns","LAD",542992,2021,-1.64300308657751,0.579306149921269,-4.22165604025792,-2.0778238957163,1.78453703451478,-2.10482509295061,-1.12617423172667,-5.01764450165574,2.77335202079511
"Crawford"," Brandon","Brandon Crawford","SF",543063,2021,-3.36789530557421,-1.08733463444157,1.31959867875416,-0.482874078550836,0.0114739863603517,-1.11144341725045,0.297065075327196,0.464605867070772,-0.388833875152433
"Cron"," C.J.","C.J. Cron","COL",543068,2021,-3.32933462938154,-2.15197495590761,1.11290269348648,-0.504846861292805,-0.0161011830559844,-1.30526906882035,-1.27379895785712,0.284680304709018,0.189381731733466
"DeSclafani"," Anthony","Anthony DeSclafani","SF",543101,2021,6.31745477484627,-2.04737143577682,1.10618699471,1.90678727077937,0.354848469988557,-0.896292241758968,1.00593537045592,0.435109961384637,0.503283298836246
"Dickerson"," Alex","Alex Dickerson","SF",543105,2021,-1.51185445380817,-0.798607025103451,-0.446828661505303,0.783875200143219,0.186950408335162,-0.0511789916116897,0.177714689730756,-0.820776226423446,-0.501877310927376
"Gomes"," Yan","Yan Gomes","WSH",543228,2021,-2.48432282020777,-2.04031295157362,0.273943193922755,-1.13518027927422,0.646242977874423,-1.40912146561472,-1.03497696491927,0.248026151824194,-0.55436035155234
"Gray"," Sonny","Sonny Gray","CIN",543243,2021,5.89121503493143,-0.600804754161396,-0.0718883286589925,-2.34005663723089,-0.39413621487768,-0.252546257874364,0.358260237072842,-0.274671017366868,-0.207845612987864
"Grossman"," Robbie","Robbie Grossman","DET",543257,2021,-3.16165948200705,0.246802941216214,1.25401833619343,-0.0505938343535023,0.491499330469086,-2.76743572021805,-1.19957749674721,2.40892246321125,2.42682677384228
"Harrison"," Josh","Josh Harrison","WSH",543281,2021,-1.57846047978083,0.335291979311649,-1.00945213102485,-0.0460911607366233,1.36969309865816,-1.48750462677635,-0.156686331317694,-0.712094884008303,-1.22219080035022
