"last_name","first_name","name","team","player_id","year","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"Hendricks"," Kyle","Kyle Hendricks","CHC",543294,2021,6.8651519608987,-2.10947079841335,1.24054327858202,-0.127699398551528,0.563853636100099,-0.886117116230452,0.724009814446153,0.277495430114249,-0.433342969599651
"Hicks"," Aaron","Aaron Hicks","NYY",543305,2021,-1.58020722189979,-1.0047008754517,-0.975512973330184,0.726930259230914,-0.231854248268485,-0.495859513965712,-0.351388357925992,-0.108782632076764,-0.0778642278828119
"Hicks"," John","John Hicks","TEX",543308,2021,-3.0411858336358,-2.30734510475564,1.91491346498683,1.61235325726719,-1.82418419200176,0.973680400824776,0.670592725062453,-0.652634073955686,-3.08790012955237
"Higashioka"," Kyle","Kyle Higashioka","NYY",543309,2021,-1.90873776044409,-2.12055780368722,-0.0757852974666984,1.75847075852058,-1.06620146666675,0.170390020819467,0.943423831328345,0.845374004055689,-0.863759328245673
"Hosmer"," Eric","Eric Hosmer","SD",543333,2021,-0.986220041850797,-0.592116527592806,0.262266381599764,-1.62832808749186,0.491176101757351,-0.240375769022953,0.638702816295409,-0.366528240666987,-0.0598168704853695
"Lavarnway"," Ryan","Ryan Lavarnway","CLE",543432,2021,1.77039753084184,-1.17756469626357,-0.409105025710109,0.331300344988019,2.33625746942416,-0.158940267255038,1.64849389145634,0.234207103295445,-0.691084167352231
"McCann"," James","James McCann","NYM",543510,2021,-0.954986918540738,-1.11529823911493,-0.0355453117159785,-1.26669198063679,-0.0565929527793777,-0.504498573522254,-0.237580279931995,0.590343786534573,0.0302233151502298
"Miller"," Brad","Brad Miller","PHI",543543,2021,-2.47930129349455,-0.845070254173129,0.922247471570679,-0.563679814091153,-0.71184447668113,-0.398616582867731,-0.0561312042807262,0.910894093193872,0.963303965843338
"Nola"," Austin","Austin Nola","SD",543592,2021,-1.12798024742428,-0.88293653553511,-1.34694982136808,-0.0609957098603547,1.0827432530984,-0.762216396155742,-0.468955864799248,-0.0689720375282413,-0.984778342415991
"Rendon"," Anthony","Anthony Rendon","LAA",543685,2021,-1.70712812440701,-2.00855778197877,-1.35397654616968,0.0908599695683874,0.169919790260988,-0.988032094404516,-0.0672575610694945,0.254622354201326,0.232510314730727
"Semien"," Marcus","Marcus Semien","TOR",543760,2021,-3.54210031906929,0.0185530471586831,1.13776677036579,0.488467658034426,-0.277370641970575,-0.788004977955443,-0.45985340779692,1.49967675940141,0.0749887394584006
"Shaw"," Travis","Travis Shaw","MIL",543768,2021,-0.913456556282079,-1.83911632280715,0.792761639994842,0.95436852680429,0.394987436337439,-0.843635346173347,-0.0698968662670086,0.903310775399777,0.576753298476304
"Springer III"," George","George Springer III","TOR",543807,2021,-3.6023044685447,-0.537537836912653,0.892159018045809,1.10052008607433,-0.788686092152995,-0.13665301453228,0.00197479466933093,-0.278684239869113,-0.432324438106517
"Vazquez"," Christian","Christian Vazquez","BOS",543877,2021,-0.250997797846631,-0.160793396662701,-1.03110935373593,-0.599997856554266,0.829512524736075,-0.954521986882621,0.719435995982979,0.291276883227693,-0.665786503219393
"Wong"," Kolten","Kolten Wong","MIL",543939,2021,-1.68129754577498,0.849396794462713,-0.0222533600530084,-0.153955418980199,0.653807882795148,-0.882385351132182,-0.305667766938543,-0.147974126986651,-1.18967732969828
"Gregorius"," Didi","Didi Gregorius","PHI",544369,2021,-0.99859537830982,0.162576653288923,-0.885248014330809,0.637122756428102,0.056033482361164,-0.775802878347526,-1.66248885480611,0.329103887990717,-0.895739356856156
"Garcia"," Leury","Leury Garcia","CWS",544725,2021,-0.353011103351412,0.896948327469515,0.329292009453995,-1.34445589621033,0.79470147597741,-0.0956739763891293,-0.228204675677459,-0.421706885218324,1.01398615606028
"Vargas"," Ildemaro","Ildemaro Vargas","ARI",545121,2021,1.61425884014741,0.659422990691572,-0.997929581680808,-1.27708295307268,-0.486929309082421,-0.0453864278175106,0.650213126696365,0.463151901845563,0.133692640872679
"Bauer"," Trevor","Trevor Bauer","LAD",545333,2021,7.22965077106813,-1.99385003222574,-0.0718471801973003,-0.678208210042698,0.0101108957294184,-0.480649746452087,1.07810331569949,0.801055460992515,-1.02758397137429
"Grichuk"," Randal","Randal Grichuk","TOR",545341,2021,-1.83820138066065,-0.697107714522397,0.0683984182102871,-0.0435867447202462,-0.680786315252429,0.0398287621034873,-0.888401040479388,0.569340389262237,-0.596850849160685
"Marisnick"," Jake","Jake Marisnick","CHC",545350,2021,-0.864883511780141,1.34498838357231,-0.270516573920906,0.798564995597028,0.104323637948658,-0.744947648959527,-0.502043014053519,-1.36559177546843,-0.863537165586988
"Stassi"," Max","Max Stassi","LAA",545358,2021,-1.75875806669258,-1.45016194008482,-0.41531309089585,-0.243067019225178,-0.237153442699362,-0.0369912061689061,0.132137448546877,-1.13570953964209,-0.741523243877837
"Trout"," Mike","Mike Trout","LAA",545361,2021,-4.69821195954437,-0.182675746942854,1.49435622324579,0.465605553133895,0.897286938134731,0.957228828597871,0.852730745078272,-1.20174470355467,1.38522879955045
"Herrera"," Odubel","Odubel Herrera","PHI",546318,2021,-0.963382670195729,0.52381237896528,-0.0272778724434935,-0.628494464337648,0.547620719665881,0.341031836161511,-0.00329538842394171,-0.238503511882547,-0.669067261355201
"Alford"," Anthony","Anthony Alford","PIT",546990,2021,-2.21723404358215,3.03098405743298,0.0445919822825286,0.667403404396586,-0.668169541166484,-0.2667404313911,1.08650416399857,-0.919315971754717,0.133157384934995
"Almora Jr."," Albert","Albert Almora Jr.","NYM",546991,2021,2.15226540107207,0.984177953006024,-2.15329935454104,-0.509684464942334,-1.28082806926809,1.5413326791742,0.0731053524825147,0.949366732511359,0.253535571145949
"Poteet"," Cody","Cody Poteet","MIA",547001,2021,6.49145717648574,-1.6951935313013,2.01787916753036,-1.2079196169543,-0.172473558277908,0.942598243191487,0.8757230443935,-0.210747046329659,-1.09024563669136
"Ruiz"," Rio","Rio Ruiz","BAL",547004,2021,1.04826907713093,0.120883210843878,-0.692878984384832,-0.440000352592434,-0.50901309878268,-0.0995227970378744,0.416533916484666,0.238002731582009,-0.187789102532444
"Wolters"," Tony","Tony Wolters","CHC",547172,2021,3.43119547551911,0.302821269659746,-1.37595739315654,-0.395057629722239,-0.54554356677028,-1.2473586195921,0.781811294794677,-0.0771027260178228,2.59425364504158
"Harper"," Bryce","Bryce Harper","PHI",547180,2021,-4.78060114207614,-0.796042703975425,2.4903264530468,-0.347722172471576,-0.410796765778327,0.0837088878646274,0.42110644810519,-0.568989159411638,1.54061583028269
"Perez"," Roberto","Roberto Perez","CLE",547379,2021,0.684679696955799,-1.34082474060962,0.852434091839011,0.411113792882299,-0.00483248955132722,-0.185015877203099,1.65061915500333,-0.294987369283831,-0.198205098212034
"Kim"," Kwang Hyun","Kwang Hyun Kim","STL",547942,2021,5.01008884383201,0.729369169624531,0.714236472627882,0.244048413780892,-1.03604226079586,-0.440041488166911,-1.23908809380688,-1.20718746782586,-0.455417259145265
"Abreu"," Jose","Jose Abreu","CWS",547989,2021,-2.9538283109464,-1.99410237323254,0.24422730019016,-0.738305796337735,-0.887778006818949,-1.18629725199935,-0.182676022464156,-1.7028895328565,-0.444732924941997
"Diaz"," Elias","Elias Diaz","COL",553869,2021,-2.13310410860229,-2.26099570548885,0.604837115593084,-1.1685732239812,-0.501600699793063,-1.48245715933575,-1.1724790100893,1.39575539915557,0.648536033646089
"Narvaez"," Omar","Omar Narvaez","MIL",553882,2021,-1.51850132709117,-1.52646560938325,-0.998507524754972,0.0218491927002508,0.851808048899875,-0.667292768695396,-0.605057291620453,-0.0763659780784393,-0.061428625937802
"Astudillo"," Willians","Willians Astudillo","MIN",553902,2021,-0.171470741873256,-1.9952625950385,-1.6174916393489,-0.252594045745568,-0.166568581991222,-0.876011713592158,-0.16673236076815,-0.719379396189936,-1.77387345640692
"Suarez"," Eugenio","Eugenio Suarez","CIN",553993,2021,-1.82621286677079,-1.50282906278902,0.0370770476277755,0.841198584368223,-1.47918532206301,0.00720728383031005,-0.292259098471631,-0.296471816653429,-0.831015862095507
"Wheeler"," Zack","Zack Wheeler","PHI",554430,2021,4.9548896168402,-1.57641200819629,0.384989229115194,-0.260225704208601,2.43062171465593,-0.375022921882285,0.624031958272761,-0.179275999561662,-1.04474756422314
"Polanco"," Gregory","Gregory Polanco","PIT",570256,2021,-2.06187640466896,1.02116243197404,0.834427721903931,0.244286842186877,-0.499497201456447,-1.33994460173163,0.335344653203783,1.19273652007616,0.250057393453205
"Gonzalez"," Erik","Erik Gonzalez","PIT",570481,2021,0.539651560383366,0.797988269141908,-0.447475389760504,-2.29965904965639,0.174027549805981,0.4993424065376,-0.154941056714192,0.508173535271716,-1.22092609772124
"Urshela"," Gio","Gio Urshela","NYY",570482,2021,-1.30993006159326,-1.1783784139107,-0.53883917133793,-1.13307698867979,0.28079731950881,0.467139052268279,0.593709584082801,-0.227759147352082,-1.07079535376565
"Schoop"," Jonathan","Jonathan Schoop","DET",570731,2021,-1.27649896498967,-0.744679377613462,-0.239543130216078,-0.770090619466021,0.292451444390864,0.3727162657418,-0.219947395369981,-0.212799633437496,-1.11427346772435
"Adams"," Matt","Matt Adams","COL",571431,2021,1.67011657276948,-1.00768158677706,-1.45122875303293,0.663919569914277,-0.637469376214456,-0.864450514602872,0.593484851741751,0.6999085340938,1.07074620714483
"Arenado"," Nolan","Nolan Arenado","STL",571448,2021,-2.87161684049045,-2.16312230772847,0.810824919777308,-0.246280661687758,-0.29534741983898,-0.763836650851522,-1.14615428841747,1.13271301341571,-0.17313061080577
"Barnhart"," Tucker","Tucker Barnhart","CIN",571466,2021,-0.939252620616848,-1.63716866981315,-1.21665579224467,-0.0439777806149335,1.17109578519333,-0.682349663465865,-0.231471044120169,-0.133584888655808,-0.81024598946901
"Corbin"," Patrick","Patrick Corbin","WSH",571578,2021,6.64789281764312,-1.68458527899796,1.05087542607552,-1.78831614087213,0.00683553315581379,-0.369603779704271,0.950084835616965,0.122358994613285,-0.189122474095039
"Farmer"," Kyle","Kyle Farmer","CIN",571657,2021,-1.46018248844031,-0.373881553311137,-0.690507539661116,-0.00602902414635453,0.681024903507922,-0.856084069870034,-1.09261535480656,-1.17004647993068,-0.986374838410167
"Goodwin"," Brian","Brian Goodwin","CWS",571718,2021,-1.25354554270905,-0.173566205619065,-0.368088092230721,0.365007659713148,1.20723917296722,-0.230420506342672,-0.461906444497544,0.907430482234378,0.835626458082225
"Hamilton"," Billy","Billy Hamilton","CWS",571740,2021,0.122612004523394,5.31697358972259,1.061180234436,0.612641967806815,1.68444030233988,-1.82544482993628,1.29296087355162,0.712773070085597,-1.21803169898313
"Haniger"," Mitch","Mitch Haniger","SEA",571745,2021,-2.78098869202732,-1.48267128915135,1.132056413918,-0.201378818084339,-0.325723294575271,-0.15310215929384,-0.730119758879845,0.291489630988084,-0.46501832469092
"Hernandez"," Enrique","Enrique Hernandez","BOS",571771,2021,-2.28057519204249,-0.582677747194873,-0.635440692156812,1.09730315306267,0.269538064285975,0.209745517735934,-0.129130453728137,0.184284729645327,-0.089890106466476
"Holt"," Brock","Brock Holt","TEX",571788,2021,-0.102456793111957,0.414195717611193,-0.735871155107437,-1.13686776477498,0.654139343752699,-1.60052012669322,-0.211482147326033,1.34325417102236,0.0244161592031073
"Lamb"," Jake","Jake Lamb","CWS",571875,2021,-1.65782609098422,-1.58496534030698,-0.633118626342118,0.495083237468814,-0.931699716157632,-0.303455021023136,0.15843353495249,-0.0486381755564159,-0.00721889151776176
"Maile"," Luke","Luke Maile","MIL",571912,2021,0.0401807045002496,-0.652930950719183,-0.790067130897412,-1.15562022569858,2.05767417649983,-0.308064857126427,0.0951050851539884,-2.57373829330383,0.142055807135138
"Marrero"," Deven","Deven Marrero","MIA",571918,2021,-0.962645483295578,1.12637614625636,-2.65460404875687,0.133222728970357,-3.77847830169887,-3.27021880009804,2.2783181139778,-0.988802709814737,2.30594109520665
"Mikolas"," Miles","Miles Mikolas","STL",571945,2021,8.25659183297765,-0.634856975095108,4.66821702366826,4.03556355873011,2.90635201376314,-1.37248665886572,-2.33427879772163,-0.626206403112463,2.206300120469
"Muncy"," Max","Max Muncy","LAD",571970,2021,-3.84317805768778,-1.68207702669423,1.49328678706019,0.184435574874951,-1.01718967586977,-0.457488017108573,-0.528977712401834,0.146307894948173,0.502741829029671
"Myers"," Wil","Wil Myers","SD",571976,2021,-1.91128246907956,0.383444996588201,0.339924905273689,-0.641968318862183,-0.208230597936181,-0.188104631120189,-0.158495472301918,0.554699217398306,-0.0250938625749762
"Naquin"," Tyler","Tyler Naquin","CIN",571980,2021,-2.28148603408808,-0.216016098844326,0.69786372129925,-0.614931992181035,0.0422503149757382,0.219452651558836,-0.2419039778237,-0.396204197512382,-0.894719237381061
"Owings"," Chris","Chris Owings","COL",572008,2021,-2.70299925096097,1.51853625316474,0.908131660397688,-0.383315694806104,0.268801695650445,0.279558948673133,1.61957660229481,-0.0398669965044895,0.427238139861604
"Piscotty"," Stephen","Stephen Piscotty","OAK",572039,2021,-0.173989892612644,-0.524525330542704,-1.02354714224626,0.629023982982825,0.270978244458367,0.094830133290202,0.248612370579546,0.0932989716726858,-0.888695571441037
"Pollock"," AJ","AJ Pollock","LAD",572041,2021,-3.46456989022314,-0.308054779411058,1.55105190183835,-0.304612165825378,0.149993171072628,-0.778664771832025,-0.382023380557073,0.255918590059703,-0.978134214919887
"Seager"," Kyle","Kyle Seager","SEA",572122,2021,-2.34255386288423,-1.88873776306168,0.679040643747894,0.999654173731888,-0.647417696862896,-1.17798133005585,-0.235581858678081,1.52851996735949,-0.553485126866706
"Taylor"," Michael A.","Michael A. Taylor","KC",572191,2021,-1.14204503726604,1.57950115537918,0.413288105447481,-0.707626751850195,0.312187835935283,-0.655114098137298,-0.0249063633769862,0.479857992777519,-0.352782146956961
"Thompson"," Trayce","Trayce Thompson","CHC",572204,2021,-7.10674873150543,-0.936179653891227,3.28739558962399,1.22050627596815,-3.45828143212734,0.108423348231685,4.12550279406418,-2.59240462097166,0.609930606099812
"Voit III"," Luke","Luke Voit III","NYY",572228,2021,-2.33662098400385,-2.5555785494382,-0.221590484313269,0.084730617724501,-0.529281497773396,-0.613740025945436,1.01462724076072,-1.93897616597503,-0.173894051744111
"Walker"," Christian","Christian Walker","ARI",572233,2021,-1.63317823589075,-0.679440779931923,-0.814072677368193,0.230883871513953,0.551173134772084,0.197760215661184,-0.281642886430009,0.329917250075708,-0.0703398126006231
"Zunino"," Mike","Mike Zunino","TB",572287,2021,-3.18633070205069,-2.54113022774998,1.44505589974356,1.77572832684943,-2.188539503823,0.271909895437434,0.196840260085508,-0.796088932964143,-1.66484499023142
"Carpenter"," Matt","Matt Carpenter","STL",572761,2021,-1.79168777351972,-0.995634361652797,-1.18041718350646,1.85084983398977,0.795778421405364,-1.77612310719847,0.458142527933149,0.419147241212708,0.333393704380805
"Dickerson"," Corey","Corey Dickerson","MIA",572816,2021,-1.11625603515295,0.7457990316436,-0.511997607941742,-1.11363694203742,0.331079296424318,-0.641082055260693,0.0711607217179167,0.347538308548061,-0.289065670291084
"Garneau"," Dustin","Dustin Garneau","DET",572863,2021,-2.16108636393641,-2.20000528848085,0.84216940639442,1.83627456239094,-1.49563876091366,-0.686665819625371,-0.263553731337236,-0.316095960788712,-1.88356162552644
"Ruf"," Darin","Darin Ruf","SF",573131,2021,-3.58860461177547,-2.19733051488235,0.493895192674951,-0.275248347856788,-0.287585111466114,-0.751976601581498,1.73546042738654,-0.551910294821855,0.263826746432553
"Stroman"," Marcus","Marcus Stroman","NYM",573186,2021,5.30295612894668,0.657968064464561,1.26105229073066,0.918962626385008,0.679593924858409,-1.46216360149275,1.11737284893508,0.429499240059984,0.2736790433122
"Yastrzemski"," Mike","Mike Yastrzemski","SF",573262,2021,-2.26542833945044,-0.526964066724524,0.648312718742259,1.01657215881768,-0.43283709378073,-0.245162135487414,-0.618837892349184,0.333361635917984,-0.123854887132804
"Contreras"," Willson","Willson Contreras","CHC",575929,2021,-2.32329316481922,-0.246134155461297,0.285079709101439,-0.330998434439115,-1.19962004243135,-0.0123333614491904,0.0818810173219527,-1.27146926136873,-0.0744379793670456
"Iglesias"," Jose","Jose Iglesias","LAA",578428,2021,-1.02081025781435,0.92296207761401,-0.866770410429819,-0.488439081102869,1.27325610547679,-0.0957424848982671,-1.05874449472342,0.00212908053617972,-1.02970952000006
"Torreyes"," Ronald","Ronald Torreyes","PHI",591720,2021,0.721047128720781,0.285989050147468,0.0745710671590685,-0.309566808336222,0.92941681620118,0.0572183678180779,-0.492097496721472,0.156738350643297,0.326800173849518
"Valera"," Breyvic","Breyvic Valera","TOR",591971,2021,-0.0465715130833405,0.348840878141429,-0.690952918606658,0.27844550828559,1.80239999294185,0.0456552883892196,-0.249172003149428,0.596458797992103,-0.119656181675313
"Bryant"," Kris","Kris Bryant","CHC",592178,2021,-3.14878039039481,-0.0664707121665118,0.898671004386892,-0.135324413070539,0.053645892741762,-0.515792220742805,-0.971390749695226,0.441280690748543,0.360775692132485
"Canha"," Mark","Mark Canha","OAK",592192,2021,-2.06786312049272,0.378268177178613,-0.48686389921928,-0.0112735088015628,0.0132883941711345,-1.76947039755126,-1.04134616424999,-0.846825001588906,0.26995230533751
"Casali"," Curt","Curt Casali","SF",592200,2021,-0.412126242144957,-1.76896420875126,-0.111905080057999,1.01146315292935,1.26281963274195,-1.55724751603851,0.105061922317554,0.351719149772338,1.09143789448679
"Castellanos"," Nick","Nick Castellanos","CIN",592206,2021,-4.56345482771661,-1.48836638038607,2.16711811414698,-0.683020508077974,0.298913596092173,-0.374155929150571,-1.18688100354006,0.670642305762739,0.665061450164795
"DeShields"," Delino","Delino DeShields","CIN",592261,2021,-0.994770798826278,1.80375230726227,1.19922629733177,1.12781073452672,0.684201287361647,0.0865725114466652,2.10330548766723,-0.0617882340479347,1.96667179824819
"Drury"," Brandon","Brandon Drury","NYM",592273,2021,-1.21964109950121,-1.21460571114931,0.105911349353754,-0.64410380783904,-0.727288375778503,0.45811436806953,0.143997866194798,-0.461295435251836,-0.685864993057396
"Gamel"," Ben","Ben Gamel","PIT",592325,2021,-1.73002319673178,0.323957571267031,-0.568767617667528,0.909248619756301,0.636098546490137,-0.0846593489418039,0.347336268115458,0.100692959643749,1.25667321332738
"Gausman"," Kevin","Kevin Gausman","SF",592332,2021,5.35491944383307,-1.65679450684543,1.63453748236041,-0.853887940661622,1.75924534983705,-0.684176379059975,-0.281245242316321,0.486423170147804,-0.112948646598697
"Gonzalez"," Chi Chi","Chi Chi Gonzalez","COL",592346,2021,5.02505026903074,-1.93620566915947,1.3434312323603,-0.339152829811368,0.982064780772147,0.281396604491355,1.25747279521663,-0.243307136983125,-0.666160461369084
"Goodrum"," Niko","Niko Goodrum","DET",592348,2021,-1.96351609046292,2.38380208019359,0.263742519455816,0.190387418573464,-0.25577021417941,-0.872870355062651,0.88854830048298,0.0789281435591615,-0.718959686298524
"Gray"," Jon","Jon Gray","TEX",592351,2021,4.79035404957516,-1.73007062516622,-0.295212855761663,1.22984694092126,1.90940050962247,-0.329605396137419,0.556184234896129,0.961345688857094,-1.5087955556799
"Holaday"," Bryan","Bryan Holaday","ARI",592407,2021,1.26810756424863,-0.406896759587456,-2.92851377642214,0.654012074597186,1.45367429110012,-1.71504321677421,-0.733383862598677,-1.18342896191695,-1.59912574440357
"Jones"," JaCoby","JaCoby Jones","DET",592444,2021,0.0276045657272772,1.77079156792083,-0.597746822440076,0.0064617060046916,-0.428865279332605,-0.00262601586339513,1.83248198619399,0.551996114721301,-0.945305476458013
"Judge"," Aaron","Aaron Judge","NYY",592450,2021,-4.38791095847948,-1.72264080786648,1.91670535424167,-0.682237469049942,-0.638852244321465,0.0141355568512383,0.362081776585177,0.411503085873618,0.605300337650206
"Machado"," Manny","Manny Machado","SD",592518,2021,-3.68802776981098,-0.922969950112884,2.11722135760254,-0.729928052687132,-0.392461097078371,-0.199996029602035,-0.408415551996596,0.949802572957759,-0.00217302034205579
"Marmolejos"," Jose","Jose Marmolejos","SEA",592530,2021,-0.693791503937218,-1.10252016942189,-0.906960856274307,1.77979527654496,-1.1708025953899,0.328646972333698,-0.200427422175236,1.74494185467631,-0.0164432739629151
"Moran"," Colin","Colin Moran","PIT",592567,2021,-1.2458979120546,-1.94869189779462,-0.0306803707766769,-1.24717372795538,0.760307438989221,-0.210717395282158,0.280198842624869,0.538551132236254,-0.374742889137745
"Payton"," Mark","Mark Payton","CIN",592622,2021,1.44378519104729,0.809541149436484,-2.27860853168306,0.215812843750597,1.51769158098783,0.444086728956669,-0.790630617447829,1.25785548112999,0.314749077177352
"Pederson"," Joc","Joc Pederson","CHC",592626,2021,-2.15509035702544,-0.63214875221417,0.281005822007054,0.257592939109239,-0.47019082415246,-0.0555774858263914,-0.383240985396978,0.172777713583847,-0.0267258401201146
"Ramos"," Henry","Henry Ramos","ARI",592656,2021,0.25658948183303,-0.810831202333082,-0.605817941943827,-0.637113534064208,-0.481388960608239,0.391913699430301,-0.664465601853948,0.815987139463419,-0.76289284403731
"Realmuto"," J.T.","J.T. Realmuto","PHI",592663,2021,-3.17722382093688,0.588758987355171,1.5559774780144,-1.36707569539713,0.00928697455887043,-1.17007436857246,-1.78606217484043,0.911565819103301,0.581680268065479
"Renfroe"," Hunter","Hunter Renfroe","BOS",592669,2021,-2.64213590011763,-1.16442193918006,1.12078541507102,0.291400992337744,-0.733467966774389,0.61524502935858,-0.28775842090441,0.834145190998917,-0.671939962914087
"Rosario"," Eddie","Eddie Rosario","CLE",592696,2021,-1.55883361560031,1.01693743373474,0.456839239386696,0.653326516988075,0.405242238800043,-0.115448588491064,0.962620057694274,0.524167835854507,-0.722531019602512
"Sampson"," Adrian","Adrian Sampson","CHC",592716,2021,9.84466244866455,-0.451866921489704,6.10571164394816,4.74801446250928,2.07670943049172,-0.76991580684148,-2.51777523560331,-1.27288469313678,1.66269135637254
"Sanchez"," Aaron","Aaron Sanchez","SF",592717,2021,6.36639104061354,1.08884743615485,-2.11998795359573,-1.11670340825921,-3.89820430592323,0.624819837493485,-1.68842113857814,2.36211685922423,-1.34055506619579
"Simmons"," Andrelton","Andrelton Simmons","MIN",592743,2021,1.76958231126446,-0.310755598505779,-1.17547998164385,-1.42057238668737,0.679276441042606,-0.438174966736069,0.21999298906707,-0.498639379984608,0.13971468148975
"Smith"," Caleb","Caleb Smith","ARI",592761,2021,4.63588970962462,4.19318783912331,2.6690010318928,1.67603147970966,0.125844111626017,-2.78729938710059,1.3142945870177,-1.74152815599653,0.465367416160377
"Smyly"," Drew","Drew Smyly","ATL",592767,2021,7.05850977122742,-1.18333422455658,0.120728397607987,-1.3459415867884,-0.226854497439567,-0.290307558926892,0.623034132754236,0.670485053808899,-1.21472559288689
"Velasquez"," Vince","Vince Velasquez","SD",592826,2021,4.7551623227051,-0.480394468124682,2.1189348638453,1.42772491811124,1.40084113890369,0.464273147949601,-0.121138894411285,-0.169547895598169,1.13521101722968
"Walker"," Taijuan","Taijuan Walker","NYM",592836,2021,4.63527241661408,0.666453067342233,0.122298923691126,-0.706635584389758,0.612059085984364,0.393743863584367,-0.861829230040938,-1.40811194643597,0.05454507985779
"Wilkerson"," Stevie","Stevie Wilkerson","BAL",592859,2021,1.9908265427965,2.51112931904882,-0.979111520226481,-0.194032632178055,0.32171337885711,-0.495172768845292,0.625230145788811,0.520723772223975,-0.763105453199819
"Williams"," Mason","Mason Williams","NYM",592863,2021,0.209483341541482,0.21730628415651,-1.29825911398566,-0.366325343347321,-0.446999814063965,-0.0948203424451613,0.999065567518881,0.277587953025024,1.06185853554546
"Williams"," Trevor","Trevor Williams","NYM",592866,2021,6.1307162837733,-3.03787422582668,0.564193192097914,-1.99768735744911,-0.0539094997793146,-0.273387547640665,2.05893670938374,0.229222452445727,-1.08152483694268
"Yelich"," Christian","Christian Yelich","MIL",592885,2021,-1.99986671527583,0.509486822031259,0.457108123874733,-1.45652907084181,-0.584959614119686,0.0943884592169549,0.295075969534482,0.365647373466341,1.13342345367512
"Merrifield"," Whit","Whit Merrifield","KC",593160,2021,-1.7390122308566,2.77113916972831,0.14801891575997,-0.408775297666627,1.0587650900438,-1.57765826643238,0.634090722266338,0.773643331141438,-0.937878733152895
"Martinez"," Carlos","Carlos Martinez","STL",593372,2021,5.43530645681542,0.582160846311545,0.156013251142637,0.716792512019312,0.913691668106198,0.35603936537282,-1.00908105895403,0.618298303918108,-0.400434251306261
"Bogaerts"," Xander","Xander Bogaerts","BOS",593428,2021,-2.88451295408367,-0.282308118606647,0.229083150699863,-0.396922200822163,0.22914072020138,0.446819014727892,-0.282395449331658,-0.246215578320942,0.0407990617144347
"Bonifacio"," Jorge","Jorge Bonifacio","PHI",593528,2021,2.09719109986422,-0.369866551992309,-0.383767902416444,4.97308465837868,-1.24051317718687,-0.0949298574479831,-0.0333546526168135,1.79262732058497,1.71881492652372
"Rivas"," Webster","Webster Rivas","SD",593590,2021,1.20338037931552,-1.49529972018306,-1.27045257982273,-1.74438305836408,-0.766304253898093,-0.658196943062854,1.29632178226269,-1.79169267044099,1.39216829115628
"Alberto"," Hanser","Hanser Alberto","KC",593643,2021,0.247643674355744,0.996655595101023,-0.0809657920605168,0.559042355634809,1.58065965018189,0.0922357139854189,0.029269269531282,-0.242374400227673,-1.19878228331995
"Polanco"," Jorge","Jorge Polanco","MIN",593871,2021,-3.6055798780957,0.0109764430236985,2.19427346666931,-0.299229728840179,0.165168078871079,-1.39155536537058,-2.37842273831781,2.94404717774327,0.879631332335795
"Sano"," Miguel","Miguel Sano","MIN",593934,2021,-3.07627935084317,-1.96720132137049,1.02597462494631,0.464593069849723,-1.14993058154029,0.150207010413651,-0.0285936665639982,0.582570719588656,-0.0842549078963873
"Difo"," Wilmer","Wilmer Difo","PIT",594694,2021,-0.735907005378683,0.59672235526513,-0.66149084174805,-0.439560771628253,0.869951037898401,0.622857073075093,-1.14280828174256,0.698289120365999,-0.200593137452984
"Calhoun"," Kole","Kole Calhoun","ARI",594777,2021,-1.15378812287243,-1.53232460714787,-0.845740270579746,0.783371937004001,0.735900964502925,-0.764488659179231,1.17712753600623,1.18817420528265,-0.545496746068897
"deGrom"," Jacob","Jacob deGrom","NYM",594798,2021,-0.536328125816121,0.66961426621992,-0.576184019638484,-1.79997507721879,4.13477776180956,0.981739827063005,-0.475294295230394,-0.128841992180576,-1.79322653143405
"Duvall"," Adam","Adam Duvall","MIA",594807,2021,-3.1598184373211,-0.801562725566723,1.23245014587017,1.43090812028375,-0.828101944684529,-0.0880431275626167,-0.540161965588919,0.449670004090435,-1.69917672954697
"Eaton"," Adam","Adam Eaton","CWS",594809,2021,0.33661325451521,0.714424176044576,-0.0884733917367826,-0.173660928712566,0.310533380085445,-0.520296265018253,0.0178688066006398,-1.32740873719391,0.175076493919984
"Gosselin"," Phil","Phil Gosselin","LAA",594838,2021,-1.32579648920953,0.86278555084907,-0.425796004291881,-0.209928140367392,0.710613041347565,-0.134070945260407,-0.392203702281567,0.550995869012549,-0.545994206713001
"Schebler"," Scott","Scott Schebler","LAA",594988,2021,1.04458871055314,0.552432938543952,-2.42532127075407,1.83009133063994,1.86132623953091,0.589011122432997,-0.0792406666948079,1.50353192689157,-1.26517952681546
"Kiermaier"," Kevin","Kevin Kiermaier","TB",595281,2021,-1.22483446088188,1.92870588874145,0.223319709932662,-1.68899496091406,0.667081925151,-0.260242163672204,-0.757373940136702,0.0661316430418139,-0.135686833558527
"Knapp"," Andrew","Andrew Knapp","PHI",595284,2021,1.03130441373959,-0.0391021884079211,-0.354194224195128,1.19357519113931,0.124548080158628,-0.216126926343162,-0.826324892701022,0.906362134829677,0.69787776512747
