"","Age","AB","PA","HR.","K.","BB.","AVG","SLG","OBP","RBI.PA","CSSB.","SB.","DPTP.","HBP.","IBB.","SacBunt.","SacFly.","R.PA","Sac.","Walkoff","AvgEV.MPH.","AvgLA.°.","SweetSpot.","Barrel.","SolidContact.","Flare.Burner.","Under.","Topped.","Poor.Weak.","HardHit.","ZoneSwing.","OutofZoneSwing.","OutofZoneContact.","InZoneContact.","Whiff.","Swing.","Pull.","StraightAway.","Oppo.","GB.","FB.","LD.","Popup.","HPto1B","SprintSpeed"
"692",-0.711261821,-1.124211229,-1.122926552,-1.143454263,0.732063465,-1.824891613,-1.408730647,-1.645332061,-2.022486783,-1.804190212,-0.629532178,-0.57571644,-1.071443357,-0.755223947,-0.540844416,1.74447806,-1.024238431,-2.230736498,1.553977559,-0.460692573,-1.792485759,-2.520526472,-0.25146553,-1.19977291,-1.38148435,0.913268477,-2.518995496,0.963641696,1.685723937,-1.543278711,0.999565638,3.343042503,-0.08370753,-2.026320356,-1.526670788,2.926640006,-0.638179498,-4.167020213,5.028045016,1.601484502,-2.366774178,0.967976725,-1.448804125,0.010072783,-0.002291049
"693",-0.711261821,1.434175082,1.341302808,0.746860435,-0.669764719,-0.552521413,0.650034983,0.864060003,0.385785731,0.831546514,-0.040709734,-0.153055315,-0.017587431,0.433035884,-0.540844416,1.132674011,-0.480631948,0.750635849,-0.329588461,1.137539481,0.344757242,0.240360367,0.151123756,0.563281868,-0.04599685,-0.098721403,0.305517274,0.003220488,-0.371935448,0.427590408,-0.342993468,0.018364401,-0.06977214,0.930453225,-0.402072172,-0.292217767,0.289038157,-0.030085744,-0.328634566,-0.334442314,0.362372648,0.124487622,0.10503132,-0.483673433,0.379893247
"694",-0.436950097,-1.097449866,-1.099140555,-1.143454263,3.535719833,-0.312451564,-2.728452204,-2.340454516,-2.336122273,-1.804190212,-0.629532178,-0.57571644,-1.071443357,-0.755223947,-0.540844416,-0.702738134,-1.024238431,-0.880440287,-0.500468685,-0.460692573,-0.598144082,-1.555181424,-3.449813742,-1.19977291,-1.38148435,-2.895009228,0.096294106,1.652428623,1.375783611,-0.69635905,-2.496154299,0.138388882,-3.56755516,-2.884404997,2.807719713,-1.148465648,-3.344141226,1.408363169,2.589046228,1.850389378,0.179071741,-3.052654665,-1.448804125,0.010072783,-0.002291049
"695",-0.711261821,1.482345536,1.512561991,-0.97471938,-1.284146207,0.263716073,1.230712468,0.287108365,0.968251641,-0.309609543,0.986102568,1.284659108,-0.036671339,-0.260758318,-0.540844416,1.255034821,-0.589353245,0.751864683,0.099502351,-0.460692573,-0.074310013,-0.69602433,-0.363295887,-1.064153311,-0.379868725,0.300748287,-0.489530765,1.138263734,-0.165308564,-0.545971446,-0.279665208,-0.569755552,1.031123711,1.168235715,-1.479812512,-0.498351516,-0.98825147,0.973483265,0.195636202,0.67500524,-0.645782336,0.054196864,-0.810241613,-1.240750964,0.836232705
"696",-0.436950097,-0.824483962,-0.832737381,0.127170486,0.584958038,-1.152696036,-0.32655897,-0.338501845,-0.241485249,-0.713184939,-0.629532178,-0.57571644,-0.205649274,3.124957767,1.320553595,-0.702738134,-1.024238431,-0.730407384,-0.500468685,-0.460692573,0.659057683,-0.589836375,0.363601434,1.163882946,-0.123044206,-0.298456247,-0.730137409,0.827824556,-0.354716541,0.411760134,1.442863456,-0.389718831,-1.247312638,-0.827069533,1.21453834,0.8970154,1.036489123,0.460547994,-1.719091819,0.543638777,0.117971439,-0.648710722,-0.937954115,-1.174918135,1.235529731
"697",-0.162638372,-0.990404413,-0.989724965,-1.143454263,0.913781933,0.647827832,-0.841250377,-1.151795117,-0.454309332,-1.300649314,2.393319422,-0.57571644,-1.071443357,-0.755223947,-0.034833304,-0.702738134,-1.024238431,-0.568833467,-0.500468685,-0.460692573,-0.493377268,0.69407254,0.464248756,-1.19977291,-1.38148435,1.099687665,1.142409946,0.197244975,-0.776579762,-0.300602198,-1.090266933,0.486459874,0.055646375,-0.734024211,0.88653041,-0.276361325,-0.978790066,-0.264251846,1.449327168,-0.223817925,0.179071741,0.461883263,-0.384533272,-1.273667379,1.349614595
"698",-0.711261821,-0.342779427,-0.299931033,0.469261761,0.359973268,1.055946575,-0.867644808,-0.380209192,-0.364699192,0.330385301,-0.010265536,0.202183407,0.393746665,-0.755223947,-0.106518215,-0.702738134,1.1501875,0.235021805,0.236452257,-0.460692573,0.072363526,1.379467524,0.240588041,-0.250435722,1.623362524,-0.8310825,1.84330756,-1.122121533,-0.354716541,-0.063148088,-0.29233086,-1.289902433,0.201967975,-0.020676738,-0.062349673,-1.037470552,0.421497822,-0.487267181,-0.009513229,-1.454514258,1.584378689,-0.325373233,1.658866765,-0.845753992,0.95031757
"699",-0.162638372,-0.278552155,-0.299931033,0.354067789,-0.064036491,0.143681149,0.016568635,0.433084081,0.060948973,-0.203258577,0.171937465,0.095467916,-0.391176565,-0.375640929,-0.540844416,-0.702738134,-1.024238431,0.822107114,-0.500468685,-0.460692573,0.742871134,0.867834648,0.151123756,0.447036498,0.801524063,-0.191930997,0.765808244,-0.569151747,-0.414982715,0.815432122,-0.178339993,-0.221684559,-0.250932216,0.516918458,-0.156066224,-0.355643536,0.9891821,0.081421924,-1.274601385,-0.818424018,0.657690774,0.279127291,0.722308415,-0.714088334,0.265808383
"700",-0.436950097,-0.690677147,-0.680506996,1.621201814,1.329138432,-0.432486489,0.029765851,1.023938167,0.296175591,1.028227296,-0.629532178,-0.57571644,0.812372361,3.274195515,-0.540844416,-0.702738134,1.1501875,0.469855924,-0.283171478,-0.460692573,0.344757242,0.317587971,1.549003219,2.093845905,1.340855553,-0.058774434,-0.740598567,-0.510944401,-0.225574738,1.029140822,-0.824288242,0.810525971,-1.393634239,-0.74436258,1.929127044,-0.038514692,-1.53701294,1.051538633,0.765495732,-0.389754509,0.881725215,0.236952836,-1.001810367,0.075905611,0.836232705
"701",-1.25988527,1.696436441,1.669549576,1.433287573,-0.323634303,0.191695119,0.92717651,1.350645721,0.833836431,1.611130605,-0.563723049,-0.493049446,0.631123779,0.179134155,1.320553595,-0.702738134,1.1501875,1.093069564,-0.387096243,1.137539481,1.266705203,0.394815575,0.710275541,1.880729394,0.570381995,-0.165299684,-0.029239795,-0.37512726,-0.518296157,1.614860961,-0.646969115,-0.365713935,0.348289576,0.951129963,-0.624648981,-0.815480361,-0.108340838,0.014517323,0.127253058,-0.707799629,0.698424309,0.827395208,-0.533531191,-0.187425704,-0.247573507
"702",-1.808508719,-0.792370326,-0.770893787,-0.561084576,-1.301452728,1.007932605,0.016568635,-0.123013884,0.385785731,-0.649008176,-0.629532178,-0.57571644,2.103135004,0.066461594,-0.09915675,-0.702738134,1.1501875,-0.451522671,0.031270348,-0.460692573,-0.346703729,0.771300144,0.095208577,-0.889785257,0.647429351,0.700217976,1.299327323,-1.044511739,-0.363325994,-0.664698502,-1.039604325,-0.989841232,1.790602494,1.188912454,-1.667245615,-1.275317186,0.856722435,-0.632227149,-0.397017709,-0.811509994,0.545673554,0.068255015,1.254443841,0.602568242,-0.190531075
"703",-0.436950097,-0.374893062,-0.371289026,0.254232961,0.299400445,0.311730043,-0.260572892,0.071620404,-0.062264969,0.287441187,-0.023738032,0.185259757,-0.690493938,0.071323664,-0.540844416,-0.702738134,1.1501875,0.453876087,-0.233025968,-0.460692573,0.617150958,0.790607045,-0.061353923,0.175797301,-0.071679302,0.607008382,0.964570254,-0.743773785,-0.518296157,0.522572052,0.252292174,-0.437728623,0.355257271,-0.175752276,0.12508343,-0.212935556,0.572880296,0.114874224,-0.807316571,-0.749283775,0.515123403,0.068255015,1.126731339,-0.417840604,0.665105409
