last_name,first_name,name,team,player_id,year,PC1,PC2,PC3,PC4,PC5,cluster
Judge, Aaron,Aaron Judge,NYY,592450,2021,-4.02520772,-0.921633391,-0.894363757,-2.750792691,-0.424552152,2
Machado, Manny,Manny Machado,SD,592518,2021,-3.717156497,0.21814273,-0.413793597,-1.143126539,-1.193580719,2
Marmolejos, Jose,Jose Marmolejos,SEA,592530,2021,-0.463759046,-2.231989578,-0.973083961,2.145824528,-1.426312179,4
Moran, Colin,Colin Moran,PIT,592567,2021,-1.451992046,0.8737626,-1.736265546,-0.949483333,0.237432143,3
Payton, Mark,Mark Payton,CIN,592622,2021,1.385595427,0.804608741,-0.385921346,0.595256406,1.728246234,4
Pederson, Joc,Joc Pederson,CHC,592626,2021,-2.34459047,-0.277856615,-0.752059562,-0.59314476,-0.960754356,2
Ramos, Henry,Henry Ramos,ARI,592656,2021,0.445113722,0.722658366,-0.887807563,1.137553701,-0.6994466,3
Realmuto, J.T.,J.T. Realmuto,PHI,592663,2021,-2.859540473,0.323575155,0.729034488,-1.136838826,-0.758531863,2
Renfroe, Hunter,Hunter Renfroe,BOS,592669,2021,-2.897056444,-0.41609461,-1.051705777,-0.41730509,-1.791491594,2
Rosario, Eddie,Eddie Rosario,CLE,592696,2021,-2.20986783,1.185447681,0.850232811,0.379791355,-0.112435543,2
Sampson, Adrian,Adrian Sampson,CHC,592716,2021,8.828087114,-1.432174113,-0.009271388,-1.251025848,0.36391156,6
Sanchez, Aaron,Aaron Sanchez,SF,592717,2021,7.231115074,-1.237095698,0.509609268,2.518933456,-5.454765098,6
Simmons, Andrelton,Andrelton Simmons,MIN,592743,2021,0.145860489,3.17680853,-0.84010549,0.507113605,-0.505470098,3
Smith, Caleb,Caleb Smith,ARI,592761,2021,5.117908213,0.31668265,4.741592325,-2.572155585,1.131389459,5
Smyly, Drew,Drew Smyly,ATL,592767,2021,6.219258561,1.973210838,-0.984634345,0.209209728,-0.855237392,6
Velasquez, Vince,Vince Velasquez,SD,592826,2021,4.218664849,0.240937712,-0.515568274,0.488221803,0.591005424,6
Walker, Taijuan,Taijuan Walker,NYM,592836,2021,5.309091425,-0.069527793,0.037640907,-1.583295292,0.93429723,6
Wilkerson, Stevie,Stevie Wilkerson,BAL,592859,2021,2.126799574,0.03069874,2.21616362,-0.085708973,0.635156861,2
Williams, Mason,Mason Williams,NYM,592863,2021,0.38927611,0.2007747,0.15654528,0.748192514,1.084799774,3
Williams, Trevor,Trevor Williams,NYM,592866,2021,4.361166631,4.018656226,-2.045870708,-0.393434235,-0.007455509,3
Yelich, Christian,Christian Yelich,MIL,592885,2021,-2.285990023,0.434683784,0.191170351,-1.876429375,-0.849868231,2
Merrifield, Whit,Whit Merrifield,KC,593160,2021,-3.48994017,2.182880209,2.541448005,-0.629324099,-0.886161977,2
Martinez, Carlos,Carlos Martinez,STL,593372,2021,5.508988323,0.392879074,-0.106332207,-0.196768626,0.636801308,6
Bogaerts, Xander,Xander Bogaerts,BOS,593428,2021,-3.611088439,0.751772425,-0.758758655,-0.69159659,-0.748067686,3
Bonifacio, Jorge,Jorge Bonifacio,PHI,593528,2021,3.852359517,-4.794156463,0.003894801,0.829686417,0.308497653,4
Rivas, Webster,Webster Rivas,SD,593590,2021,1.031782204,1.498418229,-0.888737763,1.092463949,0.529991071,3
Alberto, Hanser,Hanser Alberto,KC,593643,2021,-0.947655003,1.962840436,0.413259579,1.540525993,0.548505799,3
Polanco, Jorge,Jorge Polanco,MIN,593871,2021,-3.592842627,0.507088065,0.183875861,-0.025037598,-1.228757461,2
Sano, Miguel,Miguel Sano,MIN,593934,2021,-2.448541096,-2.637757029,-1.051588421,-1.440164547,-1.398499602,2
Difo, Wilmer,Wilmer Difo,PIT,594694,2021,-0.877782168,0.484762861,-0.267864258,0.505867805,-0.198132151,2
Calhoun, Kole,Kole Calhoun,ARI,594777,2021,-1.08193451,-1.590508774,-1.008824085,0.590819185,0.470246105,4
deGrom, Jacob,Jacob deGrom,NYM,594798,2021,0.570191726,0.459740899,-0.034713497,-0.260374821,3.399840091,4
Duvall, Adam,Adam Duvall,MIA,594807,2021,-2.812026884,-1.240843154,-0.212121619,-0.190130953,-1.800884472,2
Eaton, Adam,Adam Eaton,CWS,594809,2021,0.128337022,1.222594647,0.340150239,-0.278276672,0.458273713,2
Gosselin, Phil,Phil Gosselin,LAA,594838,2021,-1.93732854,1.33359698,0.232224656,-0.0485115,-0.252427835,3
Schebler, Scott,Scott Schebler,LAA,594988,2021,1.282045219,-2.77925674,-0.024524623,2.337328467,1.303416275,4
Kiermaier, Kevin,Kevin Kiermaier,TB,595281,2021,-1.251281059,0.922472277,1.185805209,-1.787665043,-0.269467688,2
Knapp, Andrew,Andrew Knapp,PHI,595284,2021,1.525165389,-1.534573815,-0.301958705,0.256131245,0.231219073,4
Wallach, Chad,Chad Wallach,MIA,595453,2021,1.3818884,-1.353683428,-1.14312122,-1.099509734,0.738448877,4
Alfaro, Jorge,Jorge Alfaro,MIA,595751,2021,-0.498835364,0.380797966,1.404250946,-1.854930751,0.608118739,2
Profar, Jurickson,Jurickson Profar,SD,595777,2021,-1.570888138,1.545812504,0.691614575,1.333243865,-0.829389352,3
Baez, Javier,Javier Baez,CHC,595879,2021,-2.261822745,-1.246148646,1.559642843,-2.389864558,-1.329483811,2
Cave, Jake,Jake Cave,MIN,595909,2021,1.050415756,-0.341806617,0.459162251,-0.903586528,1.687575319,2
Evans, Phillip,Phillip Evans,PIT,595943,2021,-0.403061943,1.001535063,-0.282501019,0.097735119,0.240578645,3
Gallagher, Cam,Cam Gallagher,KC,595956,2021,-0.246110366,2.010511215,-1.188285533,2.301709169,1.656236949,3
Hedges, Austin,Austin Hedges,CLE,595978,2021,0.897858914,-0.103597286,-0.80119397,1.40564659,-0.642928939,4
Heineman, Scott,Scott Heineman,CIN,595981,2021,2.116138149,-3.708062199,0.601068558,3.092135582,-3.286709288,4
Lindor, Francisco,Francisco Lindor,NYM,596019,2021,-2.061979236,0.329284896,0.504503791,-0.512226261,-0.174414089,2
Nogowski Jr., John,John Nogowski Jr.,ATL,596056,2021,-1.272973621,1.418081079,-1.055620924,2.169939456,1.044982303,3
Odor, Rougned,Rougned Odor,NYY,596059,2021,-0.373640284,-1.101083441,-0.408751561,1.080256187,-0.322930879,4
Slater, Austin,Austin Slater,SF,596103,2021,-1.320166459,-0.058007899,2.712217004,-1.799722747,1.102892128,2
Story, Trevor,Trevor Story,COL,596115,2021,-3.145797326,-0.299726095,1.494039149,-0.671617427,-1.564852335,2
Stubbs, Garrett,Garrett Stubbs,HOU,596117,2021,2.406381244,0.911801121,0.056971279,2.435751439,-0.741101199,4
Vogelbach, Daniel,Daniel Vogelbach,MIL,596129,2021,-1.592721365,0.540304251,-1.663966543,0.28592332,0.806334146,3
Weaver, Luke,Luke Weaver,ARI,596133,2021,5.763365501,-0.437531182,-0.021329628,-1.648673174,1.413696391,6
Sanchez, Gary,Gary Sanchez,NYY,596142,2021,-1.673998297,-1.605285364,-1.197039156,0.789275455,-0.720367411,4
Kepler, Max,Max Kepler,MIN,596146,2021,-2.601221922,-0.25533788,0.219258656,-0.068109193,-1.287490317,2
Gomber, Austin,Austin Gomber,COL,596295,2021,5.374605419,1.146251356,-0.94718482,1.220574476,-0.469311666,6
Quinn, Roman,Roman Quinn,PHI,596451,2021,0.221813005,-0.69888673,6.184230774,1.106900678,0.259586349,2
Franco, Maikel,Maikel Franco,BAL,596748,2021,-0.72889327,1.107391072,-1.428483973,0.288692461,-1.434098542,3
Garcia, Robel,Robel Garcia,HOU,596825,2021,1.930355273,-1.375169411,-0.273707651,0.65337858,0.096730894,4
Choi, Ji-Man,Ji-Man Choi,TB,596847,2021,-1.601505955,-1.795467134,-1.193381881,-0.149414653,1.034836336,4
Bradley Jr., Jackie,Jackie Bradley Jr.,MIL,598265,2021,-0.284041399,-0.336944889,0.681993816,-1.087830238,-1.397947314,2
Motter, Taylor,Taylor Motter,COL,600301,2021,0.167775289,-0.908645982,-0.468573269,2.411628941,0.050840167,4
La Stella, Tommy,Tommy La Stella,SF,600303,2021,-1.937556388,1.971095937,-1.54280021,1.016749653,0.41748838,3
Severino, Pedro,Pedro Severino,BAL,600474,2021,-1.616188124,-0.677863137,-1.266769674,0.120246472,-0.842749982,3
Nunez, Renato,Renato Nunez,DET,600524,2021,0.689718199,-0.924572263,-0.244005231,1.532920815,0.056248649,4
Candelario, Jeimer,Jeimer Candelario,DET,600869,2021,-2.717834034,0.589340998,-1.091808793,-0.783593956,0.349405821,3
Daza, Yonathan,Yonathan Daza,COL,602074,2021,-0.533394154,2.618360774,-0.068428686,-0.285552921,1.38832655,3
Urias, Ramon,Ramon Urias,BAL,602104,2021,-1.536513685,0.400483717,-0.48788665,-0.738044534,1.196392987,3
Rondon, Jose,Jose Rondon,STL,602922,2021,-1.493043299,-0.057673905,0.615329955,2.038803661,0.201690869,3
Ahmed, Nick,Nick Ahmed,ARI,605113,2021,-0.372286948,1.182631084,0.576175949,-0.025344918,-0.679606059,2
Anderson, Brian,Brian Anderson,MIA,605119,2021,-1.08904331,-0.334175246,0.450647714,-0.105264555,0.493718533,3
Barnes, Austin,Austin Barnes,LAD,605131,2021,0.351671001,0.382423719,-0.099341111,0.398725362,1.002680856,3
Bell, Josh,Josh Bell,WSH,605137,2021,-2.578003285,0.90848899,-1.624710002,-2.095535149,-0.768568688,3
Betts, Mookie,Mookie Betts,LAD,605141,2021,-3.657339206,0.548162378,-0.005387883,0.485331971,-1.050605947,2
Caratini, Victor,Victor Caratini,SD,605170,2021,-1.145663667,0.499397807,-1.163039606,-0.671218003,-0.635444645,3
Davies, Zach,Zach Davies,CHC,605200,2021,4.01054664,3.838673851,-1.152994168,1.76011439,0.37910593,3
Davis, J.D.,J.D. Davis,NYM,605204,2021,-1.561288824,-1.935622964,-0.59549368,-1.535001124,0.745792033,4
Garcia, Aramis,Aramis Garcia,OAK,605244,2021,1.597345537,0.336657743,-0.460425911,0.435458687,0.938601416,4
Houser, Adrian,Adrian Houser,MIL,605288,2021,5.115944237,-3.456211259,-0.236345097,-2.793192063,-0.102288736,6
Lopez, Jack,Jack Lopez,BOS,605346,2021,3.426452047,-3.075600355,-0.065313622,0.144967516,0.443710715,6
Machin, Vimael,Vimael Machin,OAK,605353,2021,3.248392739,0.358120732,-0.346147464,1.203320839,-0.325250821,4
Martini, Nick,Nick Martini,CHC,605361,2021,-2.040884674,0.601309336,-0.833231758,1.806390818,1.171837458,3
Musgrove, Joe,Joe Musgrove,SD,605397,2021,5.060031643,-0.376894037,-0.110035146,0.400031691,-1.365294525,4
Nola, Aaron,Aaron Nola,PHI,605400,2021,3.968737233,1.49984527,-1.056300182,-0.846941403,1.534801999,6
Panik, Joe,Joe Panik,MIA,605412,2021,-0.52541363,2.318816515,-0.436840066,1.615103692,0.411626078,3
Perez, Michael,Michael Perez,PIT,605421,2021,0.63617043,-0.21327656,-0.852161413,0.369956916,-0.152846053,2
Ross, Joe,Joe Ross,WSH,605452,2021,2.6207914,2.14518575,-0.189784989,0.146410237,2.442118103,3
Snell, Blake,Blake Snell,SD,605483,2021,5.410790809,1.136945547,-1.541422057,-0.018336363,0.367208967,6
Thompson, Zach,Zach Thompson,MIA,605507,2021,6.388971681,-0.473762667,-0.709765435,-1.305047209,0.053938023,6
Woodruff, Brandon,Brandon Woodruff,MIL,605540,2021,5.018520127,0.029605747,-1.673758113,0.157301879,1.189863714,6
Zimmer, Bradley,Bradley Zimmer,CLE,605548,2021,-1.387169441,-1.268815624,2.633501802,-1.700285913,-0.563573252,2
Castro, Harold,Harold Castro,DET,605612,2021,-1.360051613,1.223533399,-0.928060617,-0.756906973,2.132395927,3
Arcia, Orlando,Orlando Arcia,ATL,606115,2021,0.262626603,0.838477408,-0.032650083,0.437454274,-0.676358364,2
Tapia, Raimel,Raimel Tapia,COL,606132,2021,-1.315828883,4.171262111,1.548979766,-1.477630758,-1.60888827,2
Aquino, Aristides,Aristides Aquino,CIN,606157,2021,-1.274486039,-3.189453079,0.434145235,0.551062262,-1.299173213,4
Hernandez, Teoscar,Teoscar Hernandez,TOR,606192,2021,-3.393295286,-0.934548602,0.366017618,-1.897916548,-0.669379774,2
Mercedes, Yermin,Yermin Mercedes,CWS,606213,2021,-1.699761784,0.720146366,-1.020316515,1.213563048,-0.314517152,3
Peraza, Jose,Jose Peraza,NYM,606299,2021,-0.468445344,0.321012632,0.232966712,2.853340163,-0.248315593,3
Marte, Ketel,Ketel Marte,ARI,606466,2021,-3.269745016,1.199230751,-1.156453132,-0.382821398,0.276640808,3
Greiner, Grayson,Grayson Greiner,DET,606988,2021,1.301916526,-1.770157955,-0.351262754,0.430627507,1.185414262,4
Haase, Eric,Eric Haase,DET,606992,2021,-1.919009293,-1.67062937,-0.507093626,-0.84430164,-0.675053164,2
Hager, Jake,Jake Hager,ARI,606993,2021,1.741157912,0.207062045,-0.315340331,0.296118702,2.240059289,4
Nimmo, Brandon,Brandon Nimmo,NYM,607043,2021,-1.783968919,0.881283187,0.462952066,-0.440008501,1.467603379,2
Peterson, Jace,Jace Peterson,MIL,607054,2021,-1.85623865,0.122821625,1.196477999,-0.451319824,0.153258707,2
Wilson, Jacob,Jacob Wilson,HOU,607111,2021,1.402833238,1.664160185,-0.991897737,2.659740859,-1.295423696,4
Fedde, Erick,Erick Fedde,WSH,607200,2021,6.576588225,2.104861098,-0.760843971,0.3786427,-1.756306825,6
Turner, Trea,Trea Turner,WSH,607208,2021,-4.039837565,1.184028831,2.184798409,-1.603321792,-0.711899344,2
Gant, John,John Gant,STL,607231,2021,6.999913212,0.837816899,-0.274227114,-0.195589653,0.208307091,6
Smith, Kevan,Kevan Smith,ATL,607345,2021,1.310829693,0.898063207,-0.906156835,0.728945145,0.537731648,4
Beaty, Matt,Matt Beaty,LAD,607461,2021,-1.221759756,1.055141395,0.287876114,1.644386558,0.057807175,3
Blandino, Alex,Alex Blandino,CIN,607468,2021,0.400699458,-1.27042614,0.239780706,1.46500713,0.918586337,4
Freeland, Kyle,Kyle Freeland,COL,607536,2021,4.629575669,-1.856862844,-0.5881324,0.403274611,0.626254107,6
Pillar, Kevin,Kevin Pillar,NYM,607680,2021,-1.931361375,-0.243896445,0.490865662,1.60630208,-1.073466402,3
Stallings, Jacob,Jacob Stallings,PIT,607732,2021,-1.838526127,1.00675119,-1.841165009,-0.394570121,0.224076832,3
Ramirez, Jose,Jose Ramirez,CLE,608070,2021,-4.386773051,0.951817777,1.323704385,0.5354291,-1.777602904,2
Bregman, Alex,Alex Bregman,HOU,608324,2021,-2.863313255,1.163702799,-1.360649754,1.046093853,-0.391524951,3
De Jong, Chase,Chase De Jong,PIT,608328,2021,6.570467353,0.226435168,-0.533110553,-0.233999127,-0.582451782,6
Fried, Max,Max Fried,ATL,608331,2021,2.019158003,0.657014581,-0.744586177,-1.484558822,2.564119574,4
Gallo, Joey,Joey Gallo,TEX,608336,2021,-2.415248362,-2.961350194,-0.541412534,-1.226642388,-2.524289673,2
Kelly, Carson,Carson Kelly,ARI,608348,2021,-2.307556232,-0.450335413,-1.277904281,0.8444869,-0.197401035,3
Seager, Corey,Corey Seager,LAD,608369,2021,-2.976256485,-0.797996173,-1.167038743,-1.645190246,0.116384922,2
Williams, Nick,Nick Williams,CWS,608384,2021,2.789510938,-3.68181323,1.230497432,3.828895736,-1.590777332,4
Winker, Jesse,Jesse Winker,CIN,608385,2021,-3.187918273,0.603542624,-1.283915103,-0.524056835,0.692559469,3
Godoy, Jose,Jose Godoy,SEA,608422,2021,2.170855595,0.823501051,-0.759366179,0.693392348,-0.422236743,4
Marquez, German,German Marquez,COL,608566,2021,1.901952498,1.351410578,-1.053703425,0.128372936,2.398847907,3
Mazara, Nomar,Nomar Mazara,DET,608577,2021,-0.583407839,0.017554561,-1.105531861,-0.328133047,-0.181368041,3
Murphy, Tom,Tom Murphy,SEA,608596,2021,-1.171376136,-1.403552876,-0.883205346,0.369035276,-0.998544944,4
Guzman, Ronald,Ronald Guzman,TEX,608597,2021,4.372942702,-0.568515941,-0.815961385,-0.293994674,-2.361754238,4
Jankowski, Travis,Travis Jankowski,PHI,608671,2021,0.306947468,2.142257304,1.502571252,0.132269554,1.068818,2
Mayfield, Jack,Jack Mayfield,LAA,608686,2021,-0.307942493,0.179373907,0.850686376,1.639621865,-0.773484523,2
Plawecki, Kevin,Kevin Plawecki,BOS,608700,2021,-0.771727574,1.296729289,-0.961383958,1.611313502,1.231397897,3
Refsnyder, Rob,Rob Refsnyder,MIN,608701,2021,-1.591909451,-0.752682162,-0.590654882,-0.372011179,1.273827769,3
Mondesi, Adalberto,Adalberto Mondesi,KC,609275,2021,-0.217370265,-0.812000442,8.052410174,-1.154664542,-0.095184677,5
Andujar, Miguel,Miguel Andujar,NYY,609280,2021,-0.881964806,1.810247126,-0.697821612,0.349904994,0.020142782,3
Vosler, Jason,Jason Vosler,SF,613564,2021,-0.290177728,-1.239869033,1.032372758,0.948549912,-0.846043965,2
Cordero, Franchy,Franchy Cordero,BOS,614173,2021,1.801653512,-1.905301306,0.935124373,-0.886839064,0.939266376,4
Reyes, Franmil,Franmil Reyes,CLE,614177,2021,-2.224870281,-0.986010285,-0.962287492,-2.13272827,-0.888619044,2
Torrens, Luis,Luis Torrens,SEA,620443,2021,-1.712392049,0.303661138,-1.303560114,-1.607319044,0.00999548,2
Robertson, Daniel,Daniel Robertson,MIL,621002,2021,0.933911475,-0.238187646,-0.4441145,0.389277471,0.2408026,2
Lopes, Tim,Tim Lopes,MIL,621005,2021,-0.123932795,-3.972370951,4.098386941,3.459114256,-0.076750953,4
Martin Jr., Richie,Richie Martin Jr.,BAL,621006,2021,0.91631892,0.675568927,0.696045704,0.300596271,0.437613555,4
Schrock, Max,Max Schrock,CIN,621011,2021,-2.104465091,1.382545949,-0.254827598,2.221517674,1.243426742,3
Swanson, Dansby,Dansby Swanson,ATL,621020,2021,-2.680933365,-0.557109434,0.07000778,-1.435578681,-1.105478394,2
Newman, Kevin,Kevin Newman,PIT,621028,2021,-1.106317602,3.165748181,0.171831243,0.730506847,-0.68585726,3
Taylor, Chris,Chris Taylor,LAD,621035,2021,-2.427048861,-1.034156985,0.676774968,-1.278071151,-0.513751564,2
Correa, Carlos,Carlos Correa,HOU,621043,2021,-3.538975825,0.735445052,-1.462601572,-0.741030081,-0.811059427,3
Eflin, Zach,Zach Eflin,PHI,621107,2021,7.063280279,0.437174286,-0.691577107,0.752920867,-2.577146561,6
Buehler, Walker,Walker Buehler,LAD,621111,2021,5.467313923,-0.766432114,-0.710273604,-1.356335353,0.042981295,6
Mills, Alec,Alec Mills,CHC,621219,2021,6.816928953,-0.870537245,-0.139290959,-1.64892677,0.291693814,6
Dahl, David,David Dahl,TEX,621311,2021,-0.626544504,0.403690091,0.174896423,0.155236683,0.406820685,2
Phillips, Brett,Brett Phillips,TB,621433,2021,-0.971706607,-1.690900084,2.908953274,-1.74012609,0.029202147,2
Taylor, Tyrone,Tyrone Taylor,MIL,621438,2021,-2.079295568,0.2034462,0.981144611,0.854362383,-0.760305035,2
Buxton, Byron,Byron Buxton,MIN,621439,2021,-2.651872626,-1.163231115,2.078765467,-1.175381763,0.425569752,2
Brinson, Lewis,Lewis Brinson,MIA,621446,2021,-0.453264732,0.027146162,0.001649393,0.451640683,-0.318394468,2
Bolt, Skye,Skye Bolt,OAK,621450,2021,2.532043104,2.034068391,6.507349035,0.100372774,-0.477327025,5
Duggar, Steven,Steven Duggar,SF,621453,2021,-1.545784158,-0.410257264,0.970109364,-0.288248892,1.068551625,2
Rios, Edwin,Edwin Rios,LAD,621458,2021,1.356700126,-2.280995318,-0.446105384,0.302650901,-1.197206792,4
Stewart, DJ,DJ Stewart,BAL,621466,2021,-0.79831406,-1.623564797,-0.626594932,1.191441461,-0.690793312,4
Ward, Taylor,Taylor Ward,LAA,621493,2021,-1.507596054,-0.661776966,-0.054415159,-0.072450265,1.326456987,3
Mathisen, Wyatt,Wyatt Mathisen,ARI,621500,2021,0.275513464,-3.889577105,-0.044329807,3.237542459,-0.889726473,4
Nido, Tomas,Tomas Nido,NYM,621512,2021,0.127780866,-0.789361876,-0.431938851,-1.0641546,2.374256636,4
Bemboom, Anthony,Anthony Bemboom,LAA,621532,2021,2.469623652,0.374086843,-0.223831162,0.390430435,0.555969788,4
Wisdom, Patrick,Patrick Wisdom,CHC,621550,2021,-1.923111926,-3.19689201,0.194419385,-1.012850052,0.662558853,4
Moroff, Max,Max Moroff,STL,621559,2021,3.434783123,-3.741551992,-0.045035758,1.01803173,-0.268211538,4
Wendle, Joey,Joey Wendle,TB,621563,2021,-1.963943587,1.320652582,0.467782501,-0.905072902,-0.742302928,3
Olson, Matt,Matt Olson,OAK,621566,2021,-3.809823193,-0.326355244,-1.314438874,-0.609892373,-1.61169837,2
Dean, Austin,Austin Dean,STL,621573,2021,-0.388931294,-0.099698711,-0.629418624,0.301946745,-0.0296458,3
Wood, Alex,Alex Wood,SF,622072,2021,7.212077594,0.837263941,0.570130714,-1.817704883,-1.508278606,6
Jones, Taylor,Taylor Jones,HOU,622100,2021,-0.300461215,-0.375829393,-0.941115816,0.196130936,-0.16598605,3
Duffy, Matt,Matt Duffy,CHC,622110,2021,-2.325579773,2.39117278,0.212384171,-0.150974943,0.806876932,3
Munoz, Yairo,Yairo Munoz,BOS,622168,2021,3.22628594,-1.502827678,0.18432025,3.456709071,-1.270625427,4
Walton, Donovan,Donovan Walton,SEA,622268,2021,1.184724644,0.622987798,0.670745898,0.385741919,1.006878657,4
Castillo, Luis,Luis Castillo,CIN,622491,2021,4.967119273,0.66680077,-0.713830769,-0.619293299,-0.217200082,6
Crismatt, Nabil,Nabil Crismatt,STL,622503,2021,8.902120363,1.351042939,0.16461466,-2.408802157,-2.521578427,6
Margot, Manuel,Manuel Margot,TB,622534,2021,-2.025974309,1.621121845,1.390416365,-0.611791059,-0.718063338,3
Reyes, Pablo,Pablo Reyes,MIL,622569,2021,-1.317034053,1.218011832,2.118564597,1.692108639,0.941130455,2
Senzatela, Antonio,Antonio Senzatela,COL,622608,2021,7.075227555,0.503403672,-1.017799625,0.223906794,-1.054317952,6
Camargo, Johan,Johan Camargo,ATL,622666,2021,4.671511196,-1.033151931,-0.808731263,2.643466403,-3.197452666,4
Reyes, Victor,Victor Reyes,DET,622682,2021,-0.653873032,1.300884384,1.202085462,-1.027980552,1.426667258,2
Hernandez, Elieser,Elieser Hernandez,MIA,622694,2021,6.67343398,0.659297515,-0.161639605,-1.237986203,0.403346372,6
Mateo, Jorge,Jorge Mateo,BAL,622761,2021,-0.751105892,0.006436126,3.820030755,0.234745236,0.204112968,2
Velazquez, Andrew,Andrew Velazquez,NYY,623205,2021,-0.143928873,-1.120602934,5.268644609,-1.802184499,0.946810266,2
Giambrone, Trent,Trent Giambrone,CHC,623508,2021,3.934137845,0.174495533,0.234467187,0.417941549,-1.745263468,4
Bote, David,David Bote,CHC,623520,2021,-0.899933839,-0.200087009,-0.739483926,0.042801928,-0.934138013,3
Ramirez, Harold,Harold Ramirez,CLE,623912,2021,-1.703730545,1.195888213,-0.099293794,-0.801920623,-0.878357036,3
Santander, Anthony,Anthony Santander,BAL,623993,2021,-2.192340121,-0.008669977,-1.046804085,0.552588746,-0.231379167,3
Suarez, Ranger,Ranger Suarez,PHI,624133,2021,3.249953002,1.301437662,-0.940229035,1.514584251,1.104021566,4
Alonso, Pete,Pete Alonso,NYM,624413,2021,-3.430472918,-0.399064276,-1.308090694,-1.069453601,-1.350279243,2
Arroyo, Christian,Christian Arroyo,BOS,624414,2021,-0.330944412,0.37441722,0.168637058,0.229557257,1.279781548,3
Biggio, Cavan,Cavan Biggio,TOR,624415,2021,-1.251162322,-0.23953543,0.234820738,0.250812721,-0.086239026,3
Conforto, Michael,Michael Conforto,NYM,624424,2021,-2.46301312,0.382442313,-1.002284788,-0.45205185,-0.533541171,3
Frazier, Adam,Adam Frazier,PIT,624428,2021,-2.707297494,3.060821927,0.004082502,0.534252213,0.672224046,3
Trevino, Jose,Jose Trevino,TEX,624431,2021,-0.420401379,1.388863017,-1.144300482,0.060309455,0.290828958,3
Gordon, Nick,Nick Gordon,MIN,624503,2021,-1.605402615,0.608426816,2.374389938,-1.394088343,0.827491689,2
McGuire, Reese,Reese McGuire,TOR,624512,2021,-0.708219123,1.088208768,-0.908486226,0.865352685,1.258678154,3
Nunez, Dom,Dom Nunez,COL,624513,2021,-1.234166546,-2.067293426,-1.259358665,1.031846454,-0.414517977,4
Soler, Jorge,Jorge Soler,KC,624585,2021,-2.526846711,-1.170651942,-1.209148945,-0.819277351,-1.686405524,2
Sosa, Edmundo,Edmundo Sosa,STL,624641,2021,-1.119791611,0.771965026,1.110376873,-0.458737592,0.040683351,2
Heredia, Guillermo,Guillermo Heredia,ATL,628338,2021,-1.423229265,-0.368838891,-0.57920269,0.144458968,-0.243519661,3
Hernandez, Yadiel,Yadiel Hernandez,WSH,628450,2021,-1.19557441,0.79708361,-0.928878655,-1.647419141,0.735556682,3
Ibanez, Andy,Andy Ibanez,TEX,628451,2021,-1.557696114,0.732494469,-0.641024983,0.638536977,0.479966527,3
Urias, Julio,Julio Urias,LAD,628711,2021,3.675334027,1.223942461,-1.361337833,0.861113715,-0.00029485,4
Cronenworth, Jake,Jake Cronenworth,SD,630105,2021,-2.906666951,2.081607062,-0.341867885,0.116968527,-0.626978049,3
Crowe, Wil,Wil Crowe,PIT,640444,2021,4.800030112,0.444540125,-1.158136008,0.709966923,-0.367659948,6
Frazier, Clint,Clint Frazier,NYY,640449,2021,-0.278414111,-1.151486327,-0.037816452,0.304502015,-0.393545463,2
Meadows, Austin,Austin Meadows,TB,640457,2021,-3.140392381,-0.56207977,-0.376709961,0.52522767,-1.291828707,2
Mercado, Oscar,Oscar Mercado,CLE,640458,2021,0.093232236,0.367416711,2.026741303,1.118610564,-0.266486217,2
Pinder, Chad,Chad Pinder,OAK,640461,2021,-1.547327539,-0.460322912,-1.021203157,-2.01432971,0.017480169,2
Alzolay, Adbert,Adbert Alzolay,CHC,640470,2021,7.011020488,2.447678345,-0.785394925,-1.303061079,-1.904136496,6
Lopez, Pablo,Pablo Lopez,MIA,641154,2021,6.252457157,-1.832906521,-0.650827304,-1.963611745,0.066738413,6
Anderson, Tim,Tim Anderson,CWS,641313,2021,-2.523245786,1.650008121,1.023838337,-2.579135718,-0.289381735,2
Bauers, Jake,Jake Bauers,SEA,641343,2021,-0.990876585,-0.603459554,0.837172488,1.083173759,0.133601813,3
Bellinger, Cody,Cody Bellinger,LAD,641355,2021,-1.219985738,-1.048310383,0.12650918,0.95208255,-1.105058663,3
Calhoun, Willie,Willie Calhoun,TEX,641432,2021,-1.909934755,1.629543515,-1.121205401,1.191778728,-0.161476588,3
Collins, Zack,Zack Collins,CWS,641470,2021,-0.911839115,-1.596191294,-0.63084862,0.699830576,1.461889071,4
Crawford, J.P.,J.P. Crawford,SEA,641487,2021,-2.587429265,2.656713545,-0.68514222,-0.311768391,-0.773130278,3
Davis, Jonathan,Jonathan Davis,TOR,641505,2021,0.333163368,-0.191581644,3.226277215,0.501558559,-1.033346066,2
Dozier, Hunter,Hunter Dozier,KC,641531,2021,-2.080099744,-1.015230149,0.093828909,-0.798488986,-1.303441278,2
Engel, Adam,Adam Engel,CWS,641553,2021,-2.201995909,-0.483263163,2.983387137,0.239748076,0.266357313,2
Fargas, Johneshwy,Johneshwy Fargas,CHC,641561,2021,1.333996356,1.171505128,2.544825014,0.716548413,1.450289467,2
Fowler, Dustin,Dustin Fowler,PIT,641583,2021,0.930474174,-1.439496699,1.90285945,2.075666466,-1.244615686,2
