"last_name","first_name","name","team","player_id","year","PC1","PC2","PC3","PC4","PC5","PC6"
"Smith"," Pavin","Pavin Smith","ARI",656976,2021,-2.42554197987627,1.5783261093853,0.696707603918931,0.983564260703435,0.225588998631015,-0.188705444687761
"Steele"," Justin","Justin Steele","CHC",657006,2021,3.12556598921867,1.36460297129766,2.32302651097868,0.929698877877328,-1.00923084041849,-2.14380066471916
"Stokes Jr."," Troy","Troy Stokes Jr.","PIT",657011,2021,1.19728026535757,-4.30399268497435,2.14763860253614,-2.15487220508361,2.14123016886145,-0.48279684393063
"Thomas"," Lane","Lane Thomas","WSH",657041,2021,-1.96848391510273,-0.851798309128151,0.858134545167325,0.0709501357321639,-0.220795510572752,0.772821948795206
"Toussaint"," Touki","Touki Toussaint","ATL",657053,2021,5.92605962469684,-0.856560526574941,-1.5824749251272,0.950314659496538,-0.0420338172371584,0.463893960515771
"Tucker"," Cole","Cole Tucker","PIT",657061,2021,-0.21941186958635,-0.447340715166366,1.00288225212286,-0.421871789783018,-0.558995382127118,0.358247262299378
"Verdugo"," Alex","Alex Verdugo","BOS",657077,2021,-3.14961898624795,1.04967190395066,0.723268105768552,1.16743636447867,0.0150707135810698,-0.11483501810993
"White"," Evan","Evan White","SEA",657108,2021,1.15854699317535,0.279624211054151,-0.0811273362757289,-0.916708792271254,-0.0732154981785018,-0.293125133202032
"Wong"," Connor","Connor Wong","BOS",657136,2021,-1.89897938971312,-0.725436396123125,-4.56291241948629,-3.90912411863176,-3.50837000086708,0.534512322516317
"Alvarez"," Eddy","Eddy Alvarez","MIA",657193,2021,-0.475410709256281,-1.1226114349827,-0.274532266500303,-2.69748888010141,3.34300199085424,-2.84085881103474
"Webb"," Logan","Logan Webb","SF",657277,2021,3.69796945586556,0.548603207016361,-1.17685517164409,1.63301375963467,-0.363891762904388,-0.0641575049808612
"O'Grady"," Brian","Brian O'Grady","SD",657434,2021,0.973081226683301,0.297242650775704,-0.454141708564048,-0.872952595871777,0.465429364079806,1.97176025164551
"DeJong"," Paul","Paul DeJong","STL",657557,2021,-1.01692529899219,-0.411055275246672,-0.833241226319624,0.653815970584323,1.10799722438453,-0.370023864225394
"Laureano"," Ramon","Ramon Laureano","OAK",657656,2021,-1.93675016256824,-1.69405015117763,-0.0265908994616258,0.205571446245159,0.577873999224604,-0.407483056894693
"Sheets"," Gavin","Gavin Sheets","CWS",657757,2021,-1.48565470030474,1.1532450366778,-0.0334618754262059,-0.454351237711873,0.408968359562547,0.12545313126449
"Fuentes"," Joshua","Joshua Fuentes","COL",658069,2021,-0.154899623615754,0.916117337356985,0.500139471502226,0.19885584036761,-0.38232605631021,-0.0457943054842052
"Olivares"," Edward","Edward Olivares","KC",658668,2021,-0.323022630689784,-1.33763593391692,1.26915064765441,-0.796225971306959,1.12970113985242,-0.0924355853729022
"Moncada"," Yoan","Yoan Moncada","CWS",660162,2021,-2.93263001897562,0.252391131532877,-1.18379680755141,0.562752440607499,0.0949297926157393,-0.232999038549301
"Ohtani"," Shohei","Shohei Ohtani","LAA",660271,2021,-3.56217309666504,-2.64907450263548,-2.42359135176509,1.91460873088673,0.0286890624824192,1.08592339494029
"Tsutsugo"," Yoshi","Yoshi Tsutsugo","PIT",660294,2021,-0.36445689561547,0.912690574499176,-0.272427787122931,0.102557866381863,-0.0620045164817907,0.793051142320967
